,n_word,n_firstSound,n_word_count,n_lemma,n_lemma_count,det,det_count,num,num_count,n_id,sen_id
32102.0,truck,Consonant,12,truck,12,that,203.0,,,20,reviews-036753-0009
32103.0,family,Consonant,106,family,127,,,,,26,reviews-036753-0009
32104.0,piece,Consonant,30,piece,46,a,4555.0,,,34,reviews-036753-0009
32105.0,scrap,Consonant,3,scrap,4,,,,,36,reviews-036753-0009
32106.0,metal,Consonant,31,metal,31,,,,,37,reviews-036753-0009
32107.0,month,Consonant,66,month,138,,,1,57.0,5,reviews-036753-0010
32108.0,day,Consonant,207,day,332,,,1,57.0,13,reviews-036753-0010
32109.0,work,Consonant,141,work,153,,,,,2,reviews-036753-0011
32110.0,guys,Consonant,69,guy,116,,,,,4,reviews-036753-0011
32111.0,kids,Consonant,45,kid,51,,,,,3,reviews-036753-0012
32112.0,somethin,Consonant,1,something,1,,,,,4,reviews-036753-0012
32113.0,k,Consonant,6,k,6,,,2,102.0,9,reviews-036753-0012
32114.0,bucks,Consonant,7,buck,10,,,,,10,reviews-036753-0012
32115.0,stationery,Consonant,2,stationery,2,,,,,2,reviews-034501-0001
32116.0,store,Consonant,64,store,74,,,,,3,reviews-034501-0001
32117.0,printing,Consonant,6,printing,6,,,,,9,reviews-034501-0002
32118.0,paper,Consonant,28,paper,29,,,,,11,reviews-034501-0002
32119.0,store,Consonant,64,store,74,a,4555.0,,,12,reviews-034501-0002
32120.0,days,Consonant,125,day,332,a,4555.0,,,18,reviews-034501-0002
32121.0,hustle,Consonant,1,hustle,1,the,9347.0,,,6,reviews-034501-0003
32122.0,bustle,Consonant,1,bustle,1,,,,,8,reviews-034501-0003
32123.0,afternoon,Consonant,28,afternoon,28,,,,,6,reviews-034501-0004
32124.0,pumpkin,Consonant,1,pumpkin,1,,,,,7,reviews-034501-0004
32125.0,spice,Consonant,2,spice,4,,,,,8,reviews-034501-0004
32126.0,latte,Consonant,1,latte,1,,,,,9,reviews-034501-0004
32127.0,break,Consonant,7,break,11,,,,,10,reviews-034501-0004
32128.0,store,Consonant,64,store,74,an,590.0,,,6,reviews-034501-0005
32129.0,lots,Consonant,44,lot,158,,,,,9,reviews-034501-0005
32130.0,stationery,Consonant,2,stationery,2,,,,,11,reviews-034501-0005
32131.0,goodness,Consonant,2,goodness,2,,,,,12,reviews-034501-0005
32132.0,cards,Consonant,10,card,30,,,,,1,reviews-034501-0006
32133.0,wrapping,Consonant,1,wrapping,1,,,,,3,reviews-034501-0006
32134.0,paper,Consonant,28,paper,29,,,,,4,reviews-034501-0006
32135.0,paper,Consonant,28,paper,29,,,,,6,reviews-034501-0006
32136.0,area,Consonant,91,area,119,an,590.0,,,10,reviews-034501-0006
32137.0,invitations,Vowel,1,invitation,10,,,,,22,reviews-034501-0006
32138.0,printing,Consonant,6,printing,6,,,,,29,reviews-034501-0006
32139.0,needs,Consonant,23,need,41,,,,,30,reviews-034501-0006
32140.0,woman,Consonant,18,woman,43,the,9347.0,,,4,reviews-034501-0007
32141.0,today,Consonant,103,today,104,,,,,8,reviews-034501-0007
32142.0,card,Consonant,20,card,30,a,4555.0,,,17,reviews-034501-0007
32143.0,tool,Consonant,11,tool,14,a,4555.0,,,28,reviews-034501-0007
32144.0,word,Consonant,42,word,63,the,9347.0,,,33,reviews-034501-0007
32145.0,birthday,Consonant,17,birthday,17,,,,,6,reviews-034501-0008
32146.0,card,Consonant,20,card,30,a,4555.0,,,7,reviews-034501-0008
32147.0,printing,Consonant,6,printing,6,,,,,1,reviews-034501-0009
32148.0,printing,Consonant,6,printing,6,,,,,3,reviews-034501-0009
32149.0,copies,Consonant,17,copy,48,,,,,5,reviews-034501-0009
32150.0,printing,Consonant,6,printing,6,,,,,7,reviews-034501-0009
32151.0,copies,Consonant,17,copy,48,,,,,9,reviews-034501-0009
32152.0,wallet,Consonant,3,wallet,3,,,,,5,reviews-391012-0001
32153.0,wallet,Consonant,3,wallet,3,,,,,5,reviews-391012-0002
32154.0,company,Consonant,112,company,139,this,886.0,,,2,reviews-391012-0003
32155.0,services,Consonant,58,service,355,,,,,7,reviews-391012-0003
32156.0,event,Consonant,24,event,46,,,,,7,reviews-391012-0004
32157.0,team,Consonant,51,team,56,,,,,9,reviews-391012-0004
32158.0,building,Consonant,18,building,19,,,,,10,reviews-391012-0004
32159.0,company,Consonant,112,company,139,an,590.0,,,11,reviews-391012-0004
32160.0,clients,Consonant,7,client,26,,,,,14,reviews-391012-0004
32161.0,premise,Consonant,2,premise,4,that,203.0,,,30,reviews-391012-0004
32162.0,event,Consonant,24,event,46,,,,,4,reviews-391012-0005
32163.0,quote,Consonant,15,quote,20,a,4555.0,,,5,reviews-391012-0005
32164.0,thousands,Consonant,20,thousand,20,,,,,14,reviews-391012-0005
32165.0,dollars,Consonant,33,dollar,44,,,,,16,reviews-391012-0005
32166.0,competition,Consonant,8,competition,8,,,,,20,reviews-391012-0005
32167.0,part,Consonant,72,part,102,the,9347.0,,,3,reviews-391012-0006
32168.0,city,Consonant,42,city,62,the,9347.0,,,14,reviews-391012-0006
32169.0,teams,Consonant,5,team,56,,,,,23,reviews-391012-0006
32170.0,areas,Consonant,28,area,119,,,,,26,reviews-391012-0006
32171.0,country,Consonant,83,country,126,the,9347.0,,,29,reviews-391012-0006
32172.0,vendors,Consonant,7,vendor,9,,,,,5,reviews-391012-0007
32173.0,company,Consonant,112,company,139,the,9347.0,,,19,reviews-391012-0007
32174.0,fact,Consonant,61,fact,69,,,,,24,reviews-391012-0007
32175.0,events,Consonant,22,event,46,,,,,29,reviews-391012-0007
32176.0,entertainment,Consonant,6,entertainment,6,,,,,45,reviews-391012-0007
32177.0,market,Consonant,49,market,57,the,9347.0,,,49,reviews-391012-0007
32178.0,business,Consonant,112,business,120,,,,,56,reviews-391012-0007
32179.0,university,Vowel,6,university,8,the,9347.0,,,5,reviews-263870-0002
32180.0,campus,Consonant,6,campus,6,,,,,19,reviews-263870-0004
32181.0,eating,Consonant,3,eating,3,,,,,28,reviews-263870-0004
32182.0,options,Vowel,42,option,72,the,9347.0,,,29,reviews-263870-0004
32183.0,students,Consonant,14,student,27,,,,,31,reviews-263870-0004
32184.0,art,Consonant,25,art,28,,,,,6,reviews-263870-0005
32185.0,school,Consonant,63,school,68,the,9347.0,,,7,reviews-263870-0005
32186.0,healthcare,Consonant,2,healthcare,2,,,,,14,reviews-263870-0005
32187.0,schooling,Consonant,2,schooling,2,,,,,17,reviews-263870-0005
32188.0,sports,Consonant,6,sport,8,,,,,6,reviews-263870-0006
32189.0,team,Consonant,51,team,56,the,9347.0,,,7,reviews-263870-0006
32190.0,year,Consonant,208,year,395,this,886.0,,,16,reviews-263870-0006
32191.0,rise,Consonant,3,rise,4,,,,,6,reviews-263870-0007
32192.0,living,Consonant,7,living,7,,,,,7,reviews-263870-0007
32193.0,students,Consonant,14,student,27,,,,,9,reviews-263870-0007
32194.0,professors,Consonant,3,professor,7,,,,,11,reviews-263870-0007
32195.0,houses,Consonant,4,house,69,the,9347.0,,,20,reviews-263870-0007
32196.0,fan,Consonant,11,fan,14,the,9347.0,,,23,reviews-263870-0007
32197.0,students,Consonant,14,student,27,,,,,28,reviews-263870-0007
32198.0,professors,Consonant,3,professor,7,,,,,30,reviews-263870-0007
32199.0,people,Consonant,316,people,327,,,,,34,reviews-263870-0007
32200.0,community,Consonant,16,community,24,a,4555.0,,,43,reviews-263870-0007
32201.0,minutes,Consonant,48,minute,64,,,,,4,reviews-263870-0008
32202.0,downtown,Consonant,7,downtown,7,,,,,6,reviews-263870-0008
32203.0,university,Vowel,6,university,8,the,9347.0,,,5,reviews-263870-0009
32204.0,reviews,Consonant,32,review,75,,,,,12,reviews-263870-0009
32205.0,year,Consonant,208,year,395,every,107.0,,,14,reviews-263870-0009
32206.0,nightmare,Consonant,5,nightmare,5,a,4555.0,,,4,reviews-263630-0001
32207.0,boyfriend,Consonant,7,boyfriend,7,,,,,2,reviews-263630-0003
32208.0,middle,Consonant,10,middle,10,the,9347.0,,,10,reviews-263630-0003
32209.0,night,Consonant,96,night,103,the,9347.0,,,13,reviews-263630-0003
32210.0,campsite,Consonant,1,campsite,1,,,,,16,reviews-263630-0003
32211.0,kids,Consonant,45,kid,51,,,,,19,reviews-263630-0003
32212.0,am,Consonant,131,am,131,,,1:00,7.0,25,reviews-263630-0003
32213.0,springs,Consonant,3,spring,20,the,9347.0,,,31,reviews-263630-0003
32214.0,management,Consonant,35,management,35,the,9347.0,,,6,reviews-263630-0004
32215.0,problems,Consonant,48,problem,134,any,368.0,,,18,reviews-263630-0004
32216.0,morning,Consonant,51,morning,53,the,9347.0,,,5,reviews-263630-0005
32217.0,guests,Consonant,10,guest,15,,,,,14,reviews-263630-0005
32218.0,owner,Vowel,40,owner,55,the,9347.0,,,21,reviews-263630-0005
32219.0,manager,Consonant,35,manager,40,,,,,12,reviews-263630-0006
32220.0,responsibility,Consonant,11,responsibility,19,,,,,18,reviews-263630-0006
32221.0,time,Consonant,479,time,558,a,4555.0,,,24,reviews-263630-0006
32222.0,middle,Consonant,10,middle,10,the,9347.0,,,27,reviews-263630-0006
32223.0,night,Consonant,96,night,103,the,9347.0,,,30,reviews-263630-0006
32224.0,night,Consonant,96,night,103,,,,,34,reviews-263630-0006
32225.0,staff,Consonant,118,staff,121,the,9347.0,,,35,reviews-263630-0006
32226.0,problem,Consonant,86,problem,134,the,9347.0,,,38,reviews-263630-0006
32227.0,manager,Consonant,35,manager,40,,,,,44,reviews-263630-0006
32228.0,time,Consonant,479,time,558,the,9347.0,,,49,reviews-263630-0006
32229.0,kids,Consonant,45,kid,51,the,9347.0,,,53,reviews-263630-0006
32230.0,space,Consonant,66,space,68,a,4555.0,,,11,reviews-263630-0007
32231.0,owner,Vowel,40,owner,55,the,9347.0,,,15,reviews-263630-0007
32232.0,insult,Vowel,3,insult,3,,,,,3,reviews-263630-0008
32233.0,injury,Vowel,5,injury,9,,,,,5,reviews-263630-0008
32234.0,money,Consonant,111,money,113,,,,,12,reviews-263630-0008
32235.0,school,Consonant,63,school,68,a,4555.0,,,6,reviews-225632-0001
32236.0,c,Consonant,10,class,26,,,1998,1.0,8,reviews-225632-0001
32237.0,time,Consonant,479,time,558,,,,,4,reviews-225632-0002
32238.0,facilities,Consonant,15,facility,28,,,,,5,reviews-225632-0003
32239.0,time,Consonant,479,time,558,the,9347.0,,,8,reviews-225632-0003
32240.0,science,Consonant,7,science,8,,,,,11,reviews-225632-0003
32241.0,labs,Consonant,2,lab,9,,,,,12,reviews-225632-0003
32242.0,hoods,Consonant,1,hood,2,,,,,16,reviews-225632-0003
32243.0,access,Consonant,32,access,32,,,,,18,reviews-225632-0003
32244.0,equipment,Consonant,12,equipment,12,,,,,21,reviews-225632-0003
32245.0,gymnasiums,Consonant,1,gymnasium,1,,,,,24,reviews-225632-0003
32246.0,music,Consonant,22,music,22,,,,,31,reviews-225632-0003
32247.0,department,Consonant,22,department,24,a,4555.0,,,32,reviews-225632-0003
32248.0,guitar,Consonant,4,guitar,4,,,,,38,reviews-225632-0003
32249.0,ensemble,Consonant,1,ensemble,1,the,9347.0,,,39,reviews-225632-0003
32250.0,building,Consonant,18,building,19,a,4555.0,,,10,reviews-225632-0004
32251.0,facilities,Consonant,15,facility,28,,,,,15,reviews-225632-0004
32252.0,good,Consonant,8,good,8,the,9347.0,,,4,reviews-225632-0005
32253.0,proportion,Consonant,2,proportion,2,a,4555.0,,,8,reviews-225632-0006
32254.0,class,Consonant,21,class,26,the,9347.0,,,12,reviews-225632-0006
32255.0,year,Consonant,208,year,395,,,4,57.0,18,reviews-225632-0006
32256.0,colleges,Consonant,2,college,16,,,,,19,reviews-225632-0006
32257.0,students,Consonant,14,student,27,,,,,5,reviews-225632-0007
32258.0,others,Vowel,50,other,51,,,,,30,reviews-225632-0007
32259.0,students,Consonant,14,student,27,,,,,2,reviews-225632-0008
32260.0,top,Consonant,26,top,26,,,,,9,reviews-225632-0008
32261.0,pharmacy,Consonant,3,pharmacy,3,,,,,12,reviews-225632-0008
32262.0,program,Consonant,47,program,58,,,,,13,reviews-225632-0008
32263.0,point,Consonant,76,point,113,the,9347.0,,,2,reviews-225632-0009
32264.0,opportunity,Vowel,22,opportunity,30,the,9347.0,,,9,reviews-225632-0009
32265.0,college,Consonant,14,college,16,a,4555.0,,,16,reviews-225632-0009
32266.0,motel,Consonant,4,motel,4,the,9347.0,,,5,reviews-292841-0001
32267.0,coast,Consonant,16,coast,16,the,9347.0,,,8,reviews-292841-0001
32268.0,motel,Consonant,4,motel,4,this,886.0,,,8,reviews-292841-0002
32269.0,years,Consonant,186,year,395,,,two,195.0,10,reviews-292841-0002
32270.0,lodging,Consonant,2,lodging,2,,,,,24,reviews-292841-0002
32271.0,experiences,Consonant,12,experience,116,the,9347.0,,,25,reviews-292841-0002
32272.0,coast,Consonant,16,coast,16,the,9347.0,,,32,reviews-292841-0002
32273.0,resorts,Consonant,2,resort,6,the,9347.0,,,43,reviews-292841-0002
32274.0,group,Consonant,97,group,143,a,4555.0,,,3,reviews-292841-0003
32275.0,friends,Consonant,65,friend,127,,,,,6,reviews-292841-0003
32276.0,motel,Consonant,4,motel,4,the,9347.0,,,13,reviews-292841-0003
32277.0,year,Consonant,208,year,395,every,107.0,,,15,reviews-292841-0003
32278.0,weekend,Consonant,38,weekend,48,a,4555.0,,,18,reviews-292841-0003
32279.0,experience,Consonant,104,experience,116,the,9347.0,,,22,reviews-292841-0003
32280.0,stay,Consonant,12,stay,13,,,,,24,reviews-292841-0003
32281.0,star,Consonant,17,star,29,,,five,26.0,30,reviews-292841-0003
32282.0,rooms,Consonant,22,room,117,the,9347.0,,,2,reviews-292841-0004
32283.0,managers,Consonant,5,manager,40,,,,,8,reviews-292841-0004
32284.0,owners,Vowel,15,owner,55,the,9347.0,,,10,reviews-292841-0004
32285.0,people,Consonant,316,people,327,the,9347.0,,,14,reviews-292841-0004
32286.0,place,Consonant,276,place,337,the,9347.0,,,17,reviews-292841-0004
32287.0,location,Consonant,44,location,52,the,9347.0,,,24,reviews-292841-0004
32288.0,grounds,Consonant,6,grounds,6,,,,,26,reviews-292841-0004
32289.0,restaurant,Consonant,63,restaurant,87,a,4555.0,,,4,reviews-292841-0005
32290.0,walking,Consonant,3,walking,3,,,,,7,reviews-292841-0005
32291.0,distance,Consonant,4,distance,6,,,,,8,reviews-292841-0005
32292.0,breakfast,Consonant,16,breakfast,19,a,4555.0,,,13,reviews-292841-0005
32293.0,market,Consonant,49,market,57,a,4555.0,,,17,reviews-292841-0005
32294.0,street,Consonant,26,street,30,the,9347.0,,,20,reviews-292841-0005
32295.0,motel,Consonant,4,motel,4,the,9347.0,,,2,reviews-292841-0006
32296.0,managers,Consonant,5,manager,40,the,9347.0,,,10,reviews-292841-0006
32297.0,family,Consonant,106,family,127,,,,,21,reviews-292841-0006
32298.0,year,Consonant,208,year,395,each,55.0,,,23,reviews-292841-0006
32299.0,place,Consonant,276,place,337,this,886.0,,,9,reviews-292841-0007
32300.0,gem,Consonant,7,gem,7,a,4555.0,,,16,reviews-292841-0007
32301.0,favorite,Consonant,11,favorite,14,,,,,2,reviews-112579-0001
32302.0,cafe,Consonant,5,cafe,9,,,,,4,reviews-112579-0001
32303.0,time,Consonant,479,time,558,a,4555.0,,,9,reviews-112579-0002
32304.0,sandwiches,Consonant,5,sandwich,13,,,,,11,reviews-112579-0002
32305.0,dishes,Consonant,7,dish,15,,,,,16,reviews-112579-0002
32306.0,coffee,Consonant,20,coffee,20,,,,,4,reviews-112579-0003
32307.0,colada,Consonant,1,colada,1,,,,,6,reviews-112579-0003
32308.0,place,Consonant,276,place,337,this,886.0,,,13,reviews-112579-0003
32309.0,week,Consonant,114,week,168,a,4555.0,,,28,reviews-112579-0003
32310.0,area,Consonant,91,area,119,the,9347.0,,,35,reviews-112579-0003
32311.0,coffee,Consonant,20,coffee,20,a,4555.0,,,39,reviews-112579-0003
32312.0,snack,Consonant,6,snack,8,,,,,41,reviews-112579-0003
32313.0,place,Consonant,276,place,337,the,9347.0,,,2,reviews-112579-0004
32314.0,bread,Consonant,5,bread,5,,,,,3,reviews-112579-0006
32315.0,sandwiches,Consonant,5,sandwich,13,,,,,12,reviews-112579-0006
32316.0,way,Consonant,225,way,242,the,9347.0,,,16,reviews-112579-0006
32317.0,meat,Consonant,29,meat,32,the,9347.0,,,23,reviews-112579-0006
32318.0,lunch,Consonant,36,lunch,36,,,,,5,reviews-112579-0007
32319.0,special,Consonant,1,special,6,a,4555.0,,,6,reviews-112579-0007
32320.0,choice,Consonant,23,choice,27,,,,,9,reviews-112579-0007
32321.0,meat,Consonant,29,meat,32,,,,,11,reviews-112579-0007
32322.0,chicken,Consonant,19,chicken,29,,,,,13,reviews-112579-0007
32323.0,steak,Consonant,10,steak,12,,,,,15,reviews-112579-0007
32324.0,pork,Consonant,5,pork,5,,,,,18,reviews-112579-0007
32325.0,rice,Consonant,7,rice,7,,,,,20,reviews-112579-0007
32326.0,beans,Consonant,2,bean,4,,,,,23,reviews-112579-0007
32327.0,plantains,Consonant,1,plantain,1,,,,,26,reviews-112579-0007
32328.0,breakfast,Consonant,16,breakfast,19,,,,,3,reviews-112579-0008
32329.0,mango,Consonant,1,mango,1,,,,,8,reviews-112579-0009
32330.0,cheese,Consonant,12,cheese,12,,,,,10,reviews-112579-0009
32331.0,pastries,Consonant,1,pastry,1,the,9347.0,,,11,reviews-112579-0009
32332.0,omelets,Vowel,1,omelet,1,the,9347.0,,,14,reviews-112579-0009
32333.0,bite,Consonant,3,bite,4,a,4555.0,,,6,reviews-112579-0010
32334.0,slice,Consonant,10,slice,11,a,4555.0,,,2,reviews-112579-0011
32335.0,heaven,Consonant,4,heaven,4,,,,,4,reviews-112579-0011
32336.0,number,Consonant,191,number,219,a,4555.0,,,10,reviews-207629-0002
32337.0,years,Consonant,186,year,395,,,,,12,reviews-207629-0002
32338.0,reviews,Consonant,32,review,75,the,9347.0,,,7,reviews-207629-0003
32339.0,doctor,Consonant,36,doctor,40,,,,,20,reviews-207629-0003
32340.0,office,Vowel,89,office,104,any,368.0,,,22,reviews-207629-0003
32341.0,wait,Consonant,10,wait,10,a,4555.0,,,27,reviews-207629-0003
32342.0,patients,Consonant,4,patient,13,,,,,33,reviews-207629-0003
32343.0,tests,Consonant,7,test,55,the,9347.0,,,43,reviews-207629-0003
32344.0,procedures,Consonant,6,procedure,18,,,,,45,reviews-207629-0003
32345.0,tests,Consonant,7,test,55,any,368.0,,,62,reviews-207629-0003
32346.0,insurance,Vowel,16,insurance,16,,,,,69,reviews-207629-0003
32347.0,providers,Consonant,5,provider,8,the,9347.0,,,7,reviews-207629-0004
32348.0,office,Vowel,89,office,104,the,9347.0,,,10,reviews-207629-0004
32349.0,care,Consonant,63,care,64,,,,,19,reviews-207629-0004
32350.0,consideration,Consonant,7,consideration,8,,,,,21,reviews-207629-0004
32351.0,tests,Consonant,7,test,55,any,368.0,,,9,reviews-207629-0005
32352.0,appointments,Consonant,2,appointment,21,,,,,11,reviews-207629-0005
32353.0,interests,Vowel,8,interest,35,the,9347.0,,,19,reviews-207629-0005
32354.0,patient,Consonant,10,patient,13,the,9347.0,,,24,reviews-207629-0005
32355.0,ability,Consonant,16,ability,17,the,9347.0,,,30,reviews-207629-0005
32356.0,service,Consonant,294,service,355,,,,,6,reviews-207629-0006
32357.0,family,Consonant,106,family,127,,,,,15,reviews-207629-0006
32358.0,practice,Consonant,14,practice,19,a,4555.0,,,16,reviews-207629-0006
32359.0,place,Consonant,276,place,337,the,9347.0,,,22,reviews-207629-0006
32360.0,reviews,Consonant,32,review,75,the,9347.0,,,5,reviews-336049-0002
32361.0,hopes,Consonant,3,hope,13,,,,,11,reviews-336049-0002
32362.0,dismay,Consonant,1,dismay,1,,,,,16,reviews-336049-0002
32363.0,way,Consonant,225,way,242,that,203.0,,,23,reviews-336049-0002
32364.0,mins,Consonant,8,min,10,,,40,9.0,6,reviews-336049-0003
32365.0,table,Consonant,20,table,25,,,,,12,reviews-336049-0003
32366.0,mins,Consonant,8,min,10,another,127.0,20,39.0,20,reviews-336049-0003
32367.0,orders,Vowel,21,order,83,,,,,24,reviews-336049-0003
32368.0,mins,Consonant,8,min,10,a,4555.0,45,7.0,29,reviews-336049-0003
32369.0,starters,Consonant,2,starter,3,,,,,32,reviews-336049-0003
32370.0,table,Consonant,20,table,25,,,,,36,reviews-336049-0003
32371.0,restaurant,Consonant,63,restaurant,87,a,4555.0,,,5,reviews-336049-0004
32372.0,rosette,Consonant,1,rosette,1,,,1,57.0,9,reviews-336049-0004
32373.0,service,Consonant,294,service,355,the,9347.0,,,16,reviews-336049-0004
32374.0,canape's,Consonant,1,canape',1,no,308.0,,,22,reviews-336049-0004
32375.0,amuse,Consonant,1,amuse,1,,,,,24,reviews-336049-0004
32376.0,wait,Consonant,10,wait,10,the,9347.0,,,35,reviews-336049-0004
32377.0,chairs,Consonant,3,chair,19,,,,,50,reviews-336049-0004
32378.0,attention,Consonant,35,attention,35,,,,,65,reviews-336049-0004
32379.0,scallops,Consonant,1,scallop,2,,,,,1,reviews-336049-0005
32380.0,foie,Consonant,2,foie,2,,,,,6,reviews-336049-0005
32381.0,gras,Consonant,2,gras,2,the,9347.0,,,7,reviews-336049-0005
32382.0,food,Consonant,251,food,264,the,9347.0,,,15,reviews-336049-0005
32383.0,top,Consonant,26,top,26,,,,,2,reviews-336049-0006
32384.0,service,Consonant,294,service,355,,,,,11,reviews-336049-0006
32385.0,charge,Consonant,18,charge,25,,,,,12,reviews-336049-0006
32386.0,lot,Consonant,114,lot,158,a,4555.0,,,9,reviews-336049-0007
32387.0,places,Consonant,60,place,337,,,,,11,reviews-336049-0007
32388.0,lot,Consonant,114,lot,158,a,4555.0,,,13,reviews-336049-0007
32389.0,selection,Consonant,15,selection,17,,,,,2,reviews-331662-0001
32390.0,staff,Consonant,118,staff,121,,,,,8,reviews-331662-0001
32391.0,favorite,Consonant,11,favorite,14,a,4555.0,,,6,reviews-331662-0002
32392.0,family,Consonant,106,family,127,,,,,9,reviews-331662-0002
32393.0,signature,Consonant,8,signature,9,,,,,5,reviews-331662-0003
32394.0,dish,Consonant,8,dish,15,the,9347.0,,,6,reviews-331662-0003
32395.0,ingredients,Vowel,7,ingredient,10,,,,,8,reviews-331662-0003
32396.0,spices,Consonant,2,spice,4,,,,,10,reviews-331662-0003
32397.0,fun,Consonant,32,fun,32,the,9347.0,,,17,reviews-331662-0003
32398.0,staff,Consonant,118,staff,121,the,9347.0,,,2,reviews-331662-0004
32399.0,meat,Consonant,29,meat,32,,,,,7,reviews-331662-0005
32400.0,dish,Consonant,8,dish,15,,,,,10,reviews-331662-0005
32401.0,vegetarians,Consonant,1,vegetarian,2,,,,,14,reviews-331662-0005
32402.0,area,Consonant,91,area,119,an,590.0,,,22,reviews-331662-0005
32403.0,grill,Consonant,6,grill,6,the,9347.0,,,25,reviews-331662-0005
32404.0,utensils,Vowel,2,utensil,2,,,,,29,reviews-331662-0005
32405.0,ingredients,Vowel,7,ingredient,10,,,,,7,reviews-331662-0006
32406.0,meat,Consonant,29,meat,32,,,,,16,reviews-331662-0006
32407.0,parts,Consonant,30,part,102,the,9347.0,,,20,reviews-331662-0006
32408.0,grill,Consonant,6,grill,6,the,9347.0,,,23,reviews-331662-0006
32409.0,veggies,Consonant,4,veggy,4,the,9347.0,,,30,reviews-331662-0006
32410.0,mush,Consonant,1,mush,1,,,,,34,reviews-331662-0006
32411.0,selection,Consonant,15,selection,17,the,9347.0,,,2,reviews-331662-0007
32412.0,meats,Consonant,3,meat,32,,,,,4,reviews-331662-0007
32413.0,veggies,Consonant,4,veggy,4,,,,,6,reviews-331662-0007
32414.0,sauces,Consonant,2,sauce,7,,,,,8,reviews-331662-0007
32415.0,time,Consonant,479,time,558,every,107.0,,,2,reviews-331662-0008
32416.0,ingredient,Vowel,3,ingredient,10,a,4555.0,two,195.0,11,reviews-331662-0008
32417.0,things,Consonant,100,thing,200,,,,,16,reviews-331662-0008
32418.0,meats,Consonant,3,meat,32,,,,,1,reviews-331662-0009
32419.0,seafood,Consonant,3,seafood,3,,,,,7,reviews-331662-0009
32420.0,serving,Consonant,3,serving,3,,,,,12,reviews-331662-0009
32421.0,bar,Consonant,15,bar,19,the,9347.0,,,13,reviews-331662-0009
32422.0,prices,Consonant,57,price,197,,,,,1,reviews-331662-0010
32423.0,kid,Consonant,6,kid,51,,,,,6,reviews-331662-0010
32424.0,meals,Consonant,6,meal,37,,,,,8,reviews-331662-0010
32425.0,discount,Consonant,9,discount,11,,,,,17,reviews-331662-0010
32426.0,dinner,Consonant,43,dinner,45,,,,,18,reviews-331662-0010
32427.0,prices,Consonant,57,price,197,,,,,19,reviews-331662-0010
32428.0,cookies,Consonant,2,cookie,3,,,,,2,reviews-283041-0001
32429.0,cakes,Consonant,4,cake,15,,,,,4,reviews-283041-0001
32430.0,customer,Consonant,70,customer,109,,,,,7,reviews-283041-0001
32431.0,service,Consonant,294,service,355,,,,,8,reviews-283041-0001
32432.0,birthday,Consonant,17,birthday,17,,,,,4,reviews-283041-0002
32433.0,minute,Consonant,16,minute,64,,,,,10,reviews-283041-0002
32434.0,idea,Vowel,43,idea,66,a,4555.0,,,11,reviews-283041-0002
32435.0,bakery,Consonant,2,bakery,3,,,,,15,reviews-283041-0002
32436.0,cake,Consonant,11,cake,15,a,4555.0,,,16,reviews-283041-0002
32437.0,convenience,Consonant,3,convenience,3,,,,,23,reviews-283041-0002
32438.0,store,Consonant,64,store,74,a,4555.0,,,24,reviews-283041-0002
32439.0,problem,Consonant,86,problem,134,the,9347.0,,,28,reviews-283041-0002
32440.0,day,Consonant,207,day,332,the,9347.0,,,33,reviews-283041-0002
32441.0,bakeries,Consonant,1,bakery,3,,,,,40,reviews-283041-0002
32442.0,rectangle,Consonant,1,rectangle,1,,,,,48,reviews-283041-0002
32443.0,cake,Consonant,11,cake,15,a,4555.0,,,49,reviews-283041-0002
32444.0,plate,Consonant,5,plate,7,the,9347.0,,,56,reviews-283041-0002
32445.0,cake,Consonant,11,cake,15,a,4555.0,,,65,reviews-283041-0002
32446.0,texture,Consonant,1,texture,1,the,9347.0,,,10,reviews-283041-0003
32447.0,frosting,Consonant,1,frosting,1,the,9347.0,,,15,reviews-283041-0003
32448.0,cake,Consonant,11,cake,15,the,9347.0,,,24,reviews-283041-0003
32449.0,cake,Consonant,11,cake,15,the,9347.0,,,28,reviews-283041-0003
32450.0,way,Consonant,225,way,242,,,,,12,reviews-283041-0004
32451.0,way,Consonant,225,way,242,that,203.0,,,39,reviews-283041-0004
32452.0,website,Consonant,51,website,59,a,4555.0,,,8,reviews-283041-0005
32453.0,cookies,Consonant,2,cookie,3,a,4555.0,,,6,reviews-283041-0006
32454.0,star,Consonant,17,star,29,,,5,68.0,5,reviews-283041-0007
32455.0,reviews,Consonant,32,review,75,,,,,6,reviews-283041-0007
32456.0,food,Consonant,251,food,264,,,,,1,reviews-247097-0001
32457.0,craving,Consonant,3,craving,4,,,,,2,reviews-247097-0001
32458.0,weight,Consonant,18,weight,19,,,,,5,reviews-247097-0001
32459.0,loss,Consonant,15,loss,17,,,,,6,reviews-247097-0001
32460.0,acupuncture,Consonant,5,acupuncture,5,,,,,8,reviews-247097-0001
32461.0,doctor,Consonant,36,doctor,40,,,,,9,reviews-247097-0001
32462.0,college,Consonant,14,college,16,,,,,4,reviews-247097-0002
32463.0,student,Consonant,13,student,27,a,4555.0,,,5,reviews-247097-0002
32464.0,treatment,Consonant,26,treatment,38,,,,,2,reviews-247097-0003
32465.0,food,Consonant,251,food,264,,,,,5,reviews-247097-0003
32466.0,cravings,Consonant,1,craving,4,,,,,6,reviews-247097-0003
