,adj_word,adj_word_len,adj_word_count,adj_lemma,adj_comb,num_adj,n_word,n_word_len,n_word_count,n_lemma,n_lemma_count,adj_id,n_id,sen_len,sen_id
11879.0,great,5,252,great,great,1,car,3,11.0,car,11.0,8,9,10,reviews-164805-0013
11880.0,unusual,7,7,unusual,unusual,1,,0,,,,15,,16,reviews-338429-0003
11881.0,black,5,29,black,black,1,female,6,3.0,female,3.0,4,5,13,reviews-338429-0005
11882.0,other,5,320,other,other,1,guy,3,11.0,guy,16.0,2,3,23,reviews-338429-0007
11883.0,suspicious,10,5,suspicious,suspicious,1,papers,6,2.0,papers,2.0,13,14,23,reviews-338429-0007
11884.0,social,6,21,social,social,1,security,8,14.0,security,15.0,18,19,23,reviews-338429-0007
11885.0,new,3,252,new,new,1,manager,7,2.0,manager,5.0,8,9,17,reviews-338429-0009
11886.0,nice,4,93,nice,nice,1,car,3,11.0,car,11.0,12,13,17,reviews-338429-0012
11887.0,Short,5,3,short,Short,1,time,4,156.0,time,191.0,1,2,13,reviews-338429-0013
11888.0,quiet,5,6,quiet,quiet,1,,0,,,,5,,6,reviews-338429-0014
11889.0,big,3,68,big,big,1,,0,,,,5,,11,reviews-338429-0016
11890.0,enough,6,44,enough,enough,1,,0,,,,6,,11,reviews-338429-0016
11891.0,small,5,78,small,small,1,problem,7,18.0,problem,28.0,4,5,10,reviews-338429-0020
11892.0,bad,3,75,bad,bad,1,,0,,,,9,,10,reviews-338429-0020
11893.0,best,4,210,best,best,1,,0,,,,2,,7,reviews-008585-0001
11894.0,young,5,42,young,young,1,children,8,13.0,child,13.0,14,15,26,reviews-008585-0002
11895.0,only,4,66,only,only,1,tire,4,10.0,tire,13.0,5,6,59,reviews-008585-0005
11896.0,good,4,379,good,good,1,,0,,,,42,,59,reviews-008585-0005
11897.0,best,4,210,best,"best, same",2,experience,10,55.0,experience,68.0,8,10,44,reviews-008585-0008
11898.0,clear,5,28,clear,clear,1,,0,,,,19,,44,reviews-008585-0008
11899.0,same,4,152,same,"best, same",2,experience,10,55.0,experience,68.0,28,10,44,reviews-008585-0008
11900.0,other,5,320,other,"other, rear",2,tire,4,10.0,tire,13.0,41,43,44,reviews-008585-0008
11901.0,rear,4,5,rear,"other, rear",2,tire,4,10.0,tire,13.0,42,43,44,reviews-008585-0008
11902.0,ok,2,24,ok,ok,1,Room,4,1.0,room,29.0,2,1,3,reviews-330966-0001
11903.0,ok,2,24,ok,ok,1,,0,,,,6,,7,reviews-330966-0002
11904.0,many,4,192,many,many,1,times,5,34.0,time,191.0,7,8,40,reviews-330966-0003
11905.0,decent,6,12,decent,decent,1,bang,4,3.0,bang,3.0,16,17,40,reviews-330966-0003
11906.0,troubled,8,2,troubled,troubled,1,youngsteers,11,1.0,youngster,2.0,28,29,40,reviews-330966-0003
11907.0,local,5,50,local,"local, pleasant",2,hood,4,2.0,hood,3.0,34,39,40,reviews-330966-0003
11908.0,pleasant,8,21,pleasant,"local, pleasant",2,hood,4,2.0,hood,3.0,38,39,40,reviews-330966-0003
11909.0,real,4,60,real,real,1,problem,7,18.0,problem,28.0,7,8,85,reviews-330966-0004
11910.0,non-violent,11,1,non-violent,"non-violent, domestic",2,fight,5,2.0,fight,2.0,29,32,85,reviews-330966-0004
11911.0,domestic,8,4,domestic,"non-violent, domestic",2,fight,5,2.0,fight,2.0,31,32,85,reviews-330966-0004
11912.0,last,4,145,last,last,1,stay,4,5.0,stay,6.0,43,44,85,reviews-330966-0004
11913.0,front,5,16,front,front,1,desk,4,9.0,desk,9.0,51,52,85,reviews-330966-0004
11914.0,unmanned,8,1,unmanned,unmanned,1,,0,,,,54,,85,reviews-330966-0004
11915.0,another,7,1,another,another,1,dispatch,8,1.0,dispatch,1.0,73,75,85,reviews-330966-0004
11916.0,later,5,5,later,later,1,,0,,,,4,,39,reviews-330966-0005
11917.0,front,5,16,front,front,1,desk,4,9.0,desk,9.0,9,10,39,reviews-330966-0005
11918.0,local,5,50,local,local,1,authorities,11,4.0,authority,12.0,21,22,39,reviews-330966-0005
11919.0,good,4,379,good,good,1,night,5,31.0,night,37.0,28,29,39,reviews-330966-0005
11920.0,cheap,5,29,cheap,cheap,1,,0,,,,10,,40,reviews-330966-0007
11921.0,better,6,112,better,better,1,hotel,5,9.0,hotel,15.0,17,18,40,reviews-330966-0007
11922.0,single,6,24,single,"single, female",2,travellers,10,3.0,traveller,3.0,37,39,40,reviews-330966-0007
11923.0,female,6,10,female,"single, female",2,travellers,10,3.0,traveller,3.0,38,39,40,reviews-330966-0007
11924.0,past,4,26,past,past,1,weekend,7,7.0,weekend,7.0,4,5,48,reviews-269560-0001
11925.0,little,6,125,little,little,1,,0,,,,30,,48,reviews-269560-0001
11926.0,upsetting,9,1,upsetting,upsetting,1,,0,,,,4,,19,reviews-269560-0003
11927.0,old,3,93,old,old,1,year,4,58.0,year,120.0,18,17,19,reviews-269560-0003
11928.0,worst,5,22,worst,worst,1,process,7,23.0,process,26.0,21,5,26,reviews-269560-0004
11929.0,oily,4,2,oily,oily,1,,0,,,,7,,10,reviews-269560-0005
11930.0,greasy,6,2,greasy,greasy,1,,0,,,,9,,10,reviews-269560-0005
11931.0,simple,6,26,simple,simple,1,request,7,6.0,request,7.0,11,12,30,reviews-269560-0006
11932.0,done,4,13,done,done,1,slice,5,3.0,slice,3.0,24,15,30,reviews-269560-0006
11933.0,burnt,5,1,burnt,burnt,1,,0,,,,28,,30,reviews-269560-0006
11934.0,better,6,112,better,better,1,business,8,15.0,business,20.0,16,17,34,reviews-269560-0007
11935.0,such,4,83,such,"such, horrible",2,relations,9,6.0,relation,7.0,20,23,34,reviews-269560-0007
11936.0,horrible,8,17,horrible,"such, horrible",2,relations,9,6.0,relation,7.0,21,23,34,reviews-269560-0007
11937.0,TRUE,4,1,true,TRUE,1,,0,,,,6,,7,reviews-269560-0008
11938.0,little,6,125,little,little,1,man,3,14.0,man,32.0,2,3,13,reviews-269560-0009
11939.0,Long,4,1,long,Long,1,Lines,5,1.0,line,30.0,1,2,11,reviews-107692-0001
11940.0,Silly,5,1,silly,Silly,1,Rules,5,1.0,rule,14.0,4,5,11,reviews-107692-0001
11941.0,Rude,4,8,rude,Rude,1,Staff,5,1.0,staff,27.0,7,8,11,reviews-107692-0001
11942.0,Ok,2,2,ok,Ok,1,Food,4,9.0,food,126.0,10,11,11,reviews-107692-0001
11943.0,first,5,117,first,first,1,thing,5,60.0,thing,102.0,2,3,27,reviews-107692-0002
11944.0,many,4,192,many,"many, willing",2,patrons,7,2.0,patron,3.0,5,6,21,reviews-107692-0003
11945.0,willing,7,30,willing,"many, willing",2,patrons,7,2.0,patron,3.0,7,6,21,reviews-107692-0003
11946.0,good,4,379,good,good,1,,0,,,,18,,21,reviews-107692-0003
11947.0,longest,7,3,longest,longest,1,lines,5,8.0,line,30.0,15,16,22,reviews-107692-0004
11948.0,best,4,210,best,best,1,rides,5,1.0,ride,6.0,20,21,22,reviews-107692-0004
11949.0,indifferent,11,2,indifferent,indifferent,1,,0,,,,14,,24,reviews-107692-0006
11950.0,better,6,112,better,better,1,results,7,3.0,result,9.0,4,5,15,reviews-107692-0007
11951.0,rude,4,26,rude,rude,1,staff,5,24.0,staff,27.0,11,12,49,reviews-107692-0009
11952.0,dumb,4,5,dumb,dumb,1,rules,5,10.0,rule,14.0,18,19,49,reviews-107692-0009
11953.0,ok,2,24,ok,ok,1,tacos,5,1.0,taco,1.0,36,32,49,reviews-107692-0009
11954.0,worth,5,32,worth,worth,1,,0,,,,42,,49,reviews-107692-0009
11955.0,professional,12,49,professional,professional,1,diner,5,2.0,diner,2.0,10,11,38,reviews-187266-0002
11956.0,GREAT,5,10,great,GREAT,1,FOOD,4,5.0,food,126.0,3,4,8,reviews-187266-0003
11957.0,dead,4,34,dead,"dead, wonderful",2,,0,,,,3,,24,reviews-187266-0004
11958.0,on,2,4,on,on,1,,0,,,,4,,24,reviews-187266-0004
11959.0,wonderful,9,39,wonderful,"dead, wonderful",2,,0,,,,9,,24,reviews-187266-0004
11960.0,negative,8,6,negative,negative,1,review,6,6.0,review,20.0,19,20,24,reviews-187266-0004
11961.0,delicious,9,16,delicious,delicious,1,,0,,,,22,,29,reviews-187266-0005
11962.0,same,4,152,same,same,1,dishes,6,4.0,dish,7.0,24,25,29,reviews-187266-0005
11963.0,consistent,10,5,consistent,consistent,1,,0,,,,28,,29,reviews-187266-0005
11964.0,unpretentious,13,1,unpretentious,unpretentious,1,experiences,11,7.0,experience,68.0,9,11,15,reviews-187266-0006
11965.0,inspired,8,2,inspired,inspired,1,food,4,106.0,food,126.0,13,14,15,reviews-187266-0006
11966.0,affordable,10,13,affordable,affordable,1,rent,4,1.0,rent,1.0,2,3,20,reviews-187266-0010
11967.0,possible,8,66,possible,possible,1,,0,,,,6,,20,reviews-187266-0010
11968.0,inspired,8,2,inspired,inspired,1,chef,4,3.0,chef,5.0,9,10,20,reviews-187266-0010
11969.0,high,4,61,high,high,1,quality,7,21.0,quality,24.0,14,15,20,reviews-187266-0010
11970.0,affordable,10,13,affordable,affordable,1,prices,6,18.0,price,53.0,18,19,20,reviews-187266-0010
11971.0,second,6,39,second,second,1,time,4,156.0,time,191.0,13,14,45,reviews-187266-0012
11972.0,good,4,379,good,good,1,,0,,,,41,,45,reviews-187266-0012
11973.0,good,4,379,good,good,1,,0,,,,7,,8,reviews-220214-0001
11974.0,little,6,125,little,little,1,bit,3,8.0,bit,8.0,15,16,33,reviews-220214-0004
11975.0,absurd,6,2,absurd,"absurd, happy",2,,0,,,,17,,33,reviews-220214-0004
11976.0,happy,5,57,happy,"absurd, happy",2,,0,,,,21,,33,reviews-220214-0004
11977.0,particlular,11,1,particular,particlular,1,,0,,,,32,,33,reviews-220214-0004
11978.0,same,4,152,same,same,1,week,4,37.0,week,51.0,7,8,14,reviews-220214-0005
11979.0,male,4,4,male,male,1,baldness,8,1.0,baldness,1.0,8,10,37,reviews-220214-0006
11980.0,maternal,8,1,maternal,maternal,1,line,4,21.0,line,30.0,26,27,37,reviews-220214-0006
11981.0,common,6,20,common,common,1,misconception,13,2.0,misconception,2.0,32,33,37,reviews-220214-0006
11982.0,general,7,22,general,"general, attentive",2,,0,,,,2,,13,reviews-220214-0007
11983.0,attentive,9,4,attentive,"general, attentive",2,,0,,,,10,,13,reviews-220214-0007
11984.0,nice,4,93,nice,nice,1,,0,,,,12,,13,reviews-220214-0007
11985.0,nice,4,93,nice,nice,1,,0,,,,6,,15,reviews-220214-0008
11986.0,other,5,320,other,other,1,reviews,7,14.0,review,20.0,8,9,21,reviews-220214-0009
11987.0,other,5,320,other,other,1,reviewers,9,3.0,reviewer,6.0,16,17,21,reviews-220214-0009
11988.0,typical,7,7,typical,"typical, good",2,office,6,8.0,office,15.0,5,8,17,reviews-220214-0011
11989.0,primary,7,5,primary,primary,1,care,4,16.0,care,17.0,6,7,17,reviews-220214-0011
11990.0,good,4,379,good,"typical, good",2,office,6,8.0,office,15.0,16,8,17,reviews-220214-0011
11991.0,certain,7,35,certain,"certain, annoying",2,things,6,39.0,thing,102.0,5,6,14,reviews-220214-0012
11992.0,annoying,8,4,annoying,"certain, annoying",2,things,6,39.0,thing,102.0,10,6,14,reviews-220214-0012
11993.0,other,5,320,other,other,1,offices,7,6.0,office,15.0,12,13,14,reviews-220214-0012
11994.0,First,5,10,first,First,1,trip,4,7.0,trip,8.0,1,2,4,reviews-376320-0001
11995.0,excellent,9,63,excellent,excellent,1,experience,10,55.0,experience,68.0,12,13,14,reviews-376320-0002
11996.0,large,5,46,large,large,1,company,7,18.0,company,29.0,5,7,32,reviews-376320-0003
11997.0,stressful,9,2,stressful,stressful,1,experience,10,55.0,experience,68.0,7,8,20,reviews-376320-0004
11998.0,first,5,117,first,first,1,time,4,156.0,time,191.0,18,19,20,reviews-376320-0004
11999.0,pleased,7,23,pleased,pleased,1,,0,,,,4,,24,reviews-376320-0005
12000.0,calming,7,1,calming,calming,1,part,4,22.0,part,29.0,17,20,24,reviews-376320-0005
12001.0,comforting,10,2,comforting,comforting,1,,0,,,,19,,24,reviews-376320-0005
12002.0,clean,5,51,clean,clean,1,,0,,,,8,,20,reviews-376320-0006
12003.0,many,4,192,many,"many, pleasant",2,surprises,9,2.0,surprise,5.0,17,19,20,reviews-376320-0006
12004.0,pleasant,8,21,pleasant,"many, pleasant",2,surprises,9,2.0,surprise,5.0,18,19,20,reviews-376320-0006
12005.0,first,5,117,first,first,1,encounter,9,1.0,encounter,3.0,3,4,23,reviews-376320-0007
12006.0,regrettable,11,2,regrettable,regrettable,1,out,3,2.0,out,2.0,10,12,23,reviews-376320-0007
12007.0,whole,5,54,whole,whole,1,experience,10,55.0,experience,68.0,5,8,26,reviews-376320-0008
12008.0,impressed,9,11,impressed,impressed,1,,0,,,,11,,26,reviews-376320-0008
12009.0,helpful,7,61,helpful,helpful,1,,0,,,,21,,34,reviews-376320-0009
12010.0,first,5,117,first,first,1,selection,9,12.0,selection,12.0,32,33,34,reviews-376320-0009
12011.0,tight,5,7,tight,tight,1,corners,7,3.0,corner,5.0,17,18,19,reviews-376320-0010
12012.0,excellent,9,63,excellent,excellent,1,hospitality,11,3.0,hospitality,3.0,12,13,25,reviews-376320-0011
12013.0,good,4,379,good,good,1,spirits,7,1.0,spirit,1.0,15,16,25,reviews-376320-0011
12014.0,stressful,9,2,stressful,stressful,1,trip,4,7.0,trip,8.0,22,23,25,reviews-376320-0011
12015.0,enjoyable,9,5,enjoyable,enjoyable,1,,0,,,,24,,25,reviews-376320-0011
12016.0,Favorite,8,4,favorite,Favorite,1,place,5,119.0,place,163.0,1,2,5,reviews-110441-0001
12017.0,last,4,145,last,last,1,night,5,31.0,night,37.0,5,6,18,reviews-110441-0003
12018.0,new,3,252,new,new,1,room,4,23.0,room,29.0,15,17,18,reviews-110441-0003
12019.0,AMAZING,7,5,amazing,AMAZING,1,,0,,,,1,,2,reviews-110441-0004
12020.0,weekly,6,12,weekly,weekly,1,basis,5,7.0,basis,7.0,7,8,14,reviews-110441-0005
12021.0,friendly,8,84,friendly,friendly,1,girls,5,8.0,girl,23.0,14,15,37,reviews-110441-0006
12022.0,new,3,252,new,new,1,room,4,23.0,room,29.0,33,36,37,reviews-110441-0006
12023.0,same,4,152,same,"same, great",2,food,4,106.0,food,126.0,10,12,21,reviews-110441-0007
12024.0,great,5,252,great,"same, great",2,food,4,106.0,food,126.0,11,12,21,reviews-110441-0007
12025.0,same,4,152,same,same,1,prices,6,18.0,price,53.0,15,16,21,reviews-110441-0007
12026.0,new,3,252,new,new,1,items,5,8.0,item,9.0,9,11,23,reviews-110441-0009
12027.0,AMAZING,7,5,amazing,AMAZING,1,,0,,,,1,,2,reviews-110441-0011
12028.0,generous,8,2,generous,generous,1,,0,,,,4,,12,reviews-110441-0012
12029.0,nice,4,93,nice,nice,1,,0,,,,3,,36,reviews-110441-0014
12030.0,upscale,7,4,upscale,upscale,1,service,7,120.0,service,165.0,18,19,36,reviews-110441-0014
12031.0,amazing,7,41,amazing,amazing,1,atmosphere,10,17.0,atmosphere,18.0,21,22,36,reviews-110441-0014
12032.0,Incredible,10,1,incredible,Incredible,1,food,4,106.0,food,126.0,25,26,36,reviews-110441-0014
12033.0,Bottom,6,1,bottom,Bottom,1,line,4,21.0,line,30.0,1,2,31,reviews-110441-0015
12034.0,small,5,78,small,small,1,resturant,9,1.0,resturant,2.0,9,12,31,reviews-110441-0015
12035.0,Great,5,100,great,Great,1,work,4,38.0,work,43.0,1,2,6,reviews-398243-0001
12036.0,honest,6,15,honest,honest,1,establishment,13,4.0,establishment,8.0,4,5,6,reviews-398243-0001
12037.0,old,3,93,old,old,1,,0,,,,18,,32,reviews-398243-0002
12038.0,effective,9,16,effective,effective,1,,0,,,,30,,32,reviews-398243-0002
12039.0,few,3,137,few,few,1,place,5,119.0,place,163.0,5,6,18,reviews-398243-0003
12040.0,few,3,137,few,few,1,times,5,34.0,time,191.0,16,17,18,reviews-398243-0003
12041.0,great,5,252,great,great,1,things,6,39.0,thing,102.0,4,5,19,reviews-398243-0004
12042.0,excellent,9,63,excellent,excellent,1,,0,,,,4,,7,reviews-398243-0005
12043.0,personable,10,3,personable,personable,1,,0,,,,6,,7,reviews-398243-0005
12044.0,great,5,252,great,great,1,work,4,38.0,work,43.0,23,25,26,reviews-398243-0006
12045.0,lower,5,13,lower,lower,1,,0,,,,5,,36,reviews-398243-0007
12046.0,other,5,320,other,other,1,places,6,36.0,place,163.0,16,17,36,reviews-398243-0007
12047.0,unheard,7,1,unheard,unheard,1,,0,,,,4,,8,reviews-398243-0009
12048.0,small,5,78,small,small,1,town,4,7.0,town,12.0,6,7,42,reviews-398243-0010
12049.0,cynical,7,2,cynical,cynical,1,,0,,,,18,,42,reviews-398243-0010
12050.0,honest,6,15,honest,honest,1,mechanics,9,1.0,mechanic,3.0,37,40,42,reviews-398243-0010
12051.0,high,4,61,high,high,1,end,3,10.0,end,14.0,5,6,21,reviews-278775-0001
12052.0,Social,6,2,social,Social,1,Media,5,2.0,media,13.0,3,4,5,reviews-278775-0004
12053.0,familiar,8,10,familiar,familiar,1,,0,,,,3,,27,reviews-278775-0005
12054.0,Social,6,2,social,Social,1,Media,5,2.0,media,13.0,14,15,27,reviews-278775-0005
12055.0,next,4,112,next,"next, big",2,thing,5,60.0,thing,102.0,24,26,27,reviews-278775-0005
12056.0,big,3,68,big,"next, big",2,thing,5,60.0,thing,102.0,25,26,27,reviews-278775-0005
12057.0,Key,3,2,key,Key,1,Indicators,10,1.0,indicator,2.0,23,25,26,reviews-278775-0006
12058.0,exceptional,11,5,exceptional,exceptional,1,process,7,23.0,process,26.0,58,47,59,reviews-278775-0008
12059.0,confident,9,9,confident,confident,1,,0,,,,4,,30,reviews-278775-0009
12060.0,ethical,7,1,ethical,ethical,1,strategies,10,2.0,strategy,3.0,8,11,30,reviews-278775-0009
12061.0,fantastic,9,19,fantastic,fantastic,1,person,6,28.0,person,29.0,11,12,37,reviews-278775-0010
12062.0,solid,5,6,solid,solid,1,strategies,10,2.0,strategy,3.0,20,21,37,reviews-278775-0010
12063.0,good,4,379,good,good,1,person,6,28.0,person,29.0,31,32,37,reviews-278775-0010
12064.0,great,5,252,great,great,1,communicator,12,1.0,communicator,1.0,35,36,37,reviews-278775-0010
12065.0,Excellent,9,26,excellent,Excellent,1,service,7,120.0,service,165.0,1,2,4,reviews-117115-0001
12066.0,most,4,64,most,most,1,,0,,,,7,,18,reviews-117115-0002
12067.0,excellent,9,63,excellent,excellent,1,windows,7,1.0,window,5.0,2,3,20,reviews-117115-0003
12068.0,next,4,112,next,next,1,door,4,7.0,door,8.0,2,4,30,reviews-117115-0008
12069.0,next,4,112,next,next,1,day,3,54.0,day,96.0,7,8,47,reviews-117115-0009
12070.0,rare,4,7,rare,rare,1,,0,,,,10,,25,reviews-117115-0012
12071.0,such,4,83,such,"such, nice",2,workers,7,5.0,worker,8.0,16,18,25,reviews-117115-0012
12072.0,nice,4,93,nice,"such, nice",2,workers,7,5.0,worker,8.0,17,18,25,reviews-117115-0012
12073.0,such,4,83,such,such,1,policies,8,1.0,policy,9.0,20,24,25,reviews-117115-0012
12074.0,such,4,83,such,such,1,one,3,38.0,one,68.0,5,8,17,reviews-117115-0013
12075.0,Friendly,8,7,friendly,Friendly,1,staff,5,24.0,staff,27.0,1,2,7,reviews-342811-0001
12076.0,other,5,320,other,other,1,guests,6,6.0,guest,6.0,11,18,19,reviews-342811-0003
12077.0,wrong,5,38,wrong,wrong,1,room,4,23.0,room,29.0,5,6,32,reviews-342811-0004
12078.0,first,5,117,first,first,1,night,5,31.0,night,37.0,8,9,32,reviews-342811-0004
12079.0,surprised,9,9,surprised,surprised,1,,0,,,,14,,32,reviews-342811-0004
12080.0,same,4,152,same,same,1,key,3,1.0,key,2.0,20,22,32,reviews-342811-0004
12081.0,Next,4,2,next,Next,1,day,3,54.0,day,96.0,1,2,17,reviews-342811-0005
12082.0,same,4,152,same,same,1,floor,5,2.0,floor,4.0,11,12,17,reviews-342811-0005
12083.0,other,5,320,other,other,1,guests,6,6.0,guest,6.0,14,16,17,reviews-342811-0005
12084.0,second,6,39,second,second,1,room,4,23.0,room,29.0,3,4,18,reviews-342811-0007
12085.0,first,5,117,first,first,1,room,4,23.0,room,29.0,11,12,13,reviews-342811-0008
12086.0,second,6,39,second,second,1,room,4,23.0,room,29.0,6,7,23,reviews-342811-0009
12087.0,excellent,9,63,excellent,excellent,1,,0,,,,8,,25,reviews-342811-0010
12088.0,disruptive,10,1,disruptive,disruptive,1,,0,,,,8,,16,reviews-342811-0011
12089.0,front,5,16,front,front,1,desk,4,9.0,desk,9.0,5,6,37,reviews-342811-0012
12090.0,boisterous,10,1,boisterous,boisterous,1,crowd,5,2.0,crowd,4.0,10,11,37,reviews-342811-0012
12091.0,friendly,8,84,friendly,friendly,1,,0,,,,4,,34,reviews-342811-0013
12092.0,front,5,16,front,front,1,desk,4,9.0,desk,9.0,8,9,34,reviews-342811-0013
12093.0,female,6,10,female,female,1,supervisor,10,2.0,supervisor,2.0,10,11,34,reviews-342811-0013
12094.0,many,4,192,many,"many, unusual",2,things,6,39.0,thing,102.0,22,24,34,reviews-342811-0013
12095.0,unusual,7,7,unusual,"many, unusual",2,things,6,39.0,thing,102.0,23,24,34,reviews-342811-0013
12096.0,Careful,7,1,careful,Careful,1,,0,,,,2,,8,reviews-181748-0001
12097.0,great,5,252,great,great,1,,0,,,,8,,16,reviews-181748-0002
12098.0,awful,5,8,awful,awful,1,,0,,,,4,,6,reviews-181748-0003
12099.0,young,5,42,young,"young, old",2,year,4,58.0,year,120.0,13,15,26,reviews-181748-0004
12100.0,old,3,93,old,"young, old",2,year,4,58.0,year,120.0,16,15,26,reviews-181748-0004
12101.0,interested,10,41,interested,interested,1,,0,,,,4,,26,reviews-181748-0005
12102.0,offended,8,2,offended,offended,1,,0,,,,23,,42,reviews-181748-0006
12103.0,bad,3,75,bad,bad,1,day,3,54.0,day,96.0,10,11,32,reviews-181748-0007
12104.0,dumb,4,5,dumb,dumb,1,,0,,,,3,,25,reviews-181748-0009
12105.0,half,4,5,half,half,1,truths,6,1.0,truth,2.0,19,20,25,reviews-181748-0009
12106.0,few,3,137,few,few,1,falsehoods,10,1.0,falsehood,1.0,23,24,25,reviews-181748-0009
12107.0,true,4,26,true,true,1,,0,,,,20,,21,reviews-181748-0010
12108.0,Worst,5,8,worst,Worst,1,,0,,,,2,,7,reviews-235423-0001
12109.0,Chinese,7,22,chinese,Chinese,1,,0,,,,3,,7,reviews-235423-0001
12110.0,worst,5,22,worst,"worst, chinese",2,food,4,106.0,food,126.0,6,8,13,reviews-235423-0002
12111.0,chinese,7,2,chinese,"worst, chinese",2,food,4,106.0,food,126.0,7,8,13,reviews-235423-0002
12112.0,else,4,66,else,else,1,,0,,,,21,,23,reviews-235423-0004
12113.0,other,5,320,other,other,1,people,6,110.0,people,115.0,5,6,14,reviews-235423-0005
12114.0,more,4,201,more,more,1,,0,,,,17,,23,reviews-235423-0006
12115.0,pleasant,8,21,pleasant,pleasant,1,,0,,,,11,,18,reviews-235423-0009
12116.0,angry,5,5,angry,angry,1,bull,4,1.0,bull,1.0,16,17,18,reviews-235423-0009
12117.0,abrasive,8,1,abrasive,abrasive,1,,0,,,,3,,16,reviews-235423-0010
12118.0,rude,4,26,rude,rude,1,,0,,,,5,,16,reviews-235423-0010
12119.0,horrible,8,17,horrible,horrible,1,,0,,,,17,,18,reviews-235423-0011
12120.0,possible,8,66,possible,possible,1,,0,,,,8,,33,reviews-235423-0012
12121.0,bad,3,75,bad,bad,1,,0,,,,27,,33,reviews-235423-0012
12122.0,only,4,66,only,"only, edible",2,thing,5,60.0,thing,102.0,2,3,19,reviews-235423-0013
12123.0,edible,6,2,edible,"only, edible",2,thing,5,60.0,thing,102.0,6,3,19,reviews-235423-0013
12124.0,tolerable,9,3,tolerable,tolerable,1,rice,4,6.0,rice,6.0,18,10,19,reviews-235423-0013
12125.0,better,6,112,better,better,1,,0,,,,9,,17,reviews-235423-0015
12126.0,Chinese,7,22,chinese,Chinese,1,restaurant,10,27.0,restaurant,39.0,11,12,25,reviews-235423-0016
12127.0,Terrible,8,4,terrible,Terrible,1,Service,7,23.0,service,165.0,1,2,2,reviews-086839-0001
12128.0,worst,5,22,worst,worst,1,experiences,11,7.0,experience,68.0,4,5,15,reviews-086839-0002
12129.0,less,4,29,less,less,1,,0,,,,13,,23,reviews-086839-0005
12130.0,second,6,39,second,second,1,compressor,10,2.0,compressor,2.0,19,20,23,reviews-086839-0005
12131.0,third,5,18,third,third,1,visit,5,7.0,visit,10.0,6,7,31,reviews-086839-0006
12132.0,4th,3,1,4th,4th,1,time,4,156.0,time,191.0,4,5,23,reviews-086839-0007
12133.0,third,5,18,third,third,1,time,4,156.0,time,191.0,11,12,23,reviews-086839-0007
12134.0,right,5,51,right,right,1,manager,7,2.0,manager,5.0,12,15,49,reviews-086839-0008
12135.0,next,4,112,next,next,1,visit,5,7.0,visit,10.0,37,38,49,reviews-086839-0008
12136.0,sorry,5,18,sorry,sorry,1,,0,,,,47,,49,reviews-086839-0008
12137.0,above,5,13,above,above,1,none,4,2.0,none,3.0,6,3,7,reviews-086839-0009
12138.0,sorry,5,18,sorry,sorry,1,words,5,10.0,word,16.0,14,9,22,reviews-086839-0013
12139.0,else,4,66,else,else,1,,0,,,,5,,18,reviews-086839-0014
12140.0,third,5,18,third,third,1,compressor,10,2.0,compressor,2.0,7,8,16,reviews-086839-0015
12141.0,finished,8,6,finished,finished,1,,0,,,,8,,13,reviews-345182-0005
12142.0,new,3,252,new,"new, metal",2,piece,5,6.0,piece,13.0,12,13,20,reviews-345182-0006
12143.0,metal,5,1,metal,"new, metal",2,piece,5,6.0,piece,13.0,15,13,20,reviews-345182-0006
12144.0,original,8,16,original,original,1,piece,5,6.0,piece,13.0,4,5,21,reviews-345182-0007
12145.0,rude,4,26,rude,rude,1,,0,,,,8,,14,reviews-345182-0009
12146.0,original,8,16,original,original,1,piece,5,6.0,piece,13.0,7,8,22,reviews-345182-0012
12147.0,bad,3,75,bad,bad,1,,0,,,,7,,24,reviews-345182-0013
12148.0,many,4,192,many,many,1,people,6,110.0,people,115.0,4,5,19,reviews-345182-0017
12149.0,unfair,6,1,unfair,unfair,1,treatment,9,10.0,treatment,13.0,17,18,19,reviews-345182-0017
12150.0,own,3,94,own,own,1,unprofessionalism,17,1.0,unprofessionalism,1.0,19,20,21,reviews-071650-0001
12151.0,able,4,98,able,able,1,,0,,,,18,,31,reviews-071650-0002
12152.0,pleasant,8,21,pleasant,pleasant,1,,0,,,,12,,15,reviews-071650-0003
12153.0,professional,12,49,professional,professional,1,,0,,,,14,,15,reviews-071650-0003
12154.0,good,4,379,good,good,1,,0,,,,6,,17,reviews-071650-0004
12155.0,nice,4,93,nice,nice,1,,0,,,,11,,17,reviews-071650-0004
12156.0,fun,3,25,fun,fun,1,,0,,,,16,,17,reviews-071650-0004
12157.0,poor,4,31,poor,poor,1,rating,6,3.0,rating,4.0,4,5,32,reviews-071650-0007
12158.0,medical,7,17,medical,medical,1,school,6,21.0,school,27.0,11,12,32,reviews-071650-0007
12159.0,rude,4,26,rude,rude,1,,0,,,,5,,38,reviews-071650-0008
12160.0,able,4,98,able,able,1,,0,,,,3,,47,reviews-071650-0009
12161.0,belittling,10,1,belittling,belittling,1,manner,6,5.0,manner,5.0,45,46,47,reviews-071650-0009
12162.0,actual,6,11,actual,actual,1,OWNER,5,1.0,owner,8.0,19,20,21,reviews-071650-0010
12163.0,Bad,3,7,bad,Bad,1,,0,,,,1,,4,reviews-071650-0011
12164.0,appalled,8,1,appalled,appalled,1,,0,,,,3,,4,reviews-071650-0012
