,adj_word,adj_lemma,adj_id,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
9460,graphic,graphic,2,"Great, graphic",2,work,work,4,5,reviews-337971-0001
9461,own,own,9,own,1,business,business,10,29,reviews-337971-0002
9462,affordable,affordable,13,affordable,1,materials,material,17,29,reviews-337971-0002
9463,effective,effective,15,effective,1,,,,29,reviews-337971-0002
9464,more,more,28,more,1,logo,logo,19,29,reviews-337971-0002
9465,unbeatable,unbeatable,3,unbeatable,1,price,price,4,11,reviews-337971-0003
9466,architectural,architectural,6,architectural,1,firm,firm,10,16,reviews-337971-0004
9467,graphic,graphic,8,graphic,1,design,design,9,16,reviews-337971-0004
9468,Great,great,1,Great,1,Surgeon,surgeon,2,2,reviews-118718-0001
9469,excellent,excellent,6,excellent,1,,,,7,reviews-118718-0003
9470,accomdating,accommodating,3,accomdating,1,,,,18,reviews-118718-0004
9471,helpful,helpful,8,helpful,1,,,,9,reviews-118718-0006
9472,nice,nice,4,nice,1,,,,5,reviews-118718-0007
9473,best,best,2,best,1,,,,6,reviews-022461-0001
9474,few,few,7,"few, best",2,shops,shop,9,21,reviews-022461-0002
9475,best,best,20,"few, best",2,shops,shop,9,21,reviews-022461-0002
9476,pleased,pleased,4,pleased,1,,,,13,reviews-022461-0003
9477,excellent,excellent,4,excellent,1,,,,11,reviews-022461-0004
9478,reasonable,reasonable,10,reasonable,1,,,,11,reviews-022461-0004
9479,postive,positive,6,postive,1,experience,experience,7,11,reviews-085424-0002
9480,satisfied,satisfied,11,satisfied,1,,,,21,reviews-085424-0004
9481,Good,good,1,Good,1,job,job,2,7,reviews-085424-0005
9482,Great,great,1,Great,1,Wine,wine,2,4,reviews-322225-0001
9483,great,great,5,great,1,,,,6,reviews-322225-0002
9484,great,great,4,great,1,selection,selection,5,17,reviews-322225-0003
9485,different,different,15,different,1,prices,price,16,17,reviews-322225-0003
9486,comfortable,comfortable,7,comfortable,1,,,,27,reviews-322225-0004
9487,helpful,helpful,11,helpful,1,,,,27,reviews-322225-0004
9488,knowledgeable,knowledgeable,17,knowledgeable,1,,,,27,reviews-322225-0004
9489,Excellent,excellent,1,Excellent,1,service,service,3,7,reviews-303922-0002
9490,honest,honest,5,honest,1,feedback,feedback,6,7,reviews-303922-0002
9491,honest,honest,3,honest,1,,,,19,reviews-303922-0004
9492,immediate,immediate,6,immediate,1,concerns,concern,8,19,reviews-303922-0004
9493,fair,fair,17,fair,1,prices,price,18,19,reviews-303922-0004
9494,convenient,convenient,3,convenient,1,location,location,4,18,reviews-303922-0005
9495,dusty,dusty,4,dusty,1,,,,16,reviews-094189-0003
9496,dirty,dirty,6,dirty,1,,,,16,reviews-094189-0003
9497,crappy,crappy,9,crappy,1,opposite,opposite,5,13,reviews-094189-0006
9498,Awesome,awesome,1,Awesome,1,haircut,haircut,2,10,reviews-054798-0002
9499,awesome,awesome,4,awesome,1,price,price,5,10,reviews-054798-0002
9500,hot,hot,6,hot,1,towel,towel,7,14,reviews-054798-0003
9501,straight,straight,10,straight,1,edge,edge,11,14,reviews-054798-0003
9502,more,more,12,more,1,,,,28,reviews-054798-0004
9503,other,other,14,other,1,barbershops,barbershop,17,28,reviews-054798-0004
9504,awesome,awesome,4,awesome,1,,,,27,reviews-034813-0003
9505,great,great,8,great,1,ambiance,ambiance,9,27,reviews-034813-0003
9506,cool,cool,11,cool,1,décor,décor,12,27,reviews-034813-0003
9507,scrumptious,scrumptious,18,scrumptious,1,,,,27,reviews-034813-0003
9508,little,little,7,little,1,,,,24,reviews-034813-0004
9509,pricey,pricey,8,pricey,1,,,,24,reviews-034813-0004
9510,good,good,5,good,1,experiences,experience,6,17,reviews-030811-0001
9511,amazing,amazing,9,amazing,1,job,job,10,37,reviews-030811-0002
9512,thorough,thorough,24,thorough,1,,,,37,reviews-030811-0002
9513,sure,sure,32,sure,1,,,,37,reviews-030811-0002
9514,perfect,perfect,36,perfect,1,,,,37,reviews-030811-0002
9515,Best,best,1,"Best, Chineese",2,food,food,3,6,reviews-266591-0001
9516,Chineese,chinese,2,"Best, Chineese",2,food,food,3,6,reviews-266591-0001
9517,fresh,fresh,5,fresh,1,,,,12,reviews-266591-0002
9518,hot,hot,7,hot,1,,,,12,reviews-266591-0002
9519,more,more,5,more,1,food,food,6,16,reviews-266591-0004
9520,most,most,8,most,1,people,people,9,16,reviews-266591-0004
9521,busy,busy,3,busy,1,,,,21,reviews-266591-0005
9522,fast,fast,15,"fast, great",2,,,,21,reviews-266591-0005
9523,great,great,20,"fast, great",2,,,,21,reviews-266591-0005
9524,Pure,pure,1,Pure,1,Pilates,pilates,2,3,reviews-248124-0001
9525,real,real,4,real,1,thing,thing,5,22,reviews-248124-0002
9526,expert,expert,8,expert,1,,,,15,reviews-248124-0004
9527,electrical,electrical,29,electrical,1,work,work,30,58,reviews-262441-0001
9528,useful,useful,39,useful,1,information,information,40,58,reviews-262441-0001
9529,electrical,electrical,55,electrical,1,maintenance,maintenance,56,58,reviews-262441-0001
9530,reliable,reliable,6,reliable,1,,,,9,reviews-004540-0004
9531,professional,professional,8,professional,1,,,,9,reviews-004540-0004
9532,last,last,11,"last, few",2,nights,night,13,16,reviews-038358-0002
9533,few,few,12,"last, few",2,nights,night,13,16,reviews-038358-0002
9534,much,much,18,much,1,monies,money,19,25,reviews-038358-0003
9535,cheap,cheap,12,cheap,1,,,,13,reviews-038358-0004
9536,Slowest,slowest,1,"Slowest, Unfriendly",2,Sstaff,staff,4,6,reviews-358702-0001
9537,Unfriendly,unfriendly,3,"Slowest, Unfriendly",2,Sstaff,staff,4,6,reviews-358702-0001
9538,usual,usual,9,usual,1,line,line,11,12,reviews-358702-0003
9539,different,different,8,different,1,,,,24,reviews-358702-0004
9540,full,full,21,full,1,time,time,23,24,reviews-358702-0004
9541,worst,worst,6,worst,1,staff,staff,8,13,reviews-358702-0005
9542,best,best,8,best,1,,,,8,reviews-295491-0001
9543,great,great,2,great,1,,,,3,reviews-295491-0002
9544,Clean,clean,1,Clean,1,room,room,4,11,reviews-295491-0003
9545,friendly,friendly,6,friendly,1,staff,staff,7,11,reviews-295491-0003
9546,safe,safe,9,safe,1,location,location,10,11,reviews-295491-0003
9547,friendly,friendly,4,friendly,1,,,,11,reviews-295491-0004
9548,better,better,6,better,1,experience,experience,7,8,reviews-295491-0005
9549,happy,happy,6,happy,1,camper,camper,7,14,reviews-295491-0007
9550,great,great,12,great,1,spot,spot,13,14,reviews-295491-0007
9551,whole,whole,8,whole,1,heart,heart,9,54,reviews-201156-0003
9552,old,old,18,"old, Digital",2,fashion,fashion,19,54,reviews-201156-0003
9553,Digital,digital,22,"old, Digital",2,fashion,fashion,19,54,reviews-201156-0003
9554,quality,quality,24,quality,1,photography,photography,25,54,reviews-201156-0003
9555,best,best,28,best,1,place,place,29,54,reviews-201156-0003
9556,many,many,37,many,1,folks,folk,38,54,reviews-201156-0003
9557,affordable,affordable,41,"affordable, traditional",2,photos,photo,43,54,reviews-201156-0003
9558,traditional,traditional,42,"affordable, traditional",2,photos,photo,43,54,reviews-201156-0003
9559,BAD,bad,1,BAD,1,COFFEE,coffee,2,7,reviews-187875-0001
9560,decent,decent,6,decent,1,cup,cup,7,10,reviews-187875-0002
9561,MUCH,much,4,MUCH,1,,,,16,reviews-187875-0003
9562,same,same,10,same,1,grounds,grounds,11,16,reviews-187875-0003
9563,BURNT,burnt,4,BURNT,1,,,,8,reviews-187875-0004
9564,bitter,bitter,7,bitter,1,,,,8,reviews-187875-0004
9565,terrible,terrible,5,terrible,1,,,,6,reviews-108338-0001
9566,previous,previous,3,previous,1,poster,poster,4,16,reviews-108338-0002
9567,entire,entire,14,entire,1,building,building,15,16,reviews-108338-0002
9568,worse,worse,5,worse,1,,,,13,reviews-108338-0003
9569,lowest,lowest,10,lowest,1,speed,speed,11,13,reviews-108338-0003
9570,outward,outward,2,outward,1,appearance,appearance,3,19,reviews-108338-0004
9571,nice,nice,10,nice,1,,,,19,reviews-108338-0004
9572,cheap,cheap,16,"cheap, cheap",2,,,,19,reviews-108338-0004
9573,cheap,cheap,17,"cheap, cheap",2,,,,19,reviews-108338-0004
9574,cheap,cheap,18,cheap,1,,,,19,reviews-108338-0004
9575,Awesome,awesome,1,Awesome,1,,,,2,reviews-348369-0001
9576,about,about,3,about,1,,,,9,reviews-348369-0003
9577,Great,great,1,Great,1,service,service,2,3,reviews-348369-0008
9578,Great,great,1,"Great, out",2,night,night,3,4,reviews-154658-0001
9579,out,out,2,"Great, out",2,night,night,3,4,reviews-154658-0001
9580,mixed,mixed,16,mixed,1,bag,bag,17,20,reviews-154658-0002
9581,Extensive,extensive,1,Extensive,1,list,list,3,25,reviews-154658-0003
9582,daily,daily,5,daily,1,specials,special,6,25,reviews-154658-0003
9583,more,more,13,more,1,,,,25,reviews-154658-0003
9584,nice,nice,23,nice,1,touch,touch,24,25,reviews-154658-0003
9585,other,other,2,other,1,items,item,3,18,reviews-154658-0004
9586,asian,asian,10,asian,1,pizza,pizza,11,18,reviews-154658-0004
9587,regular,regular,16,regular,1,yam,yam,14,18,reviews-154658-0004
9588,awesome,awesome,6,awesome,1,,,,7,reviews-079007-0001
9589,poor,poor,5,poor,1,,,,6,reviews-079007-0002
9590,bad,bad,5,bad,1,,,,6,reviews-079007-0003
9591,wrong,wrong,4,wrong,1,dish,dish,5,6,reviews-079007-0005
9592,confused,confused,2,confused,1,,,,7,reviews-079007-0006
9593,stupid,stupid,5,stupid,1,,,,6,reviews-079007-0007
9594,organised,organised,2,organised,1,,,,3,reviews-079007-0011
9595,confident,confident,23,"confident, fantastic",2,,,,57,reviews-285133-0001
9596,fantastic,fantastic,28,"confident, fantastic",2,,,,57,reviews-285133-0001
9597,happy,happy,40,happy,1,,,,57,reviews-285133-0001
9598,fabolous,fabulous,56,fabolous,1,,,,57,reviews-285133-0001
9599,good,good,6,good,1,,,,7,reviews-285133-0002
9600,Best,best,1,Best,1,food,food,2,4,reviews-063549-0001
9601,best,best,10,best,1,chef,chef,11,17,reviews-063549-0002
9602,north,north,14,north,1,,,,17,reviews-063549-0002
9603,east,east,15,east,1,reigon,region,16,17,reviews-063549-0002
9604,superb,superb,5,superb,1,,,,6,reviews-063549-0003
9605,delicous,delicious,3,delicous,1,,,,7,reviews-063549-0004
9606,impeccable,impeccable,6,impeccable,1,,,,19,reviews-063549-0005
9607,great,great,4,great,1,food,food,5,13,reviews-063549-0006
9608,cool,cool,23,"cool, willing",2,,,,41,reviews-083454-0001
9609,willing,willing,27,"cool, willing",2,,,,41,reviews-083454-0001
9610,other,other,10,"other, small",2,tasks,task,13,26,reviews-083454-0002
9611,small,small,11,"other, small",2,tasks,task,13,26,reviews-083454-0002
9612,free,free,15,free,1,,,,26,reviews-083454-0002
9613,Best,best,2,Best,1,Deals,deal,3,5,reviews-020851-0001
9614,sure,sure,9,sure,1,,,,16,reviews-020851-0002
9615,random,random,4,random,1,,,,22,reviews-020851-0003
9616,available,available,17,available,1,,,,22,reviews-020851-0003
9617,First,first,1,First,1,Ballerina,ballerina,3,3,reviews-345455-0001
9618,first,first,10,first,1,time,time,11,12,reviews-345455-0002
9619,sure,sure,10,sure,1,mom,mom,5,21,reviews-345455-0003
9620,helpful,helpful,5,helpful,1,,,,18,reviews-345455-0004
9621,first,first,15,first,1,time,time,16,18,reviews-345455-0004
9622,great,great,6,great,1,,,,7,reviews-345455-0005
9623,Outstanding,outstanding,1,Outstanding,1,service,service,2,10,reviews-090643-0001
9624,affordable,affordable,8,affordable,1,price,price,9,10,reviews-090643-0001
9625,top,top,4,"top, affordable",2,notch,notch,5,9,reviews-090643-0002
9626,affordable,affordable,8,"top, affordable",2,notch,notch,5,9,reviews-090643-0002
9627,loyal,loyal,10,loyal,1,customer,customer,11,12,reviews-090643-0003
9628,pleased,pleased,19,pleased,1,,,,20,reviews-090643-0004
9629,great,great,5,great,1,work,work,6,17,reviews-090643-0005
9630,important,important,9,important,1,pieces,piece,10,17,reviews-090643-0005
9631,great,great,16,great,1,,,,17,reviews-090643-0005
9632,rude,rude,9,rude,1,service,service,10,13,reviews-248027-0002
9633,several,several,5,several,1,times,time,6,27,reviews-248027-0004
9634,new,new,4,new,1,home,home,5,35,reviews-040616-0001
9635,unable,unable,8,unable,1,,,,35,reviews-040616-0001
9636,old,old,12,old,1,house,house,13,35,reviews-040616-0001
9637,other,other,11,other,1,properties,property,13,28,reviews-040616-0002
9638,older,older,19,older,1,,,,28,reviews-040616-0002
9639,Great,great,1,Great,1,help,help,2,3,reviews-040616-0003
9640,happy,happy,17,happy,1,,,,22,reviews-134622-0001
9641,whole,whole,20,whole,1,thing,thing,21,22,reviews-134622-0001
9642,initial,initial,14,initial,1,quote,quote,15,32,reviews-134622-0002
9643,actual,actual,26,actual,1,workmanship,workmanship,27,32,reviews-134622-0002
9644,bad,bad,4,bad,1,,,,7,reviews-134622-0003
9645,glad,glad,2,glad,1,,,,8,reviews-134622-0004
9646,good,good,7,good,1,time,time,8,24,reviews-249123-0002
9647,other,other,14,other,1,,,,24,reviews-249123-0002
9648,other,other,19,other,1,customers,customer,20,24,reviews-249123-0002
9649,overpriced,overpriced,6,overpriced,1,stuffs,stuff,7,24,reviews-281976-0005
9650,such,such,9,such,1,cap,cap,13,24,reviews-281976-0005
9651,more,more,6,more,1,,,,7,reviews-281976-0006
9652,Spongy,spongy,1,Spongy,1,bread,bread,4,15,reviews-381455-0003
9653,sweet,sweet,3,sweet,1,,,,15,reviews-381455-0003
9654,heartless,heartless,10,heartless,1,salsa,salsa,11,15,reviews-381455-0003
9655,tiny,tiny,13,tiny,1,dogs,dog,14,15,reviews-381455-0003
9656,retarded,retarded,6,retarded,1,dogs,dogs,7,10,reviews-381455-0005
9657,rude,rude,9,rude,1,,,,10,reviews-381455-0005
9658,best,best,5,best,1,,,,17,reviews-381455-0006
9659,severe,severe,11,severe,1,toothache,toothache,12,13,reviews-356920-0001
9660,good,good,5,good,1,dentists,dentist,6,9,reviews-356920-0004
9661,Good,good,1,Good,1,location,location,2,2,reviews-141103-0001
9662,free,free,12,free,1,internet,internet,13,14,reviews-141103-0002
9663,slow,slow,17,slow,1,kb,kb,21,39,reviews-141103-0003
9664,good,good,9,good,1,location,location,10,15,reviews-141103-0004
9665,great,great,15,great,1,,,,15,reviews-141103-0004
9666,impossible,impossible,3,impossible,1,,,,8,reviews-313714-0004
9667,late,late,12,late,1,,,,22,reviews-313714-0005
9668,friendly,friendly,15,friendly,1,method,method,16,24,reviews-185045-0003
9669,prompt,prompt,18,prompt,1,service,service,23,24,reviews-185045-0003
9670,friendly,friendly,20,"friendly, informative",2,,,,24,reviews-185045-0003
9671,informative,informative,22,"friendly, informative",2,,,,24,reviews-185045-0003
9672,professional,professional,2,professional,1,,,,3,reviews-185045-0005
9673,Reasonable,reasonable,1,Reasonable,1,rate,rate,2,3,reviews-185045-0006
9674,individual,individual,11,individual,1,owners,owner,13,16,reviews-185045-0007
9675,Accomodating,accommodating,2,Accomodating,1,,,,2,reviews-076352-0001
9676,accomodating,accommodating,9,accomodating,1,,,,19,reviews-076352-0003
9677,clean,clean,5,clean,1,,,,12,reviews-076352-0004
9678,nice,nice,4,nice,1,place,place,5,23,reviews-076352-0005
9679,GREAT,great,1,GREAT,1,SERVICE,service,2,5,reviews-095523-0001
9680,great,great,16,great,1,person,person,6,17,reviews-095523-0002
9681,better,better,6,better,1,,,,7,reviews-095523-0006
9682,Hidden,hidden,1,Hidden,1,Gem,gem,2,4,reviews-354336-0001
9683,French,french,2,French,1,,,,29,reviews-354336-0002
9684,French,french,5,French,1,,,,29,reviews-354336-0002
9685,creative,creative,10,creative,1,partners,partner,11,29,reviews-354336-0002
9686,fresh,fresh,15,fresh,1,food,food,22,29,reviews-354336-0002
9687,unlikely,unlikely,26,unlikely,1,,,,29,reviews-354336-0002
9688,weekly,weekly,16,weekly,1,list,list,18,19,reviews-354336-0003
9689,best,best,4,best,1,meal,meal,5,17,reviews-354336-0004
9690,metro,metro,15,metro,1,,,,17,reviews-354336-0004
9691,best,best,5,best,1,place,place,6,12,reviews-239035-0001
9692,clean,clean,4,clean,1,,,,15,reviews-239035-0002
9693,friendly,friendly,8,friendly,1,,,,15,reviews-239035-0002
9694,other,other,4,other,1,week,week,5,23,reviews-239035-0003
9695,great,great,4,great,1,,,,5,reviews-239035-0005
9696,Amazing,amazing,1,Amazing,1,Pictures,picture,2,6,reviews-332476-0001
9697,Amazing,amazing,5,Amazing,1,Price,price,6,6,reviews-332476-0001
9698,amazing,amazing,4,amazing,1,,,,5,reviews-332476-0002
9699,amazing,amazing,4,amazing,1,pictures,picture,5,17,reviews-332476-0003
9700,amazing,amazing,8,amazing,1,price,price,9,17,reviews-332476-0003
9701,memorable,memorable,16,memorable,1,,,,17,reviews-332476-0003
9702,easy,easy,4,easy,1,,,,33,reviews-332476-0004
9703,easy,easy,14,easy,1,,,,33,reviews-332476-0004
9704,amazing,amazing,19,amazing,1,pictures,picture,20,33,reviews-332476-0004
9705,amazing,amazing,3,amazing,1,,,,4,reviews-332476-0005
9706,delicious,delicious,3,delicious,1,,,,4,reviews-267732-0001
9707,Excellent,excellent,1,Excellent,1,,,,2,reviews-267732-0002
9708,First,first,5,First,1,time,time,6,18,reviews-267732-0003
9709,wonderful,wonderful,16,wonderful,1,experience,experience,17,18,reviews-267732-0003
9710,delectable,delectable,3,delectable,1,Misto,misto,5,23,reviews-267732-0004
9711,bad,bad,2,bad,1,,,,11,reviews-267732-0005
9712,next,next,2,next,1,time,time,3,8,reviews-267732-0006
9713,excellent,excellent,3,excellent,1,,,,4,reviews-267732-0007
9714,Hopless,hopeless,1,Hopless,1,service,service,2,25,reviews-215460-0002
9715,official,official,23,official,1,complaint,complaint,24,25,reviews-215460-0003
9716,long,long,5,long,1,way,way,6,7,reviews-257296-0001
9717,new,new,3,new,1,,,,23,reviews-257296-0002
9718,little,little,7,little,1,,,,23,reviews-257296-0002
9719,shaky,shaky,8,shaky,1,,,,23,reviews-257296-0002
9720,NEW,new,14,NEW,1,superintendant,superintendent,16,23,reviews-257296-0002
9721,second,second,7,second,1,chance,chance,8,11,reviews-257296-0004
9722,great,great,4,"great, proud, positive",3,course,course,5,23,reviews-257296-0005
9723,local,local,7,local,1,golfers,golfer,8,23,reviews-257296-0005
9724,proud,proud,11,"great, proud, positive",3,course,course,5,23,reviews-257296-0005
9725,positive,positive,22,"great, proud, positive",3,course,course,5,23,reviews-257296-0005
9726,Excellent,excellent,1,Excellent,1,Physiotherapists,physiotherapist,2,3,reviews-230176-0001
9727,unbelievable,unbelievable,9,unbelievable,1,,,,10,reviews-230176-0002
9728,numerous,numerous,16,numerous,1,specialists,specialist,17,27,reviews-230176-0003
9729,normal,normal,13,normal,1,,,,14,reviews-230176-0004
9730,last,last,7,last,1,appointment,appointment,8,14,reviews-230176-0005
9731,better,better,11,better,1,,,,14,reviews-230176-0005
9732,front,front,5,front,1,area,area,7,15,reviews-366586-0003
9733,cozy,cozy,12,cozy,1,,,,15,reviews-366586-0003
9734,pleasant,pleasant,14,pleasant,1,,,,15,reviews-366586-0003
9735,attentive,attentive,5,attentive,1,,,,11,reviews-366586-0004
9736,fantastic,fantastic,10,fantastic,1,,,,11,reviews-366586-0004
9737,professional,professional,6,professional,1,chef,chef,7,18,reviews-366586-0005
9738,good,good,13,good,1,judge,judge,14,18,reviews-366586-0005
9739,quality,quality,16,quality,1,food,food,17,18,reviews-366586-0005
9740,flavorful,flavorful,4,"flavorful, enjoyable",2,meal,meal,7,12,reviews-366586-0006
9741,enjoyable,enjoyable,6,"flavorful, enjoyable",2,meal,meal,7,12,reviews-366586-0006
9742,Rude,rude,1,Rude,1,,,,3,reviews-243799-0001
9743,Rude,rude,2,"Rude, Rude",2,,,,3,reviews-243799-0001
9744,Rude,rude,3,"Rude, Rude",2,,,,3,reviews-243799-0001
9745,uneven,uneven,13,uneven,1,dog,dog,14,26,reviews-243799-0002
9746,choppy,choppy,8,choppy,1,,,,10,reviews-243799-0006
9747,helpful,helpful,3,helpful,1,,,,13,reviews-149741-0001
9748,enjoyable,enjoyable,18,enjoyable,1,,,,28,reviews-149741-0003
9749,smashed,smashed,22,smashed,1,,,,28,reviews-149741-0003
9750,glad,glad,9,glad,1,,,,13,reviews-111583-0001
9751,sweet,sweet,4,sweet,1,,,,12,reviews-111583-0002
9752,wonderful,wonderful,11,wonderful,1,,,,12,reviews-111583-0002
9753,FREE,free,5,FREE,1,,,,6,reviews-111583-0004
9754,able,able,9,able,1,fact,fact,5,34,reviews-054496-0001
9755,specific,specific,13,specific,1,type,type,14,34,reviews-054496-0001
9756,longest,longest,27,longest,1,warranty,warranty,28,34,reviews-054496-0001
9757,lower,lower,32,lower,1,price,price,33,34,reviews-054496-0001
9758,else,else,2,else,1,,,,22,reviews-054496-0002
9759,more,more,16,more,1,,,,22,reviews-054496-0002
9760,less,less,20,less,1,warranty,warranty,21,22,reviews-054496-0002
9761,happy,happy,8,happy,1,,,,11,reviews-054496-0004
9762,bad,bad,4,bad,1,,,,5,reviews-238839-0001
9763,dark,dark,3,dark,1,,,,8,reviews-238839-0002
9764,dingy,dingy,5,"dingy, dirty",2,,,,8,reviews-238839-0002
9765,dirty,dirty,7,"dingy, dirty",2,,,,8,reviews-238839-0002
9766,limp,limp,4,limp,1,,,,25,reviews-238839-0003
9767,better,better,14,"better, bad",2,,,,25,reviews-238839-0003
9768,bad,bad,23,"better, bad",2,,,,25,reviews-238839-0003
9769,past,past,8,past,1,year,year,9,20,reviews-238839-0005
9770,Top,top,1,"Top, excellent",2,range,range,2,11,reviews-100592-0001
9771,cheap,cheap,6,cheap,1,prices,price,7,11,reviews-100592-0001
9772,excellent,excellent,9,"Top, excellent",2,range,range,2,11,reviews-100592-0001
9773,else,else,6,"else, local",2,anywere,anywhere,5,23,reviews-100592-0004
9774,local,local,7,"else, local",2,anywere,anywhere,5,23,reviews-100592-0004
9775,cheap,cheap,10,cheap,1,price,price,11,12,reviews-100592-0005
9776,excellent,excellent,1,excellent,1,,,,10,reviews-100592-0006
9777,top,top,3,top,1,guys,guy,4,10,reviews-100592-0006
9778,original,original,4,original,1,,,,25,reviews-291046-0002
9779,regional,regional,12,regional,1,chain,chain,13,25,reviews-291046-0002
9780,late,late,16,late,1,80's,80',17,25,reviews-291046-0002
9781,hard,hard,3,hard,1,times,time,4,11,reviews-291046-0003
9782,corporate,corporate,9,corporate,1,management,management,10,11,reviews-291046-0003
9783,many,many,3,"many, fond",2,memories,memory,5,13,reviews-291046-0005
9784,fond,fond,4,"many, fond",2,memories,memory,5,13,reviews-291046-0005
9785,pleased,pleased,4,pleased,1,,,,12,reviews-084373-0001
9786,dirty,dirty,6,dirty,1,,,,17,reviews-084373-0002
9787,few,few,3,few,1,companies,company,4,11,reviews-084373-0003
9788,happy,happy,4,happy,1,,,,10,reviews-084373-0005
9789,clean,clean,6,clean,1,,,,10,reviews-084373-0005
9790,Great,great,1,Great,1,help,help,2,7,reviews-201972-0001
9791,helpful,helpful,13,helpful,1,,,,14,reviews-201972-0004
9792,great,great,14,great,1,pair,pair,15,18,reviews-201972-0005
9793,better,better,7,better,1,,,,18,reviews-201972-0006
9794,past,past,16,past,1,year,year,17,18,reviews-201972-0006
9795,Great,great,1,Great,1,,,,1,reviews-103952-0001
9796,perfect,perfect,4,perfect,1,place,place,5,11,reviews-103952-0002
9797,enough,enough,11,enough,1,products,product,13,21,reviews-103952-0004
9798,great,great,4,great,1,,,,19,reviews-103952-0005
9799,busy,busy,12,busy,1,,,,19,reviews-103952-0005
9800,worthwhile,worthwhile,18,worthwhile,1,,,,19,reviews-103952-0005
9801,intuitive,intuitive,11,intuitive,1,bodyworker,bodyworker,12,20,reviews-162567-0002
9802,better,better,16,better,1,,,,17,reviews-162567-0003
9803,challenging,challenging,9,challenging,1,injuries,injury,16,29,reviews-162567-0004
9804,wonderful,wonderful,20,wonderful,1,,,,29,reviews-162567-0004
9805,Best,best,1,Best,1,Store,store,2,5,reviews-029230-0001
9806,fantastic,fantastic,3,fantastic,1,store,store,4,10,reviews-029230-0002
9807,same,same,3,"same, old",2,stuff,stuff,5,12,reviews-029230-0003
9808,old,old,4,"same, old",2,stuff,stuff,5,12,reviews-029230-0003
9809,other,other,9,other,1,stores,store,10,12,reviews-029230-0003
9810,unique,unique,5,unique,1,,,,12,reviews-029230-0004
9811,great,great,7,great,1,quality,quality,8,12,reviews-029230-0004
9812,great,great,10,great,1,prices,price,11,12,reviews-029230-0004
9813,best,best,5,best,1,tea,tea,6,37,reviews-029230-0005
9814,closed,closed,33,closed,1,,,,37,reviews-029230-0005
9815,BEST,best,2,BEST,1,,,,2,reviews-035726-0001
9816,strong,strong,9,strong,1,advocate,advocate,10,18,reviews-035726-0002
9817,kind,kind,5,kind,1,,,,22,reviews-035726-0003
9818,gentle,gentle,7,"gentle, positive",2,,,,22,reviews-035726-0003
9819,positive,positive,14,"gentle, positive",2,,,,22,reviews-035726-0003
9820,excellent,excellent,4,excellent,1,doctor,doctor,5,12,reviews-035726-0004
9821,BEST,best,21,BEST,1,,,,22,reviews-035726-0005
9822,simple,simple,9,"simple, electrical",2,re-wiring,re-wiring,11,25,reviews-332105-0001
9823,electrical,electrical,10,"simple, electrical",2,re-wiring,re-wiring,11,25,reviews-332105-0001
9824,several,several,16,several,1,years,year,17,25,reviews-332105-0001
9825,overall,overall,20,overall,1,hassle,hassle,21,25,reviews-332105-0001
9826,easy,easy,13,easy,1,,,,18,reviews-332105-0002
9827,reasonable,reasonable,17,reasonable,1,,,,18,reviews-332105-0002
9828,prompt,prompt,3,prompt,1,,,,22,reviews-332105-0003
9829,knowledgable,knowledgable,5,"knowledgable, friendly, clean",3,,,,22,reviews-332105-0003
9830,friendly,friendly,7,"knowledgable, friendly, clean",3,,,,22,reviews-332105-0003
9831,clean,clean,9,"knowledgable, friendly, clean",3,,,,22,reviews-332105-0003
9832,overall,overall,13,"overall, great",2,guy,guy,15,22,reviews-332105-0003
9833,great,great,14,"overall, great",2,guy,guy,15,22,reviews-332105-0003
9834,possible,possible,9,possible,1,,,,10,reviews-332105-0004
9835,Real,real,1,Real,1,pros,pro,2,2,reviews-127252-0001
9836,future,future,5,future,1,projects,project,6,29,reviews-127252-0006
9837,other,other,23,other,1,,,,29,reviews-127252-0006
9838,bad,bad,14,bad,1,,,,15,reviews-109263-0001
9839,good,good,14,good,1,,,,15,reviews-109263-0002
9840,many,many,5,"many, other",2,palces,place,7,24,reviews-109263-0003
9841,other,other,6,"many, other",2,palces,place,7,24,reviews-109263-0003
9842,good,good,22,good,1,,,,24,reviews-109263-0003
9843,together,together,7,together,1,,,,8,reviews-109263-0004
9844,last,last,8,last,1,chance,chance,9,16,reviews-109263-0005
9845,next,next,11,"next, few",2,months,month,13,16,reviews-109263-0005
9846,few,few,12,"next, few",2,months,month,13,16,reviews-109263-0005
9847,RUDE,rude,4,RUDE,1,,,,7,reviews-308387-0002
9848,NASTY,nasty,6,NASTY,1,,,,7,reviews-308387-0002
9849,BAD,bad,21,BAD,1,EXPERIENCE,experience,22,29,reviews-308387-0003
9850,LOW,low,6,LOW,1,PRICE,price,7,27,reviews-308387-0004
9851,fabulous,fabulous,7,fabulous,1,job,job,8,12,reviews-026641-0001
9852,Satisfactory,satisfactory,1,Satisfactory,1,,,,7,reviews-026641-0003
9853,sure,sure,3,sure,1,,,,7,reviews-026641-0003
9854,through,through,19,through,1,job,job,20,27,reviews-026641-0004
9855,best,best,5,best,1,clothes,clothes,10,11,reviews-015148-0001
9856,high,high,2,high,1,end,end,3,20,reviews-015148-0002
9857,unique,unique,5,unique,1,,,,18,reviews-015148-0003
9858,other,other,12,other,1,baby,baby,13,18,reviews-015148-0003
