,adj_word,adj_word_len,adj_word_count,adj_lemma,mod_adj,mod_adj_len,mod_adj_count,n_word,n_word_len,n_word_count,n_lemma,n_lemma_count,adj_id,n_id,sen_len,sen_id
11461,mixed,5,2,mixed,,0,,,0,,,,9,,51,answers-20111104175256AAL21Ha_ans-0007
11462,long,4,69,long,,0,,time,4,156.0,time,191.0,13,14,51,answers-20111104175256AAL21Ha_ans-0007
11463,large,5,46,large,,0,,populous,8,1.0,populous,1.0,23,24,51,answers-20111104175256AAL21Ha_ans-0007
11464,most,4,64,most,,0,,tourists,8,5.0,tourist,5.0,29,30,51,answers-20111104175256AAL21Ha_ans-0007
11465,caucasian,9,2,caucasian,,0,,,0,,,,34,,51,answers-20111104175256AAL21Ha_ans-0007
11466,many,4,192,many,,0,,,0,,,,36,,51,answers-20111104175256AAL21Ha_ans-0007
11467,other,5,320,other,,0,,ethicities,10,1.0,ethicity,1.0,2,3,35,answers-20111104175256AAL21Ha_ans-0008
11468,open,4,40,open,,0,,,0,,,,30,,35,answers-20111104175256AAL21Ha_ans-0008
11469,minded,6,5,minded,,0,,generation,10,6.0,generation,9.0,32,34,35,answers-20111104175256AAL21Ha_ans-0008
11470,caucasian,9,2,caucasian,,0,,,0,,,,5,,20,answers-20111104175256AAL21Ha_ans-0009
11471,many,4,192,many,,0,,,0,,,,7,,20,answers-20111104175256AAL21Ha_ans-0009
11472,outer,5,10,outer,,0,,,0,,,,11,,20,answers-20111104175256AAL21Ha_ans-0009
11473,white,5,19,white,,0,,suburbs,7,3.0,suburb,3.0,18,19,20,answers-20111104175256AAL21Ha_ans-0009
11474,Civil,5,2,civil,,0,,Rights,6,1.0,rights,11.0,7,8,17,answers-20111104175256AAL21Ha_ans-0010
11475,black,5,29,black,,0,,drivers,7,2.0,driver,6.0,4,6,15,answers-20111104175256AAL21Ha_ans-0011
11476,Asian,5,8,asian,,0,,police,6,5.0,police,5.0,8,9,15,answers-20111104175256AAL21Ha_ans-0011
11477,Latino,6,1,latino,,0,,politicians,11,1.0,politician,2.0,11,12,15,answers-20111104175256AAL21Ha_ans-0011
11478,Many,4,26,many,,0,,illegals,8,1.0,illegal,1.0,1,2,12,answers-20111104175256AAL21Ha_ans-0013
11479,big,3,68,big,,0,,percent,7,2.0,percent,2.0,5,6,14,answers-20111104175256AAL21Ha_ans-0014
11480,Chinese,7,22,chinese,,0,,migration,9,1.0,migration,1.0,8,9,14,answers-20111104175256AAL21Ha_ans-0014
11481,mid,3,1,mid,,0,,90s,3,1.0,90,1.0,12,13,14,answers-20111104175256AAL21Ha_ans-0014
11482,fewer,5,2,fewer,,0,,people,6,110.0,people,115.0,3,4,11,answers-20111104175256AAL21Ha_ans-0015
11483,Mexican,7,5,mexican,,0,,border,6,2.0,border,3.0,8,9,11,answers-20111104175256AAL21Ha_ans-0015
11484,fewer,5,2,fewer,social,6,8.0,benefits,8,3.0,benefit,5.0,3,5,17,answers-20111104175256AAL21Ha_ans-0016
11485,social,6,21,social,fewer,5,1.0,benefits,8,3.0,benefit,5.0,4,5,17,answers-20111104175256AAL21Ha_ans-0016
11486,many,4,192,many,,0,,immigrants,10,3.0,immigrant,3.0,12,13,17,answers-20111104175256AAL21Ha_ans-0016
11487,political,9,43,political,,0,,power,5,25.0,power,30.0,5,6,22,answers-20111104175256AAL21Ha_ans-0017
11488,corporate,9,15,corporate,,0,,presence,8,7.0,presence,7.0,8,9,22,answers-20111104175256AAL21Ha_ans-0017
11489,19th,4,3,19th,,0,,century,7,13.0,century,16.0,7,10,24,answers-20111104175256AAL21Ha_ans-0018
11490,20th,4,2,20th,,0,,,0,,,,9,,24,answers-20111104175256AAL21Ha_ans-0018
11491,European,8,6,european,,0,,immigrants,10,3.0,immigrant,3.0,13,14,24,answers-20111104175256AAL21Ha_ans-0018
11492,Asian,5,8,asian,,0,,workers,7,5.0,worker,8.0,18,19,24,answers-20111104175256AAL21Ha_ans-0018
11493,manual,6,5,manual,,0,,laborers,8,1.0,laborer,1.0,22,23,24,answers-20111104175256AAL21Ha_ans-0018
11494,Mexican,7,5,mexican,,0,,,0,,,,6,,17,answers-20111104175256AAL21Ha_ans-0019
11495,American,8,73,american,cultural,8,2.0,influence,9,6.0,influence,6.0,8,10,17,answers-20111104175256AAL21Ha_ans-0019
11496,cultural,8,7,cultural,American,8,14.0,influence,9,6.0,influence,6.0,9,10,17,answers-20111104175256AAL21Ha_ans-0019
11497,larger,6,20,larger,black,5,7.0,population,10,12.0,population,12.0,4,6,26,answers-20111104175256AAL21Ha_ans-0020
11498,black,5,29,black,larger,6,5.0,population,10,12.0,population,12.0,5,6,26,answers-20111104175256AAL21Ha_ans-0020
11499,progressive,11,1,progressive,,0,,,0,,,,5,,16,answers-20111104175256AAL21Ha_ans-0021
11500,welcoming,9,5,welcoming,tolerant,8,1.0,,0,,,,7,,16,answers-20111104175256AAL21Ha_ans-0021
11501,tolerant,8,1,tolerant,welcoming,9,1.0,,0,,,,9,,16,answers-20111104175256AAL21Ha_ans-0021
11502,white,5,19,white,,0,,,0,,,,8,,15,answers-20111104175256AAL21Ha_ans-0022
11503,good,4,379,good,,0,,EDIT,4,2.0,edit,3.0,8,1,24,answers-20111104175256AAL21Ha_ans-0023
11504,accurate,8,9,accurate,,0,,answer,6,10.0,answer,16.0,15,16,24,answers-20111104175256AAL21Ha_ans-0023
11505,else,4,66,else,,0,,,0,,,,19,,24,answers-20111104175256AAL21Ha_ans-0023
11506,little,6,125,little,,0,,house,5,18.0,house,23.0,5,7,51,answers-20111108101850AAhNuvz_ans-0004
11507,little,6,125,little,,0,,hutch,5,1.0,hutch,1.0,14,16,51,answers-20111108101850AAhNuvz_ans-0004
11508,okay,4,12,okay,,0,,,0,,,,10,,21,answers-20111108101850AAhNuvz_ans-0005
11509,able,4,98,able,,0,,,0,,,,24,,29,answers-20111108101850AAhNuvz_ans-0006
11510,separate,8,15,separate,,0,,places,6,36.0,place,163.0,14,15,21,answers-20111108101850AAhNuvz_ans-0007
11511,big,3,68,big,,0,,opening,7,2.0,opening,3.0,10,8,45,answers-20111108101850AAhNuvz_ans-0008
11512,enough,6,44,enough,,0,,,0,,,,11,,45,answers-20111108101850AAhNuvz_ans-0008
11513,able,4,98,able,,0,,,0,,,,21,,45,answers-20111108101850AAhNuvz_ans-0008
11514,okay,4,12,okay,,0,,,0,,,,33,,45,answers-20111108101850AAhNuvz_ans-0008
11515,few,3,137,few,,0,,bites,5,1.0,bite,1.0,40,41,45,answers-20111108101850AAhNuvz_ans-0008
11516,last,4,145,last,,0,,rabbit,6,1.0,rabbit,1.0,2,3,14,answers-20111108101850AAhNuvz_ans-0009
11517,few,3,137,few,,0,,times,5,34.0,time,191.0,7,8,14,answers-20111108101850AAhNuvz_ans-0009
11518,fine,4,48,fine,,0,,,0,,,,13,,14,answers-20111108101850AAhNuvz_ans-0009
11519,sure,4,138,sure,,0,,,0,,,,6,,9,answers-20111108101850AAhNuvz_ans-0010
11520,sure,4,138,sure,,0,,,0,,,,5,,44,answers-20111108101850AAhNuvz_ans-0011
11521,aware,5,19,aware,friendly,8,16.0,,0,,,,31,,44,answers-20111108101850AAhNuvz_ans-0011
11522,friendly,8,84,friendly,aware,5,2.0,,0,,,,37,,44,answers-20111108101850AAhNuvz_ans-0011
11523,friendly,8,84,friendly,,0,,,0,,,,11,,25,answers-20111108101850AAhNuvz_ans-0012
11524,sure,4,138,sure,,0,,,0,,,,2,,10,answers-20111108101850AAhNuvz_ans-0013
11525,non-veg,7,1,non-veg,,0,,items,5,8.0,item,9.0,8,9,10,answers-20111108101850AAhNuvz_ans-0013
11526,different,9,74,different,,0,,cages,5,2.0,cage,7.0,6,7,45,answers-20111108101850AAhNuvz_ans-0014
11527,free,4,80,free,,0,,,0,,,,11,,45,answers-20111108101850AAhNuvz_ans-0014
11528,different,9,74,different,,0,,,0,,,,32,,45,answers-20111108101850AAhNuvz_ans-0014
11529,wet,3,4,wet,,0,,bedding,7,3.0,bedding,3.0,38,39,45,answers-20111108101850AAhNuvz_ans-0014
11530,Good,4,54,good,,0,,luck,4,20.0,luck,20.0,1,2,3,answers-20111108101850AAhNuvz_ans-0016
11531,opposite,8,2,opposite,,0,,gender,6,9.0,gender,9.0,24,25,26,answers-20111108101850AAhNuvz_ans-0017
11532,careful,7,4,careful,,0,,,0,,,,4,,17,answers-20111108101850AAhNuvz_ans-0018
11533,toxic,5,8,toxic,,0,,,0,,,,10,,17,answers-20111108101850AAhNuvz_ans-0018
11534,safe,4,24,safe,,0,,,0,,,,14,,17,answers-20111108101850AAhNuvz_ans-0018
11535,surprised,9,9,surprised,,0,,,0,,,,9,,16,answers-20111108101850AAhNuvz_ans-0019
11536,delicate,8,3,delicate,,0,,,0,,,,3,,13,answers-20111108101850AAhNuvz_ans-0020
11537,little,6,125,little,,0,,figures,7,7.0,figure,7.0,13,14,15,answers-20111108051456AAQJaXR_ans-0002
11538,such,4,83,such,hot,3,5.0,,0,,,,7,,72,answers-20111108051456AAQJaXR_ans-0003
11539,hot,3,23,hot,such,4,14.0,,0,,,,67,,72,answers-20111108051456AAQJaXR_ans-0003
11540,simple,6,26,simple,,0,,,0,,,,9,,28,answers-20111108051456AAQJaXR_ans-0005
11541,reasonable,10,32,reasonable,,0,,point,5,19.0,point,27.0,25,27,28,answers-20111108051456AAQJaXR_ans-0005
11542,other,5,320,other,,0,,answers,7,5.0,answer,16.0,6,7,8,answers-20111108051456AAQJaXR_ans-0006
11543,Molten,6,1,molten,,0,,brass,5,3.0,brass,3.0,1,2,17,answers-20111108051456AAQJaXR_ans-0007
11544,hot,3,23,hot,,0,,,0,,,,5,,17,answers-20111108051456AAQJaXR_ans-0007
11545,advanced,8,6,advanced,,0,,,0,,,,5,,15,answers-20111108051456AAQJaXR_ans-0009
11546,perfect,7,29,perfect,,0,,,0,,,,3,,17,answers-20111108051456AAQJaXR_ans-0011
11547,simple,6,26,simple,,0,,,0,,,,9,,28,answers-20111108051456AAQJaXR_ans-0012
11548,reasonable,10,32,reasonable,,0,,point,5,19.0,point,27.0,25,27,28,answers-20111108051456AAQJaXR_ans-0012
11549,higher,6,13,higher,,0,,point,5,19.0,point,27.0,5,7,22,answers-20111108051456AAQJaXR_ans-0013
11550,hot,3,23,hot,,0,,,0,,,,20,,22,answers-20111108051456AAQJaXR_ans-0013
11551,enough,6,44,enough,,0,,,0,,,,21,,22,answers-20111108051456AAQJaXR_ans-0013
11552,hot,3,23,hot,,0,,,0,,,,19,,35,answers-20111108051456AAQJaXR_ans-0014
11553,real,4,60,real,,0,,coal,4,1.0,coal,1.0,21,22,35,answers-20111108051456AAQJaXR_ans-0014
11554,fair,4,19,fair,,0,,amount,6,17.0,amount,29.0,5,6,35,answers-20111108051456AAQJaXR_ans-0015
11555,own,3,94,own,,0,,furnace,7,1.0,furnace,1.0,17,18,35,answers-20111108051456AAQJaXR_ans-0015
11556,small,5,78,small,,0,,,0,,,,28,,35,answers-20111108051456AAQJaXR_ans-0015
11557,hot,3,23,hot,,0,,,0,,,,33,,35,answers-20111108051456AAQJaXR_ans-0015
11558,enough,6,44,enough,,0,,,0,,,,34,,35,answers-20111108051456AAQJaXR_ans-0015
11559,small,5,78,small,,0,,amounts,7,7.0,amount,29.0,4,5,41,answers-20111108051456AAQJaXR_ans-0016
11560,large,5,46,large,larger,6,5.0,torch,5,2.0,torch,2.0,13,15,41,answers-20111108051456AAQJaXR_ans-0016
11561,larger,6,20,larger,large,5,9.0,torch,5,2.0,torch,2.0,18,15,41,answers-20111108051456AAQJaXR_ans-0016
11562,bright,6,7,bright,,0,,,0,,,,11,,18,answers-20111108051456AAQJaXR_ans-0018
11563,yellow,6,8,yellow,hot,3,5.0,heat,4,2.0,heat,2.0,12,13,18,answers-20111108051456AAQJaXR_ans-0018
11564,hot,3,23,hot,yellow,6,4.0,heat,4,2.0,heat,2.0,17,13,18,answers-20111108051456AAQJaXR_ans-0018
11565,able,4,98,able,,0,,,0,,,,4,,29,answers-20111108051456AAQJaXR_ans-0020
11566,Halal,5,5,halal,,0,,food,4,106.0,food,126.0,11,12,13,answers-20111108104206AAygiaE_ans-0001
11567,last,4,145,last,,0,,summer,6,3.0,summer,3.0,12,13,14,answers-20111108104206AAygiaE_ans-0002
11568,Halal,5,5,halal,,0,,foods,5,6.0,food,126.0,12,14,15,answers-20111108104206AAygiaE_ans-0003
11569,important,9,45,important,,0,,,0,,,,3,,13,answers-20111108104206AAygiaE_ans-0004
11570,Halal,5,5,halal,,0,,food,4,106.0,food,126.0,11,12,13,answers-20111108104206AAygiaE_ans-0004
11571,halal,5,5,halal,,0,,meat,4,6.0,meat,7.0,19,21,37,answers-20111108104206AAygiaE_ans-0006
11572,fair,4,19,fair,,0,,,0,,,,4,,23,answers-20111108104206AAygiaE_ans-0010
11573,suitable,8,4,suitable,,0,,food,4,106.0,food,126.0,19,20,23,answers-20111108104206AAygiaE_ans-0010
11574,fair,4,19,fair,halal,5,1.0,,0,,,,6,,31,answers-20111108104206AAygiaE_ans-0011
11575,halal,5,5,halal,,0,,cafe,4,2.0,cafe,4.0,16,17,31,answers-20111108104206AAygiaE_ans-0011
11576,British,7,8,british,,0,,establishment,13,4.0,establishment,8.0,25,27,31,answers-20111108104206AAygiaE_ans-0011
11577,halal,5,5,halal,fair,4,4.0,,0,,,,30,,31,answers-20111108104206AAygiaE_ans-0011
11578,Halal,5,5,halal,,0,,,0,,,,11,,12,answers-20111108104206AAygiaE_ans-0012
11579,halal,5,5,halal,,0,,meat,4,6.0,meat,7.0,5,6,29,answers-20111108104206AAygiaE_ans-0013
11580,other,5,320,other,,0,,options,7,28.0,option,39.0,27,28,29,answers-20111108104206AAygiaE_ans-0013
11581,much,4,102,much,,0,,,0,,,,44,,51,answers-20111108104206AAygiaE_ans-0015
11582,same,4,152,same,,0,,cutlery,7,1.0,cutlery,1.0,7,8,44,answers-20111108104206AAygiaE_ans-0016
11583,different,9,74,different,,0,,groups,6,34.0,group,55.0,10,12,44,answers-20111108104206AAygiaE_ans-0016
11584,blue,4,11,blue,brown,5,2.0,,0,,,,18,,44,answers-20111108104206AAygiaE_ans-0016
11585,red,3,11,red,brown,5,2.0,,0,,,,23,,44,answers-20111108104206AAygiaE_ans-0016
11586,brown,5,4,brown,red,3,1.0,,0,,,,28,,44,answers-20111108104206AAygiaE_ans-0016
11587,raw,3,3,raw,,0,,meat,4,6.0,meat,7.0,30,31,44,answers-20111108104206AAygiaE_ans-0016
11588,many,4,192,many,,0,,countries,9,21.0,country,29.0,6,7,13,answers-20111108104206AAygiaE_ans-0018
11589,Halal,5,5,halal,,0,,meat,4,6.0,meat,7.0,9,12,13,answers-20111108104206AAygiaE_ans-0018
11590,Kosher,6,1,kosher,,0,,,0,,,,11,,13,answers-20111108104206AAygiaE_ans-0018
11591,same,4,152,same,,0,,law,3,11.0,law,15.0,11,12,13,answers-20111108104206AAygiaE_ans-0019
11592,halal,5,5,halal,,0,,,0,,,,14,,17,answers-20111108104206AAygiaE_ans-0022
11593,only,4,66,only,,0,,places,6,36.0,place,163.0,15,16,17,answers-20111108104206AAygiaE_ans-0022
11594,much,4,102,much,,0,,time,4,156.0,time,191.0,6,7,20,answers-20111108104350AAp4hGP_ans-0007
11595,much,4,102,much,,0,,,0,,,,14,,20,answers-20111108104350AAp4hGP_ans-0008
11596,fed,3,1,fed,,0,,,0,,,,19,,20,answers-20111108104350AAp4hGP_ans-0008
11597,helpful,7,61,helpful,,0,,,0,,,,2,,26,answers-20111108104350AAp4hGP_ans-0009
11598,willing,7,30,willing,,0,,,0,,,,21,,26,answers-20111108104350AAp4hGP_ans-0009
11599,gentle,6,4,gentle,,0,,,0,,,,31,,37,answers-20111108104350AAp4hGP_ans-0010
11600,harmless,8,3,harmless,,0,,,0,,,,33,,37,answers-20111108104350AAp4hGP_ans-0010
11601,TERRIFIED,9,1,terrified,,0,,,0,,,,4,,29,answers-20111108104350AAp4hGP_ans-0012
11602,persistent,10,3,persistent,,0,,,0,,,,2,,18,answers-20111108104350AAp4hGP_ans-0013
11603,Good,4,54,good,,0,,luck,4,20.0,luck,20.0,1,2,3,answers-20111108104350AAp4hGP_ans-0014
11604,general,7,22,general,,0,,advice,6,6.0,advice,6.0,2,12,13,answers-20111108104350AAp4hGP_ans-0015
11605,responsible,11,20,responsible,,0,,,0,,,,4,,5,answers-20111108104350AAp4hGP_ans-0016
11606,clean,5,51,clean,,0,,,0,,,,19,,24,answers-20111108104350AAp4hGP_ans-0017
11607,new,3,252,new,,0,,pet,3,9.0,pet,11.0,24,25,26,answers-20111108104350AAp4hGP_ans-0018
11608,ready,5,35,ready,,0,,,0,,,,13,,18,answers-20111108104350AAp4hGP_ans-0019
11609,new,3,252,new,,0,,pet,3,9.0,pet,11.0,16,17,18,answers-20111108104350AAp4hGP_ans-0019
11610,extra,5,21,extra,,0,,chores,6,1.0,chore,1.0,4,5,21,answers-20111108104350AAp4hGP_ans-0021
11611,good,4,379,good,,0,,grades,6,4.0,grade,5.0,15,16,21,answers-20111108104350AAp4hGP_ans-0021
11612,rid,3,5,rid,,0,,,0,,,,18,,57,answers-20111108104350AAp4hGP_ans-0023
11613,able,4,98,able,,0,,,0,,,,30,,57,answers-20111108104350AAp4hGP_ans-0023
11614,good,4,379,good,,0,,home,4,9.0,home,12.0,40,41,57,answers-20111108104350AAp4hGP_ans-0023
11615,able,4,98,able,,0,,,0,,,,48,,57,answers-20111108104350AAp4hGP_ans-0023
11616,new,3,252,new,,0,,pet,3,9.0,pet,11.0,55,56,57,answers-20111108104350AAp4hGP_ans-0023
11617,big,3,68,big,,0,,,0,,,,7,,13,answers-20111108100419AAKZvMH_ans-0001
11618,beloved,7,4,beloved,,0,,Python,6,1.0,python,1.0,10,12,20,answers-20111108100419AAKZvMH_ans-0002
11619,Last,4,14,last,,0,,time,4,156.0,time,191.0,1,2,18,answers-20111108100419AAKZvMH_ans-0003
11620,HUGE,4,3,huge,,0,,,0,,,,13,,14,answers-20111108100419AAKZvMH_ans-0004
11621,affectionate,12,2,affectionate,,0,,creature,8,1.0,creature,5.0,12,16,17,answers-20111108100419AAKZvMH_ans-0005
11622,cold,4,18,cold,,0,,,0,,,,13,,17,answers-20111108100419AAKZvMH_ans-0005
11623,true,4,26,true,,0,,question,8,11.0,question,25.0,3,4,16,answers-20111108100419AAKZvMH_ans-0006
11624,conscious,9,5,conscious,,0,,,0,,,,10,,31,answers-20111108100419AAKZvMH_ans-0007
11625,INSULTING,9,1,insulting,,0,,ANSWERS,7,1.0,answer,16.0,11,12,13,answers-20111108100419AAKZvMH_ans-0008
11626,Best,4,65,best,,0,,answer,6,10.0,answer,16.0,1,2,6,answers-20111108100419AAKZvMH_ans-0010
11627,nice,4,93,nice,,0,,hunt,4,2.0,hunt,2.0,15,16,72,answers-20111108100419AAKZvMH_ans-0011
11628,good,4,379,good,,0,,hunt,4,2.0,hunt,2.0,36,37,72,answers-20111108100419AAKZvMH_ans-0011
11629,pre-killed,10,2,pre-killed,,0,,,0,,,,8,,16,answers-20111108100419AAKZvMH_ans-0012
11630,pre-killed,10,2,pre-killed,,0,,,0,,,,6,,34,answers-20111108100419AAKZvMH_ans-0014
11631,live,4,11,live,,0,,,0,,,,11,,34,answers-20111108100419AAKZvMH_ans-0014
11632,hard,4,48,hard,,0,,surface,7,1.0,surface,1.0,26,27,34,answers-20111108100419AAKZvMH_ans-0014
11633,cruel,5,6,cruel,,0,,,0,,,,14,,40,answers-20111108100419AAKZvMH_ans-0015
11634,possible,8,66,possible,,0,,injury,6,2.0,injury,9.0,35,36,40,answers-20111108100419AAKZvMH_ans-0015
11635,easiest,7,6,easiest,,0,,,0,,,,9,,13,answers-20111108100419AAKZvMH_ans-0016
11636,humane,6,4,humane,,0,,,0,,,,12,,13,answers-20111108100419AAKZvMH_ans-0016
11637,alive,5,2,alive,,0,,,0,,,,38,,39,answers-20111108100419AAKZvMH_ans-0017
11638,good,4,379,good,,0,,hold,4,1.0,hold,1.0,17,18,24,answers-20111108100419AAKZvMH_ans-0018
11639,Good,4,54,good,,0,,luck,4,20.0,luck,20.0,1,2,3,answers-20111108100419AAKZvMH_ans-0019
11640,easier,6,8,easier,,0,,,0,,,,21,,33,answers-20111108100419AAKZvMH_ans-0020
11641,safer,5,7,safer,,0,,,0,,,,25,,33,answers-20111108100419AAKZvMH_ans-0020
11642,long,4,69,long,,0,,run,3,6.0,run,6.0,31,32,33,answers-20111108100419AAKZvMH_ans-0020
11643,worth,5,32,worth,,0,,,0,,,,10,,12,answers-20111108100419AAKZvMH_ans-0021
11644,gay,3,7,gay,black,5,7.0,male,4,5.0,male,5.0,6,8,23,answers-20111108091938AAmE8Tv_ans-0002
11645,black,5,29,black,gay,3,1.0,male,4,5.0,male,5.0,7,8,23,answers-20111108091938AAmE8Tv_ans-0002
11646,close,5,38,close,,0,,neighborhoods,13,1.0,neighborhood,4.0,17,16,23,answers-20111108091938AAmE8Tv_ans-0002
11647,huge,4,30,huge,,0,,shock,5,2.0,shock,2.0,12,14,15,answers-20111108091938AAmE8Tv_ans-0003
11648,gay,3,7,gay,,0,,,0,,,,2,,10,answers-20111108091938AAmE8Tv_ans-0005
11649,fine,4,48,fine,,0,,,0,,,,9,,10,answers-20111108091938AAmE8Tv_ans-0005
11650,full,4,52,full,,0,,,0,,,,3,,10,answers-20111108091938AAmE8Tv_ans-0007
11651,friendly,8,84,friendly,,0,,,0,,,,6,,10,answers-20111108091938AAmE8Tv_ans-0007
11652,obvious,7,7,obvious,,0,,reasons,7,10.0,reason,25.0,2,3,29,answers-20111108091938AAmE8Tv_ans-0009
11653,difficult,9,20,difficult,,0,,,0,,,,8,,29,answers-20111108091938AAmE8Tv_ans-0009
11654,American,8,73,american,,0,,,0,,,,3,,15,answers-20111108091938AAmE8Tv_ans-0011
11655,enough,6,44,enough,,0,,,0,,,,7,,19,answers-20111108091938AAmE8Tv_ans-0013
11656,normal,6,19,normal,,0,,time,4,156.0,time,191.0,2,4,24,answers-20111108091938AAmE8Tv_ans-0015
11657,advanced,8,6,advanced,,0,,degree,6,4.0,degree,5.0,10,11,24,answers-20111108091938AAmE8Tv_ans-0015
11658,immediate,9,11,immediate,,0,,expulsion,9,1.0,expulsion,1.0,14,15,27,answers-20111108091938AAmE8Tv_ans-0016
11659,GOOD,4,7,good,,0,,,0,,,,26,,27,answers-20111108091938AAmE8Tv_ans-0016
11660,clear,5,28,clear,,0,,,0,,,,4,,7,answers-20111108091938AAmE8Tv_ans-0017
11661,enough,6,44,enough,,0,,,0,,,,11,,12,answers-20111108091938AAmE8Tv_ans-0018
11662,Canadian,8,11,canadian,,0,,Government,10,6.0,government,29.0,18,19,20,answers-20111108091938AAmE8Tv_ans-0019
11663,more,4,201,more,,0,,,0,,,,5,,46,answers-20111108091938AAmE8Tv_ans-0020
11664,better,6,112,better,,0,,education,9,8.0,education,8.0,7,2,46,answers-20111108091938AAmE8Tv_ans-0020
11665,past,4,26,past,,0,,history,7,10.0,history,10.0,11,13,46,answers-20111108091938AAmE8Tv_ans-0020
11666,CLEAN,5,1,clean,,0,,record,6,6.0,record,9.0,18,23,46,answers-20111108091938AAmE8Tv_ans-0020
11667,satisfactory,12,5,satisfactory,financial,9,7.0,history,7,10.0,history,10.0,27,29,46,answers-20111108091938AAmE8Tv_ans-0020
11668,financial,9,27,financial,satisfactory,12,1.0,history,7,10.0,history,10.0,28,29,46,answers-20111108091938AAmE8Tv_ans-0020
11669,large,5,46,large,outstanding,11,2.0,debts,5,2.0,debt,3.0,34,36,46,answers-20111108091938AAmE8Tv_ans-0020
11670,outstanding,11,12,outstanding,large,5,9.0,debts,5,2.0,debt,3.0,35,36,46,answers-20111108091938AAmE8Tv_ans-0020
11671,legal,5,29,legal,,0,,permission,10,3.0,permission,3.0,13,14,15,answers-20111108091938AAmE8Tv_ans-0024
11672,able,4,98,able,,0,,,0,,,,5,,35,answers-20111108091938AAmE8Tv_ans-0025
11673,Canadian,8,11,canadian,,0,,card,4,4.0,card,7.0,26,30,35,answers-20111108091938AAmE8Tv_ans-0025
11674,potential,9,9,potential,,0,,employer,8,1.0,employer,1.0,33,34,35,answers-20111108091938AAmE8Tv_ans-0025
11675,OK,2,17,ok,,0,,,0,,,,12,,13,answers-20111108091938AAmE8Tv_ans-0027
11676,excited,7,10,excited,,0,,,0,,,,4,,9,answers-20111108111107AAlrzok_ans-0009
11677,Last,4,14,last,,0,,thing,5,60.0,thing,102.0,1,2,48,answers-20111108111107AAlrzok_ans-0011
11678,higher,6,13,higher,,0,,,0,,,,13,,48,answers-20111108111107AAlrzok_ans-0011
11679,small,5,78,small,,0,,tug,3,1.0,tug,1.0,24,25,30,answers-20111108111107AAlrzok_ans-0018
11680,young,5,42,young,,0,,pup,3,1.0,pup,1.0,4,5,16,answers-20111108111107AAlrzok_ans-0021
11681,positive,8,13,positive,,0,,methods,7,3.0,method,11.0,9,10,17,answers-20111108111107AAlrzok_ans-0022
11682,Good,4,54,good,,0,,luck,4,20.0,luck,20.0,1,2,6,answers-20111108111107AAlrzok_ans-0025
11683,best,4,210,best,,0,,,0,,,,3,,4,answers-20111108111107AAlrzok_ans-0026
11684,professional,12,49,professional,,0,,trainer,7,2.0,trainer,2.0,10,12,14,answers-20111108111107AAlrzok_ans-0027
11685,embarrassing,12,2,embarrassing,,0,,pets,4,2.0,pet,11.0,7,8,21,answers-20111108111107AAlrzok_ans-0029
11686,next,4,112,next,,0,,year,4,58.0,year,120.0,15,16,35,answers-20111108064026AA86V9T_ans-0003
11687,good,4,379,good,,0,,,0,,,,23,,40,answers-20111108064026AA86V9T_ans-0005
11688,cheaper,7,7,cheaper,,0,,,0,,,,11,,23,answers-20111108064026AA86V9T_ans-0007
11689,small,5,78,small,,0,,,0,,,,5,,6,answers-20111108064026AA86V9T_ans-0011
11690,hard,4,48,hard,,0,,,0,,,,8,,16,answers-20111108064026AA86V9T_ans-0012
11691,good,4,379,good,,0,,price,5,27.0,price,53.0,11,12,16,answers-20111108064026AA86V9T_ans-0012
11692,many,4,192,many,,0,,hotels,6,6.0,hotel,15.0,11,13,21,answers-20111108064026AA86V9T_ans-0014
11693,nice,4,93,nice,,0,,area,4,17.0,area,34.0,20,5,21,answers-20111108064026AA86V9T_ans-0014
11694,general,7,22,general,hardest,7,1.0,place,5,119.0,place,163.0,3,9,19,answers-20111108064026AA86V9T_ans-0015
11695,hardest,7,3,hardest,general,7,4.0,place,5,119.0,place,163.0,8,9,19,answers-20111108064026AA86V9T_ans-0015
11696,nice,4,93,nice,clean,5,13.0,hotel,5,9.0,hotel,15.0,13,15,19,answers-20111108064026AA86V9T_ans-0015
11697,clean,5,51,clean,nice,4,14.0,hotel,5,9.0,hotel,15.0,14,15,19,answers-20111108064026AA86V9T_ans-0015
11698,expensive,9,31,expensive,,0,,hotel,5,9.0,hotel,15.0,7,8,19,answers-20111108064026AA86V9T_ans-0017
11699,fellow,6,6,fellow,,0,,travellers,10,3.0,traveller,3.0,9,10,20,answers-20111108064026AA86V9T_ans-0019
11700,nice,4,93,nice,,0,,,0,,,,3,,9,answers-20111108064026AA86V9T_ans-0020
11701,close,5,38,close,,0,,,0,,,,5,,9,answers-20111108064026AA86V9T_ans-0020
11702,easy,4,48,easy,,0,,,0,,,,4,,8,answers-20111108064026AA86V9T_ans-0021
11703,enough,6,44,enough,,0,,,0,,,,4,,6,answers-20111108064026AA86V9T_ans-0023
11704,many,4,192,many,,0,,hotels,6,6.0,hotel,15.0,3,4,6,answers-20111108064026AA86V9T_ans-0024
11705,double,6,9,double,,0,,room,4,23.0,room,29.0,7,8,16,answers-20111108064026AA86V9T_ans-0025
11706,fine,4,48,fine,,0,,,0,,,,13,,16,answers-20111108064026AA86V9T_ans-0025
