,adj_word,adj_lemma,adj_id,mod_adj,n_word,n_lemma,n_id,sen_len,sen_id
6474,Saudi,saudi,10,,,,,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0052
6475,Arabian,arabian,11,,spending,spending,12,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0052
6476,public,public,14,,relations,relation,15,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0052
6477,special,special,13,,programme,programme,21,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0054
6478,Saudi,saudi,16,,,,,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0054
6479,illegal,illegal,19,,immigrants,immigrant,20,33,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0056
6480,active,active,32,,countries,country,26,33,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0056
6481,willing,willing,10,,Amount,amount,5,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0057
6482,more,more,11,special,agents,agent,14,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0058
6483,special,special,13,more,agents,agent,14,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0058
6484,federal,federal,8,,commission,commission,9,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0061
6485,gay,gay,19,,,,,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0062
6486,Military,military,4,,man,man,5,5,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0063
6487,former,former,32,,chairman,chairman,33,69,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0068
6488,main,main,55,,proponents,proponent,56,69,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0068
6489,principal,principal,5,civilian,members,member,10,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0069
6490,civilian,civilian,6,principal,members,member,10,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0069
6491,immediate,immediate,17,,members,member,19,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0069
6492,Ambitious,ambitious,1,,warrior,warrior,2,2,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0073
6493,Approximate,approximate,3,,Number,number,4,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0075
6494,military,military,23,,presence,presence,24,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0075
6495,entire,entire,6,,world,world,7,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0076
6496,military,military,9,,spending,spending,10,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0076
6497,military,military,6,,budget,budget,7,10,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0078
6498,special,special,13,,envoy,envoy,14,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0080
6499,golden,golden,26,,spurs,spur,27,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0080
6500,Minimum,minimum,3,,number,number,4,29,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0082
6501,misleading,misleading,6,,statements,statement,7,29,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0082
6502,top,top,12,,officials,official,15,29,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0082
6503,largest,largest,28,simultaneous,protest,protest,30,34,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0083
6504,simultaneous,simultaneous,29,largest,protest,protest,30,34,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0083
6505,monthly,monthly,6,,cost,cost,7,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0084
6506,military,military,10,,presence,presence,11,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0084
6507,Actual,actual,5,monthly,cost,cost,7,23,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0085
6508,monthly,monthly,6,Actual,cost,cost,7,23,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0085
6509,military,military,11,,presence,presence,12,23,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0085
6510,American,american,12,,firm,firm,13,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0086
6511,Iraqi,iraqi,6,,firm,firm,7,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0087
6512,same,same,19,,factory,factory,20,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0087
6513,American,american,26,,firm,firm,27,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0087
6514,Total,total,5,,value,value,6,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0089
6515,fiscal,fiscal,18,,year,year,19,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0092
6516,military,military,12,,assistance,assistance,13,30,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0093
6517,urban,urban,7,,areas,area,8,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0094
6518,potable,potable,12,,water,water,13,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0094
6519,late,late,15,,,,,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0094
6520,urban,urban,7,,areas,area,8,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0095
6521,potable,potable,12,,water,water,13,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0095
6522,late,late,15,,,,,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0095
6523,Iraqi,iraqi,6,,workforce,workforce,7,14,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0096
6524,unemployed,unemployed,10,,Percentage,percentage,3,14,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0096
6525,Iraqi,iraqi,6,,workforce,workforce,7,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0097
6526,unemployed,unemployed,10,,Percentage,percentage,3,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0097
6527,American,american,5,,deaths,death,7,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0098
6528,dead,dead,7,,soldiers,soldier,8,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0100
6529,memorial,memorial,5,dead,services,service,6,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0101
6530,dead,dead,10,memorial,services,service,6,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0101
6531,best,best,4,,friend,friend,5,5,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0102
6532,early,early,8,,warning,warning,9,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0106
6533,biological,biological,12,,weapons,weapon,13,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0106
6534,defective,defective,18,,,,,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0106
6535,capable,capable,12,,armour,armour,11,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0107
6536,safer,safer,4,,,,,4,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0108
6537,Average,average,4,,amount,amount,5,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0109
6538,first,first,12,,round,round,13,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0109
6539,early,early,15,,,,,35,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0115
6540,federal,federal,25,,assistance,assistance,28,35,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0115
6541,first,first,31,,response,response,33,35,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0115
6542,major,major,5,,airports,airport,7,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0116
6543,unscreened,unscreened,7,,cargo,cargo,8,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0117
6544,foreign,foreign,5,,goods,goods,6,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0119
6545,thorough,thorough,9,,inspection,inspection,10,11,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0120
6546,Next,next,14,,decade,decade,15,16,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0121
6547,major,major,5,chemical,facilities,facility,7,12,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0124
6548,chemical,chemical,6,major,facilities,facility,7,12,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0124
6549,chemical,chemical,6,,plants,plant,7,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0125
6550,more,more,17,,,,,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0125
6551,new,new,5,,drugs,drug,6,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0126
6552,advantaged,advantaged,7,,hand,hand,3,7,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0127
6553,Average,average,5,,wealth,wealth,6,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0128
6554,original,original,13,,cabinet,cabinet,17,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0128
6555,unaffected,unaffected,6,,Percentage,percentage,3,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0129
6556,sweeping,sweeping,10,,cuts,cut,12,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0129
6557,capital,capital,14,,gains,gain,15,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0129
6558,Average,average,4,,savings,savings,5,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0130
6559,capital,capital,20,,gains,gain,21,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0130
6560,fellow,fellow,5,,members,member,6,37,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0131
6561,secret,secret,10,,society,society,11,37,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0131
6562,important,important,20,,positions,position,21,37,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0131
6563,initial,initial,7,,appointees,appointee,9,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0132
6564,total,total,7,hard,money,money,9,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0134
6565,hard,hard,8,total,money,money,9,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0134
6566,hard,hard,7,,money,money,8,29,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0135
6567,controversial,controversial,16,,process,process,20,29,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0135
6568,much,much,23,,,,,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0137
6569,first,first,13,,years,year,15,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0139
6570,worst,worst,4,,year,year,5,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0140
6571,major,major,7,,markets,market,8,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0140
6572,worst,worst,13,,deficit,deficit,8,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0141
6573,single,single,18,,year,year,19,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0141
6574,national,national,6,,surplus,surplus,7,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0142
6575,national,national,6,,debt,debt,7,10,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0143
6576,American,american,5,,families,family,6,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0145
6577,top,top,12,,cent,cent,15,23,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0146
6578,American,american,17,,families,family,18,23,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0146
6579,American,american,5,,families,family,6,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0148
6580,less,less,10,,,,,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0148
6581,federal,federal,17,,taxes,tax,18,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0148
6582,capital,capital,26,,gains,gain,27,31,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0148
6583,unemployed,unemployed,7,,,,,11,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0151
6584,first,first,12,,Years,year,14,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0152
6585,poor,poor,4,,Friend,friend,1,4,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0154
6586,poor,poor,14,,,,,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0156
6587,insecure,insecure,14,,,,,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0157
6588,other,other,18,,words,word,19,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0157
6589,hungry,hungry,21,,,,,22,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0157
6590,federal,federal,9,,programme,programme,10,23,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0158
6591,poor,poor,15,,families,family,16,23,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0158
6592,richest,richest,13,,cent,cent,16,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0159
6593,richest,richest,11,,cent,cent,14,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0160
6594,special,special,5,,friend,friend,6,6,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0161
6595,largest,largest,12,,bankruptcy,bankruptcy,13,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0162
6596,bankrupt,bankrupt,18,,,,,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0164
6597,corporate,corporate,15,,jet,jet,16,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0165
6598,Average,average,3,,number,number,4,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0168
6599,capital,capital,10,,punishment,punishment,11,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0168
6600,Republican,republican,5,federal,judges,judge,7,13,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0169
6601,federal,federal,6,Republican,judges,judge,7,13,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0169
6602,Republican,republican,5,federal,judges,judge,7,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0170
6603,federal,federal,6,Republican,judges,judge,7,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0170
6604,Civil,civil,2,,libertarian,libertarian,3,3,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0172
6605,surgical,surgical,16,,masks,mask,17,28,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0175
6606,new,new,15,mental,ward,ward,17,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0177
6607,mental,mental,16,new,ward,ward,17,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0177
6608,conscious,conscious,4,,president,president,5,5,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0178
6609,more,more,16,,cent,cent,20,25,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0179
6610,first,first,15,,year,year,16,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0180
6611,public,public,5,,diplomacy,diplomacy,7,24,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0182
6612,public,public,5,,diplomacy,diplomacy,7,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0183
6613,greatest,greatest,14,,threats,threat,15,46,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0184
6614,dangerous,dangerous,38,,,,,46,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0184
6615,dangerous,dangerous,44,,,,,46,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0184
6616,international,international,11,,aid,aid,12,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0185
6617,international,international,11,,aid,aid,12,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0186
6618,unfavourable,unfavourable,9,,image,image,10,17,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0187
6619,Second,second,1,,party,party,3,4,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0188
6620,French,french,4,,,,,10,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0194
6621,longest,longest,16,,vacation,vacation,17,24,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0195
6622,average,average,8,,,,,13,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0197
6623,Presidential,presidential,20,Daily,Briefing,briefing,22,34,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0198
6624,Daily,daily,21,Presidential,Briefing,briefing,22,34,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0198
6625,Determined,determined,28,,,,,34,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0198
6626,first,first,9,,years,year,11,26,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0201
6627,largest,largest,22,,firm,firm,26,32,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0204
6628,big,big,29,Republican,donor,donor,31,32,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0204
6629,Republican,republican,30,big,donor,donor,31,32,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0204
6630,most,most,16,,Amount,amount,5,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0207
6631,American,american,18,electoral,history,history,20,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0207
6632,electoral,electoral,19,American,history,history,20,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0207
6633,involved,involved,21,,claims,claim,12,27,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0214
6634,mass,mass,17,,destruction,destruction,18,23,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0215
6635,American,american,5,young,adults,adult,7,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0217
6636,young,young,6,American,adults,adult,7,21,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0217
6637,American,american,5,young,adults,adult,7,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0218
6638,young,young,6,American,adults,adult,7,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0218
6639,American,american,5,young,adults,adult,7,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0219
6640,young,young,6,American,adults,adult,7,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0219
6641,Canadian,canadian,5,young,adults,adult,7,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0220
6642,young,young,6,Canadian,adults,adult,7,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0220
6643,American,american,5,young,adults,adult,7,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0221
6644,young,young,6,American,adults,adult,7,18,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0221
6645,complicated,complicated,15,,,,,19,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0222
6646,personal,personal,19,,saviour,saviour,20,32,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0224
6647,direct,direct,28,,word,word,29,32,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0224
6648,total,total,8,,voters,voter,6,15,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0226
6649,public,public,16,,school,school,17,20,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0228
6650,stupid,stupid,6,,,,,14,answers-20111105112131AA6gIX6_ans-0002
6651,only,only,14,,guy,guy,15,22,answers-20111105112131AA6gIX6_ans-0003
6652,youngest,youngest,5,,,,,26,answers-20111105112131AA6gIX6_ans-0004
6653,good,good,24,,thing,thing,25,26,answers-20111105112131AA6gIX6_ans-0004
6654,happy,happy,11,,,,,30,answers-20111105112131AA6gIX6_ans-0005
6655,many,many,10,,girls,girl,11,17,answers-20111105112131AA6gIX6_ans-0006
6656,crazy,crazy,16,,,,,17,answers-20111105112131AA6gIX6_ans-0006
6657,lonely,lonely,9,,,,,33,answers-20111105112131AA6gIX6_ans-0008
6658,sorry,sorry,3,,,,,11,answers-20111105112131AA6gIX6_ans-0009
6659,good,good,10,,dad,dad,11,11,answers-20111105112131AA6gIX6_ans-0009
6660,Equine,equine,1,,collages,collage,2,6,answers-20111108091950AAA0Xg5_ans-0001
6661,Horse,horse,1,,training,training,4,5,answers-20111108091950AAA0Xg5_ans-0003
6662,Equine,equine,1,,psychology,psychology,2,2,answers-20111108091950AAA0Xg5_ans-0004
6663,equine,equine,10,,course,course,11,18,answers-20111108091950AAA0Xg5_ans-0006
6664,equine,equine,16,,management,management,17,18,answers-20111108091950AAA0Xg5_ans-0006
6665,best,best,2,,bet,bet,3,14,answers-20111108091950AAA0Xg5_ans-0007
6666,alternative,alternative,23,,suggestion,suggestion,24,29,answers-20111108091950AAA0Xg5_ans-0010
6667,comprehensive,comprehensive,6,,list,list,7,27,answers-20111108091950AAA0Xg5_ans-0012
6668,else,else,6,,,,,12,answers-20111108094740AA1lbom_ans-0001
6669,famous,famous,10,,,,,12,answers-20111108094740AA1lbom_ans-0001
6670,Cheap,cheap,1,,hookers,hooker,2,2,answers-20111108094740AA1lbom_ans-0002
6671,intimidating,intimidating,9,,,,,79,answers-20111108094740AA1lbom_ans-0003
6672,many,many,26,japanese,,,,79,answers-20111108094740AA1lbom_ans-0003
6673,japanese,japanese,30,many,,,,79,answers-20111108094740AA1lbom_ans-0003
6674,nasty,nasty,60,insulting,answers,answer,63,79,answers-20111108094740AA1lbom_ans-0003
6675,insulting,insulting,62,nasty,answers,answer,63,79,answers-20111108094740AA1lbom_ans-0003
6676,undesirable,undesirable,67,,migrants,migrant,68,79,answers-20111108094740AA1lbom_ans-0003
6677,famous,famous,5,,,,,34,answers-20111108094740AA1lbom_ans-0004
6678,rotten,rotten,33,,overs,over,35,37,answers-20111108094740AA1lbom_ans-0005
6679,next,next,14,,year,year,15,34,answers-20111107152509AA78ktV_ans-0002
6680,close,close,5,,,,,21,answers-20111107152509AA78ktV_ans-0004
6681,great,great,4,,city,city,6,19,answers-20111107152509AA78ktV_ans-0005
6682,bad,bad,5,,press,press,6,19,answers-20111107152509AA78ktV_ans-0008
6683,full,full,5,,city,city,6,44,answers-20111107152509AA78ktV_ans-0009
6684,social,social,16,,choices,choice,17,44,answers-20111107152509AA78ktV_ans-0009
6685,most,most,6,custom,ROMs,rom,8,11,answers-20111108084119AAhsBk8_ans-0001
6686,custom,custom,7,most,ROMs,rom,8,11,answers-20111108084119AAhsBk8_ans-0001
6687,newest,newest,8,,version,version,9,13,answers-20111108084119AAhsBk8_ans-0004
6688,custom,custom,13,,roms,rom,14,14,answers-20111108084119AAhsBk8_ans-0005
6689,best,best,3,,,,,19,answers-20111108084119AAhsBk8_ans-0006
6690,older,older,3,,version,version,4,8,answers-20111108084119AAhsBk8_ans-0009
6691,stable,stable,6,,rom,rom,7,14,answers-20111108084119AAhsBk8_ans-0010
6692,excellent,excellent,4,,,,,13,answers-20111108084119AAhsBk8_ans-0014
6693,fast,fast,12,,,,,21,answers-20111108084119AAhsBk8_ans-0015
6694,lonely,lonely,9,eerie,place,place,11,12,answers-20111108105559AAkQd38_ans-0001
6695,eerie,eerie,10,lonely,place,place,11,12,answers-20111108105559AAkQd38_ans-0001
6696,big,big,3,,,,,6,answers-20111108105559AAkQd38_ans-0002
