,n_word,n_id,n_type,det,num,clf,adj,nmod,sen_len,sen_id
30961,年,3,nmod:tmod,,四,[],[],['咸康'],55,train-s3543
30962,年,6,appos,,338,[],[],[],55,train-s3543
30963,太尉,12,obj,,,[],[],[],55,train-s3543
30964,征西,14,nmod,,,[],[],[],55,train-s3543
30965,将军,15,nsubj,,,[],[],['征西'],55,train-s3543
30966,支持,28,obj,,,[],[],"['鉴', '的', '郗']",55,train-s3543
30967,最终,49,nmod:tmod,,,[],[],[],55,train-s3543
30968,牙齿,1,nsubj,,,[],[],[],10,train-s3544
30969,流域,6,nmod,,,[],[],"['中国', '长江']",22,train-s3545
30970,条,9,clf,,一,[],[],[],22,train-s3545
30971,河流,10,advcl,,,"['一', '条']",[],"['中国', '长江', '的', '流域']",22,train-s3545
30972,下游,14,nmod,,,[],[],[],22,train-s3545
30973,右岸,15,obj,,,[],[],"['涪江', '下游']",22,train-s3545
30974,水系,21,obj,,,[],[],"['嘉陵', '江']",22,train-s3545
30975,豆瓣,2,nsubj,,,[],[],['郫县'],16,train-s3546
30976,调料,5,compound,,,[],[],[],16,train-s3546
30977,调料,13,nmod,,,[],['主要'],"['川', '的', '菜']",16,train-s3546
30978,人民,6,nmod,,,[],[],[],20,train-s3547
30979,共和,7,compound,,,[],[],[],20,train-s3547
30980,个,18,clf,,一,[],[],[],20,train-s3547
30981,乡,19,root,,,"['一', '个']",[],[],20,train-s3547
30982,名将,5,advcl,,,[],[],['赵国'],23,train-s3548
30983,次,9,advmod,,多,[],[],[],23,train-s3548
30984,进攻,16,obj,,,[],[],"['秦国', '的', '匈奴']",23,train-s3548
30985,国内,20,nmod,,,[],[],['赵国'],23,train-s3548
30986,声望,21,nsubj,,,[],[],[],23,train-s3548
30987,年,2,nmod:tmod,,2006,[],[],[],85,train-s3549
30988,师父,8,nsubj,,,[],[],"['德纲', '的', '郭']",85,train-s3549
30989,内容,29,nsubj,,,[],[],"['郭', '德纲', '“', '伪造', '”', '中', '说']",85,train-s3549
30990,身上,33,obj,,,[],[],['自己'],85,train-s3549
30991,污水,37,obj,,,[],[],[],85,train-s3549
30992,月,49,clf,,3,[],[],[],85,train-s3549
30993,日,51,nmod:tmod,,16,"['3', '月']",[],[],85,train-s3549
30994,记者,52,nsubj,,,[],[],[],85,train-s3549
30995,律师,60,nsubj,,,[],[],[],85,train-s3549
30996,起,63,clf,这,,[],[],[],85,train-s3549
30997,名誉,64,nmod,,,[],[],[],85,train-s3549
30998,纠纷,65,obj,,,"['这', '起']",[],['名誉'],85,train-s3549
30999,记者,67,nsubj,,,[],[],[],85,train-s3549
31000,经纪,74,compound,,,[],[],[],85,train-s3549
31001,电话,79,nsubj,,,[],[],[],85,train-s3549
31002,秘书,83,compound,,,[],[],[],85,train-s3549
31003,年,3,nmod:tmod,,二十六,[],[],['建武'],45,train-s3550
31004,年,6,appos,,50,[],[],[],45,train-s3550
31005,岳母,9,nsubj,,,[],[],[],45,train-s3550
31006,使者,22,nsubj,,,[],[],[],45,train-s3550
31007,岳父,24,nmod,,,[],[],[],45,train-s3550
31008,灵柩,28,nsubj,,,[],[],"['郭', '岳父']",45,train-s3550
31009,岳母,30,obl,,,[],[],[],45,train-s3550
31010,谥,40,nsubj,,,[],[],[],45,train-s3550
31011,贵人,6,obl,,,[],[],['郭'],22,train-s3551
31012,真情,9,obj,,,[],[],[],22,train-s3551
31013,皇后,13,obj,,,[],[],[],22,train-s3551
31014,时候,15,nmod:tmod,,,[],[],[],22,train-s3551
31015,在内,21,iobj,,,[],[],[],22,train-s3551
31016,年,2,nmod:tmod,,1994,[],[],[],18,train-s3552
31017,部队,6,nmod,,,[],[],[],18,train-s3552
31018,足球,7,compound,,,[],[],[],18,train-s3552
31019,足球,16,nmod,,,[],[],[],18,train-s3552
31020,俱乐部,17,obj,,八一,[],[],['足球'],18,train-s3552
31021,人种,2,nmod,,,[],[],['蒙古'],28,train-s3553
31022,特色,5,root,,,[],['低'],"['蒙古', '型', '人种']",28,train-s3553
31023,面部,7,nsubj,,,[],[],[],28,train-s3553
31024,轮廓,10,nsubj,,,[],[],[],28,train-s3553
31025,低额,14,advcl,,,[],[],[],28,train-s3553
31026,头,16,advcl,,,[],[],[],28,train-s3553
31027,须,19,advcl,,少,[],[],[],28,train-s3553
31028,风格,4,nsubj,,,[],['独特'],['其'],16,train-s3554
31029,剧场,10,nmod,,,[],['简约'],[],16,train-s3554
31030,炼金,11,nmod,,,[],[],[],16,train-s3554
31031,术士,12,nmod,,,[],[],"['简约', '剧场', '炼金']",16,train-s3554
31032,美誉,15,obj,,,[],[],"['“', '剧场', '炼金', '”', '的', '术士']",16,train-s3554
31033,年,2,clf,,1953,[],[],[],29,train-s3555
31034,月,4,clf,,7,[],[],[],29,train-s3555
31035,日,6,nmod:tmod,,23,"['1953', '年', '7', '月']",[],[],29,train-s3555
31036,爵士,10,appos,,,[],[],['葛量洪'],29,train-s3555
31037,启钥,12,nmod,,,[],[],[],29,train-s3555
31038,典礼,13,obj,,,[],[],['启钥'],29,train-s3555
31039,在场,16,nmod,,,[],[],[],29,train-s3555
31040,参礼,17,nmod,,,[],[],[],29,train-s3555
31041,嘉宾,18,nsubj,,,[],[],"['在场', '参礼']",29,train-s3555
31042,慈幼,23,compound,,,[],[],[],29,train-s3555
31043,会长,25,conj,,,[],[],"['慈幼', '会']",29,train-s3555
31044,神父,28,appos,,,[],[],"['毕', '少怀']",29,train-s3555
31045,年,2,nmod:tmod,,1969,[],[],[],9,train-s3556
31046,届,5,nmod,,第一,[],[],[],9,train-s3556
31047,学生,6,compound,,,[],[],[],9,train-s3556
31048,学生,2,nsubj,,99.9%,[],[],[],29,train-s3557
31049,学年,4,obl,,,[],[],[],29,train-s3557
31050,个,9,clf,,五,[],[],[],29,train-s3557
31051,类型,11,nmod,,,[],['不同'],[],29,train-s3557
31052,活动,13,nsubj,,,"['五', '个']",[],"['不同', '的', '类型']",29,train-s3557
31053,比赛,15,conj,,,[],[],[],29,train-s3557
31054,其中,17,advmod,,,[],[],[],29,train-s3557
31055,宗教,19,obj,,,[],[],[],29,train-s3557
31056,体育,21,conj,,,[],[],[],29,train-s3557
31057,音乐,23,conj,,,[],[],[],29,train-s3557
31058,学术,25,conj,,,[],[],[],29,train-s3557
31059,兴趣,27,conj,,,[],[],[],29,train-s3557
31060,类别,28,appos,,,[],[],[],29,train-s3557
31061,一身,6,advmod,,,[],[],[],28,train-s3558
31062,肥胖,7,acl:relcl,,,[],[],[],28,train-s3558
31063,形象,9,obl,,,[],[],[],28,train-s3558
31064,语速,13,nsubj,,,[],[],[],28,train-s3558
31065,火喉,19,obj,,,[],[],[],28,train-s3558
31066,时候,22,obj,,,[],[],[],28,train-s3558
31067,演技,26,obl,,,[],['快'],[],28,train-s3558
31068,岁,10,nmod:tmod,,5,[],[],[],26,train-s3559
31069,家人,13,obl,,,[],[],[],26,train-s3559
31070,渔村,24,obl,,,[],[],"['岛', '北甘马粦', '的', '省']",26,train-s3559
31071,之中,25,acl,,,[],[],[],26,train-s3559
31072,牛首,1,compound,,,[],[],[],10,train-s3560
31073,衣冠,8,compound,,,[],[],[],10,train-s3560
31074,政治,7,compound,,,[],[],[],26,train-s3561
31075,国务,24,nmod,,,[],[],[],26,train-s3561
31076,总理,25,obj,,,[],[],"['满洲', '国', '国务']",26,train-s3561
31077,农历,1,nmod,,,[],[],[],55,train-s3562
31078,月,3,clf,,二,[],[],[],55,train-s3562
31079,日,5,nmod:tmod,,二十五,"['二', '月']",[],['农历'],55,train-s3562
31080,舰队,9,nsubj,,,[],[],"['郑', '军']",55,train-s3562
31081,附近,13,obl,,,[],[],"['盐州', '港']",55,train-s3562
31082,风暴,15,obj,,,[],[],[],55,train-s3562
31083,主船,20,nsubj,,,[],[],"['成功', '的', '郑']",55,train-s3562
31084,船上,28,nmod,,,[],[],[],55,train-s3562
31085,器具,29,nsubj,所有,,[],[],['船上'],55,train-s3562
31086,鼎灶,32,obj,,,[],[],[],55,train-s3562
31087,当时,39,nmod:tmod,,,[],[],[],55,train-s3562
31088,船上,40,advmod,,,[],[],[],55,train-s3562
31089,食物,43,nsubj,,,[],[],[],55,train-s3562
31090,餐,54,obj,,两,[],[],[],55,train-s3562
31091,实力,9,obj,,,[],[],[],31,train-s3563
31092,献策,26,obj,,,[],[],"['琅', '的', '施']",31,train-s3563
31093,年,2,nmod:tmod,,2001,[],[],[],61,train-s3564
31094,国民,5,compound,,,[],[],[],61,train-s3564
31095,县长,10,obj,,,[],[],"['新竹', '县']",61,train-s3564
31096,当时,13,nmod:tmod,,,[],[],[],61,train-s3564
31097,年,23,nmod,,2005,[],[],[],61,train-s3564
31098,年,28,clf,,2009,[],[],[],61,train-s3564
31099,月,30,clf,,10,[],[],[],61,train-s3564
31100,日,32,nmod:tmod,,27,"['2009', '年', '10', '月']",[],[],61,train-s3564
31101,国民,37,compound,,,[],[],[],61,train-s3564
31102,县长,43,nmod,,,[],[],[],61,train-s3564
31103,议长,52,obj,,,[],[],"['新竹', '县']",61,train-s3564
31104,国民,57,compound,,,[],[],[],61,train-s3564
31105,党籍,60,obj,,,[],[],[],61,train-s3564
31106,年,3,nmod:tmod,,九,[],[],['泰始'],41,train-s3565
31107,年,6,appos,,273,[],[],[],41,train-s3565
31108,府第,22,obj,,,[],[],[],41,train-s3565
31109,太傅,26,obj,,,[],[],[],41,train-s3565
31110,地位,28,obj,,,[],[],[],41,train-s3565
31111,大事,36,obj,,,[],[],[],41,train-s3565
31112,人,39,nsubj,,,[],[],[],41,train-s3565
31113,年,2,nmod:tmod,,1661,[],[],[],21,train-s3566
31114,从军,12,nmod,,,[],[],[],21,train-s3566
31115,部将,13,advcl,,,[],[],['从军'],21,train-s3566
31116,任,18,clf,,第二,[],[],[],21,train-s3566
31117,承天,19,nmod,,,[],[],[],21,train-s3566
31118,府尹,20,obj,,,"['第二', '任']",[],['承天'],21,train-s3566
31119,准备,6,obj,,,[],[],[],11,train-s3567
31120,当年,1,nmod,,,[],[],[],16,train-s3568
31121,秋天,2,nmod:tmod,,,[],[],['当年'],16,train-s3568
31122,一起,8,advmod,,,[],[],[],16,train-s3568
31123,盟友,14,obj,,,[],[],"['晋国', '的', '陈国']",16,train-s3568
31124,战斗,2,nsubj,,,[],[],['酃县'],18,train-s3569
31125,年,6,clf,,1932,[],[],[],18,train-s3569
31126,月,8,clf,,5,[],[],[],18,train-s3569
31127,日,10,obl,,13-30,"['1932', '年', '5', '月']",[],[],18,train-s3569
31128,地点,12,nsubj,,,[],[],[],18,train-s3569
31129,一带,17,obj,,,[],[],"['中国', '湘南']",18,train-s3569
31130,战争,3,nsubj,,,[],[],[],28,train-s3570
31131,年,8,nmod:tmod,,1938,[],[],[],28,train-s3570
31132,行政,19,nmod,,,[],[],[],28,train-s3570
31133,督察,20,compound,,,[],[],[],28,train-s3570
31134,行政,22,nmod,,,[],[],[],28,train-s3570
31135,督察,23,nmod,,,[],[],[],28,train-s3570
31136,专员,24,obj,,,[],[],"['湖南', '省', '第二', '行政', '督察', '区', '行政', '督察']",28,train-s3570
31137,保安,26,nmod,,,[],[],[],28,train-s3570
31138,司令,27,conj,,,[],[],['保安'],28,train-s3570
31139,酒吧,1,nsubj,,,[],[],[],61,train-s3571
31140,最初,2,nmod:tmod,,,[],[],[],61,train-s3571
31141,西部,6,nmod,,,[],[],[],61,train-s3571
31142,开发,8,nmod,,,[],[],[],61,train-s3571
31143,时期,9,nmod,,,[],[],"['美国', '西部', '大', '开发']",61,train-s3571
31144,大陆,12,obj,,,[],[],"['美国', '西部', '开发', '的', '时期', '美洲']",61,train-s3571
31145,词,16,appos,,一,[],[],[],61,train-s3571
31146,世纪,19,obl,,16,[],[],[],61,train-s3571
31147,饮料,24,obj,,,[],[],[],61,train-s3571
31148,柜台,26,obj,,,[],[],[],61,train-s3571
31149,个,29,clf,这,,[],[],[],61,train-s3571
31150,义项,30,appos,,,"['这', '个']",[],[],61,train-s3571
31151,步,38,obj,,一,[],[],[],61,train-s3571
31152,变异,40,obl,,,[],[],['美洲'],61,train-s3571
31153,拓展,42,conj,,,[],[],[],61,train-s3571
31154,世纪,46,clf,,20,[],[],[],61,train-s3571
31155,年代,50,nmod:tmod,,80,"['20', '世纪']",[],[],61,train-s3571
31156,地区,54,obj,,,[],[],"['华', '人']",61,train-s3571
31157,洋,57,conj,,,[],[],[],61,train-s3571
31158,社会,60,conj,,,[],[],[],61,train-s3571
31159,家人,3,nsubj,,,[],[],[],25,train-s3572
31160,酒店,9,nmod,,,[],[],['皇廷'],25,train-s3572
31161,工程,15,nmod,,,[],[],"['大屿', '山']",25,train-s3572
31162,公款,17,obj,,,[],[],"['“', '皇廷', '”', '中', '的', '酒店', '山', '的', '工程']",25,train-s3572
31163,朝廷,1,nmod,,,[],[],[],8,train-s3573
31164,大权,2,nsubj,,,[],[],['朝廷'],8,train-s3573
31165,手里,7,obj,,,[],[],"['藤原', '氏']",8,train-s3573
31166,医院,1,nsubj,,,[],[],[],17,train-s3574
31167,患者,5,obl,各类,,[],[],[],17,train-s3574
31168,疾病,9,obl,,,[],[],[],17,train-s3574
31169,身体,11,nsubj,,,[],[],[],17,train-s3574
31170,情况,13,conj,,,[],['异常'],[],17,train-s3574
31171,分科,15,obj,,,[],[],[],17,train-s3574
31172,分流,16,conj,,,[],[],[],17,train-s3574
31173,年,2,nmod:tmod,,1962,[],[],[],16,train-s3575
31174,佛学,6,compound,,,[],[],[],16,train-s3575
31175,佛学,11,obj,,,[],[],[],16,train-s3575
31176,作品,2,nsubj,以上,,[],[],[],14,train-s3576
31177,记集,12,obl,,,[],[],['僧祐'],14,train-s3576
31178,译本,8,nmod,,,[],['不同'],[],30,train-s3577
31179,搜集,10,obj,,,[],[],"['不同', '的', '译本']",30,train-s3577
31180,综理,15,nmod,,,[],[],[],30,train-s3577
31181,众经,16,nmod,,,[],[],[],30,train-s3577
31182,目录,17,nmod,,,[],[],"['综理', '众经']",30,train-s3577
31183,撰述,20,obj,,,[],[],"['《', '综理', '众经', '》', '的', '目录']",30,train-s3577
31184,译场,27,obj,,,[],[],[],30,train-s3577
31185,作为,29,conj,,,[],[],[],30,train-s3577
31186,个,9,clf,,一,[],[],[],39,train-s3578
31187,家庭,11,obl,,,"['一', '个']",['穷苦'],"['州', '的', '奥克兰']",39,train-s3578
31188,岁,14,nmod:tmod,,2,[],[],[],39,train-s3578
31189,父亲,16,nsubj,,,[],[],[],39,train-s3578
31190,母亲,23,conj,,,[],[],[],39,train-s3578
31191,岁,26,nmod:tmod,,7,[],[],[],39,train-s3578
31192,房子,30,nsubj:pass,,,[],[],[],39,train-s3578
31193,母亲,36,conj,,,[],[],[],39,train-s3578
31194,年,2,nmod:tmod,,1929,[],[],[],37,train-s3579
31195,球队,4,nsubj,,,[],[],[],37,train-s3579
31196,足球,7,nmod,,,[],[],[],37,train-s3579
31197,级别,9,nmod,,第一,[],[],[],37,train-s3579
31198,联赛,10,obj,,,[],[],"['意大利', '足球', '第一', '级别']",37,train-s3579
31199,此后,16,nmod:tmod,,,[],[],[],37,train-s3579
31200,球队,17,nsubj,,,[],[],[],37,train-s3579
31201,赛季,26,obl,,30,[],[],[],37,train-s3579
31202,次,28,advmod,,两,[],[],[],37,train-s3579
31203,足球,34,nmod,,,[],[],[],37,train-s3579
31204,乙级,35,nmod,,,[],[],[],37,train-s3579
31205,联赛,36,obj,,,[],[],"['意大利', '足球', '乙级']",37,train-s3579
31206,当期,12,nmod,,,[],[],[],34,train-s3580
31207,行为,14,nmod,,,[],[],"['自己', '的', '当期']",34,train-s3580
31208,未来,19,nmod,,,[],[],[],34,train-s3580
31209,行为,20,nmod,,,[],[],"['其他', '参与', '者', '未来']",34,train-s3580
31210,影响,22,obj,,,[],[],"['自己', '当期', '行为']",34,train-s3580
31211,声誉,33,obj,,,[],[],"['参与', '的', '者']",34,train-s3580
31212,铁路,6,nmod,,,[],[],"['成', '渝']",22,train-s3581
31213,铁路,10,conj,,,[],[],"['襄', '渝']",22,train-s3581
31214,铁路,14,conj,,,[],[],"['川', '黔']",22,train-s3581
31215,等,17,compound,,一,[],[],[],22,train-s3581
31216,学术,2,nsubj,,,[],[],[],29,train-s3582
31217,城区,16,nmod,,,[],[],"['重庆', '市']",29,train-s3582
31218,语言,18,root,,,[],[],"['市', '主', '的', '城区']",29,train-s3582
31219,使用,20,nmod,,,[],[],[],29,train-s3582
31220,人口,21,nsubj,,,[],[],['使用'],29,train-s3582
31221,全市,25,nmod,,,[],[],[],29,train-s3582
31222,人口,26,nmod,,,[],[],"['重庆', '全市']",29,train-s3582
31223,战斗,2,nsubj,,,[],[],['重庆'],17,train-s3583
31224,年,6,clf,,1921,[],[],[],17,train-s3583
31225,月,8,clf,,8,[],[],[],17,train-s3583
31226,日,10,obl,,7,"['1921', '年', '8', '月']",[],[],17,train-s3583
31227,地点,12,nsubj,,,[],[],[],17,train-s3583
31228,区域,5,nsubj,,,[],[],[],14,train-s3584
31229,所,13,obj,,五,[],[],"['明朝', '乾西']",14,train-s3584
31230,院落,3,nsubj,,,[],[],"['重华', '宫']",12,train-s3585
31231,以东,4,acl,,,[],[],[],12,train-s3585
31232,以西,9,nsubj,,,[],[],[],12,train-s3585
31233,厨房,11,parataxis,,,[],[],[],12,train-s3585
31234,故事,1,nmod,,,[],[],[],64,train-s3586
31235,背景,2,nsubj,,,[],[],['故事'],64,train-s3586
31236,国家,7,nmod,,,[],[],[],64,train-s3586
31237,公园,8,obj,,,[],[],"['的', '加拿大', '贾斯珀', '国家']",64,train-s3586
31238,母狼,10,nsubj,,,[],[],[],64,train-s3586
31239,公狼,16,conj,,,[],[],[],64,train-s3586
31240,一起,23,advmod,,,[],[],[],64,train-s3586
31241,玩伴,26,parataxis,,,[],[],[],64,train-s3586
31242,者,30,nmod,,两,[],[],[],64,train-s3586
31243,社会,32,nmod,,,[],[],[],64,train-s3586
31244,阶级,33,nsubj,,,[],[],"['两', '的', '者', '社会']",64,train-s3586
31245,西部,39,nmod,,,[],[],[],64,train-s3586
31246,狼群,40,nmod,,,[],[],['西部'],64,train-s3586
31247,首领,45,nmod,,,[],[],"['西部', '阿尔发', '狼群']",64,train-s3586
31248,女儿,51,parataxis,,,[],[],"['狼群', '温斯顿', '首领']",64,train-s3586
31249,地位,57,nsubj,,,[],[],[],64,train-s3586
31250,叶序,2,root,,,[],['对生'],[],20,train-s3587
31251,叶片,4,nsubj,,,[],[],[],20,train-s3587
31252,厘米,8,advmod,,2-6.5,[],[],[],20,train-s3587
31253,厘米,12,advmod,,1-2,[],[],[],20,train-s3587
31254,边缘,17,nsubj,,,[],[],[],20,train-s3587
31255,齿状,19,parataxis,,,[],[],[],20,train-s3587
31256,年,6,nmod:tmod,,4,[],[],[],26,train-s3588
31257,市民,11,nmod,,,[],[],[],26,train-s3588
31258,代表,12,obj,,,[],[],"['台北', '县', '永和', '市', '市民']",26,train-s3588
31259,议员,19,obj,,,[],[],"['台北', '县']",26,train-s3588
31260,届,24,advmod,,4,[],[],[],26,train-s3588
31261,个,10,nmod,,一,[],[],[],33,train-s3589
31262,地级,11,compound,,,[],[],[],33,train-s3589
31263,中部,17,nmod,,,[],[],"['浙江', '省']",33,train-s3589
31264,中心,19,nmod,,,[],[],[],33,train-s3589
31265,城市,20,root,,,[],[],"['省', '的', '中部', '中心']",33,train-s3589
31266,交通,22,nmod,,,[],[],[],33,train-s3589
31267,枢纽,23,conj,,,[],[],['交通'],33,train-s3589
31268,国家,25,nmod,,,[],[],[],33,train-s3589
31269,历史,26,nmod,,,[],[],[],33,train-s3589
31270,文化,27,nmod,,,[],[],[],33,train-s3589
31271,名城,28,conj,,,[],[],"['国家', '历史', '文化']",33,train-s3589
31272,旅游,31,nmod,,,[],[],[],33,train-s3589
31273,城市,32,conj,,,[],['著名'],['旅游'],33,train-s3589
31274,年,2,clf,,2009,[],[],[],17,train-s3590
31275,月,4,nmod:tmod,,11,"['2009', '年']",[],[],17,train-s3590
31276,俱乐部,13,nmod,,,[],[],[],17,train-s3590
31277,梯队,16,obj,,,[],[],"['的', '俱乐部', 'U15']",17,train-s3590
31278,北,6,acl,,,[],[],[],17,train-s3591
31279,祖籍,11,nsubj,,,[],[],[],17,train-s3591
31280,南,13,acl,,,[],[],[],17,train-s3591
31281,金带英丽鱼,1,nsubj,,,[],[],[],57,train-s3592
31282,辐鳍鱼,4,compound,,,[],[],[],57,train-s3592
31283,鲈形,6,compound,,,[],[],[],57,train-s3592
31284,隆头鱼,8,nmod,,,[],[],[],57,train-s3592
31285,亚目,9,nmod,,,[],[],[],57,train-s3592
31286,慈鲷,10,compound,,,[],[],[],57,train-s3592
31287,其中,13,nmod,,,[],[],[],57,train-s3592
31288,种,15,advcl,,一,[],[],"['纲', '目', '隆头鱼', '亚目', '慈鲷', '的', '科', '其中']",57,train-s3592
31289,流域,23,obl,,,[],[],"['南美', '洲', '亚马逊', '河']",57,train-s3592
31290,体长,25,nsubj,,,[],[],[],57,train-s3592
31291,公分,29,obj,,14,[],[],[],57,train-s3592
31292,植被,33,nsubj,,,[],[],[],57,train-s3592
31293,水域,37,obl,,,[],['泛滥'],[],57,train-s3592
31294,果实,45,nsubj,,,[],[],[],57,train-s3592
31295,食,47,ccomp,,,[],[],[],57,train-s3592
31296,主角,2,nsubj,,,[],[],[],21,train-s3593
31297,朋友,5,nsubj,,,[],[],[],21,train-s3593
31298,程度,14,obl,,,[],['一定'],[],21,train-s3593
31299,主角,18,nmod,,,[],[],[],21,train-s3593
31300,结局,20,obj,,,[],[],"['的', '主角']",21,train-s3593
31301,子,8,nsubj,,第四,[],[],[],36,train-s3594
31302,任,13,clf,,第九,[],[],[],36,train-s3594
31303,皇帝,14,obj,,,"['第九', '任']",[],[],36,train-s3594
31304,年,21,nmod:tmod,,十一,[],[],[],36,train-s3594
31305,皇帝,22,obj,,,[],[],[],36,train-s3594
31306,儿子,29,nsubj,,,[],['唯一'],[],36,train-s3594
31307,任,34,clf,,第十,[],[],[],36,train-s3594
31308,皇帝,35,obj,,,"['第十', '任']",[],[],36,train-s3594
31309,决定,7,nmod,,,[],[],[],14,train-s3595
31310,经济,11,nsubj,,,[],[],[],14,train-s3595
31311,供职,5,amod,,,[],[],[],21,train-s3596
31312,期间,6,nmod,,,[],[],[],21,train-s3596
31313,表现,8,nsubj,,,[],[],"['供职', '的', '期间']",21,train-s3596
31314,肯定,11,obj,,,[],[],['英廷'],21,train-s3596
31315,年,17,obl,,1931,[],[],[],21,train-s3596
31316,勋衔,20,obj,,,[],[],['GCMG'],21,train-s3596
31317,世纪,2,nmod:tmod,,19,[],[],[],23,train-s3597
31318,所,6,clf,,一,[],[],[],23,train-s3597
31319,文法,8,nmod,,,[],[],[],23,train-s3597
31320,学校,9,nsubj,,,"['一', '所']",[],"['德国', '文法']",23,train-s3597
31321,此楼,12,obj,,,[],[],[],23,train-s3597
31322,内,13,acl,,,[],[],[],23,train-s3597
31323,年,16,nmod:tmod,,1893,[],[],[],23,train-s3597
31324,年,19,conj,,1901,[],[],[],23,train-s3597
31325,年,2,nmod:tmod,,1937,[],[],[],18,train-s3598
31326,个,9,clf,,11,[],[],[],18,train-s3598
31327,俱乐部,10,obl,,,"['11', '个']",[],[],18,train-s3598
31328,竞马,16,nmod,,,[],[],[],18,train-s3598
31329,俱乐部,17,obj,,,[],['原有'],"['京都', '竞马']",18,train-s3598
31330,老汉,2,nsubj,,,[],[],['陈'],31,train-s3599
31331,承诺,6,obl:patient,,,[],[],[],31,train-s3599
31332,时候,13,obj,,,[],[],[],31,train-s3599
31333,年,17,nmod,这,一,[],[],[],31,train-s3599
31334,光景,18,nsubj,,,[],[],"['这', '一', '年']",31,train-s3599
31335,块,24,nmod,,一,[],[],[],31,train-s3599
31336,猪肉,25,obj,,,[],[],"['一', '块']",31,train-s3599
31337,饺子,29,obj,,,[],[],[],31,train-s3599
31338,犯人,6,nmod,,,[],[],[],19,train-s3600
31339,面貌,7,nsubj,,,[],[],['犯人'],19,train-s3600
31340,义父,12,nmod,,,[],[],['自己'],19,train-s3600
31341,市民,2,nsubj,,,[],[],[],20,train-s3601
31342,人数,6,nsubj,,,[],[],[],20,train-s3601
31343,期间,9,obl,,,[],[],[],20,train-s3601
31344,牵牛花,11,nsubj,,,[],[],[],20,train-s3601
31345,问题,19,obj,,,[],[],[],20,train-s3601
31346,核电,1,nmod,,,[],[],[],64,train-s3602
31347,产业,2,nsubj,,,[],[],['核电'],64,train-s3602
31348,辐射,8,nmod,,,[],[],[],64,train-s3602
31349,暴露,9,nsubj,,,[],[],['辐射'],64,train-s3602
31350,工作,12,obl:patient,,,[],['危险'],[],64,train-s3602
31351,派遣,14,nmod,,,[],[],[],64,train-s3602
31352,员工,15,iobj,,,[],[],['派遣'],64,train-s3602
31353,员工,18,nsubj,这些,,[],[],[],64,train-s3602
31354,自保,20,nmod,,,[],[],[],64,train-s3602
31355,知识,21,obj,,,[],[],['自保'],64,train-s3602
31356,能力,26,conj,,,[],[],[],64,train-s3602
31357,核电,28,compound,,,[],[],[],64,train-s3602
31358,安全,30,nmod,,,[],[],[],64,train-s3602
31359,健康,31,nsubj,,,[],[],"['核电', '厂', '安全']",64,train-s3602
31360,假象,34,parataxis,,,[],[],[],64,train-s3602
31361,派遣,36,nmod,,,[],[],[],64,train-s3602
31362,员工,37,nsubj,,,[],[],['派遣'],64,train-s3602
31363,剂量,40,nmod,,,[],['危险'],[],64,train-s3602
31364,辐射,42,nmod,,,[],[],[],64,train-s3602
31365,照射,43,obj,,,[],[],"['危险', '的', '剂量', '辐射']",64,train-s3602
31366,个,45,clf,这,,[],[],[],64,train-s3602
31367,事实,46,appos,,,"['这', '个']",[],[],64,train-s3602
31368,记录,50,obl,,,[],[],[],64,train-s3602
31369,罹癌,54,nmod,,,[],[],[],64,train-s3602
31370,机率,55,nsubj,,,[],[],"['他们', '罹癌']",64,train-s3602
31371,医师,58,nsubj,,,[],[],[],64,train-s3602
31372,公卫,60,nmod,,,[],[],[],64,train-s3602
31373,体系,61,conj,,,[],[],['公卫'],64,train-s3602
31374,桩,7,clf,这,,[],[],[],37,train-s3603
31375,善事,8,obj,,,"['这', '桩']",[],[],37,train-s3603
31376,戏院,10,nsubj,,,[],[],[],37,train-s3603
31377,伙食,12,obj,,,[],[],[],37,train-s3603
31378,鱼,17,nmod,,,[],[],[],37,train-s3603
31379,肉,19,obj,,,[],[],"['大', '鱼']",37,train-s3603
31380,宴席,23,obl,,,[],[],[],37,train-s3603
31381,房间,26,nmod,,,[],[],[],37,train-s3603
31382,墙壁,28,nsubj,,,[],[],"['的', '房间']",37,train-s3603
31383,个,33,clf,,一,[],[],[],37,train-s3603
31384,戏子,34,nsubj,,,"['一', '个']",[],[],37,train-s3603
31385,二战,1,nmod,,,[],[],[],12,train-s3604
31386,期间,2,nmod:tmod,,,[],[],['二战'],12,train-s3604
31387,研究,5,nsubj,,,[],['主要'],[],12,train-s3604
31388,应用,7,nmod,,,[],[],[],12,train-s3604
31389,领域,8,conj,,,[],[],['应用'],12,train-s3604
31390,军事,10,nmod,,,[],[],[],12,train-s3604
31391,领域,11,root,,,[],[],['军事'],12,train-s3604
31392,元素,4,nsubj,这些,,[],['共同'],[],22,train-s3605
31393,命名,8,nsubj,,,[],[],[],22,train-s3605
31394,定义,10,conj,,,[],[],[],22,train-s3605
31395,学科,21,obj,同,一,[],[],[],22,train-s3605
31396,人字,1,compound,,,[],[],[],25,train-s3606
31397,年代,6,nsubj,,,[],['确实'],[],25,train-s3606
31398,蓝白,16,nmod,,,[],[],[],25,train-s3606
31399,拖鞋,17,nsubj,,,[],[],['蓝白'],25,train-s3606
31400,年,21,obl,,1964,[],[],[],25,train-s3606
