,n_word,n_lemma,n_id,det,det_lemma,num,num_lemma,adj,num_adj,ncomp,ncomp_lemma,num_ncomp,nmod,nmod_lemma,num_nmod,sen_len,sen_id
27130,post,post,38,a,a,,,,,,,,,,,43,answers-20111108091921AAaLK4e_ans-0056
27131,horses,horse,42,,,,,,,,,,,,,43,answers-20111108091921AAaLK4e_ans-0056
27132,30s,30,5,,,,,divorced,1,,,,,,,37,answers-20111108091921AAaLK4e_ans-0057
27133,kids,kid,10,,,2,2,,,,,,,,,37,answers-20111108091921AAaLK4e_ans-0057
27134,chance,chance,28,the,the,,,,,,,,,,,37,answers-20111108091921AAaLK4e_ans-0057
27135,date,date,35,a,a,,,,,,,,,,,37,answers-20111108091921AAaLK4e_ans-0057
27136,Years,year,4,,,,,,,,,,,,,6,answers-20111108091921AAaLK4e_ans-0059
27137,Habit,habit,4,this,this,,,,,,,,,,,9,answers-20111108091921AAaLK4e_ans-0060
27138,day,day,3,,,one,one,,,,,,,,,35,answers-20111108091921AAaLK4e_ans-0061
27139,Underwear,underwear,14,,,,,,,,,,,,,35,answers-20111108091921AAaLK4e_ans-0061
27140,Mare,mare,23,,,,,,,,,,,,,35,answers-20111108091921AAaLK4e_ans-0061
27141,hoof,hoof,27,,,,,"Right, front",2,,,,,,,35,answers-20111108091921AAaLK4e_ans-0061
27142,butt,butt,5,,,,,,,,,,,,,24,answers-20111108091921AAaLK4e_ans-0062
27143,face,face,16,,,,,red,1,,,,,,,24,answers-20111108091921AAaLK4e_ans-0062
27144,Mare,mare,20,,,,,,,,,,,,,24,answers-20111108091921AAaLK4e_ans-0062
27145,weeks,week,3,,,6,6,,,,,,,,,45,answers-20111108091921AAaLK4e_ans-0063
27146,mare,mare,16,,,,,,,,,,,,,45,answers-20111108091921AAaLK4e_ans-0063
27147,Wholes,whole,28,,,,,,,,,,"pants, places","pants, place",2,45,answers-20111108091921AAaLK4e_ans-0063
27148,pants,pants,31,,,,,,,,,,,,,45,answers-20111108091921AAaLK4e_ans-0063
27149,places,place,35,the,the,,,wrong,1,,,,,,,45,answers-20111108091921AAaLK4e_ans-0063
27150,ass,ass,9,,,,,,,,,,,,,21,answers-20111108091921AAaLK4e_ans-0064
27151,cheeks,cheek,10,,,,,,,ass,ass,1,,,,21,answers-20111108091921AAaLK4e_ans-0064
27152,Underwear,underwear,20,,,,,,,,,,,,,21,answers-20111108091921AAaLK4e_ans-0064
27153,way,way,5,a,a,,,strange,1,,,,,,,16,answers-20111108091921AAaLK4e_ans-0065
27154,way,way,15,,,,,,,,,,,,,16,answers-20111108091921AAaLK4e_ans-0065
27155,time,time,13,the,the,,,next,1,,,,,,,38,answers-20111108091921AAaLK4e_ans-0066
27156,girl,girl,28,a,a,,,,,,,,,,,38,answers-20111108091921AAaLK4e_ans-0066
27157,Guy,guy,12,the,the,,,,,,,,,,,15,answers-20111108091921AAaLK4e_ans-0067
27158,farrier,farrier,10,,,,,,,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27159,hugs,hug,14,,,,,,,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27160,thing,thing,21,a,a,,,good,1,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27161,wife,wife,26,a,a,,,,,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27162,kids,kid,29,,,2,2,,,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27163,week,week,46,a,a,,,,,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27164,reply,reply,52,no,no,,,,,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27165,call,call,56,a,a,,,,,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27166,message,message,62,a,a,,,,,,,,,,,75,answers-20111108091921AAaLK4e_ans-0068
27167,point,point,3,the,the,,,,,,,,view,view,1,23,answers-20111108091921AAaLK4e_ans-0069
27168,view,view,5,,,,,,,,,,business,business,1,23,answers-20111108091921AAaLK4e_ans-0069
27169,business,business,8,a,a,,,,,,,,,,,23,answers-20111108091921AAaLK4e_ans-0069
27170,client,client,11,,,,,,,,,,,,,23,answers-20111108091921AAaLK4e_ans-0069
27171,operator,operator,13,,,,,,,,,,,,,23,answers-20111108091921AAaLK4e_ans-0069
27172,relationships,relationship,14,,,,,,,client,client,1,,,,23,answers-20111108091921AAaLK4e_ans-0069
27173,job,job,22,a,a,,,shitty,1,,,,,,,23,answers-20111108091921AAaLK4e_ans-0069
27174,nails,nail,2,,,,,,,,,,,,,15,answers-20111108091921AAaLK4e_ans-0070
27175,bloke,bloke,10,a,a,,,different,1,,,,,,,48,answers-20111108091921AAaLK4e_ans-0071
27176,job,job,17,a,a,,,sub-par,1,,,,,,,48,answers-20111108091921AAaLK4e_ans-0071
27177,quality,quality,46,,,,,,,,,,,,,48,answers-20111108091921AAaLK4e_ans-0071
27178,business,business,8,,,,,,,,,,,,,27,answers-20111108091921AAaLK4e_ans-0072
27179,customer,customer,18,a,a,,,,,,,,,,,27,answers-20111108091921AAaLK4e_ans-0072
27180,earth,earth,21,,,,,,,,,,,,,27,answers-20111108091921AAaLK4e_ans-0072
27181,work,work,26,,,,,shoddy,1,,,,,,,27,answers-20111108091921AAaLK4e_ans-0072
27182,EPM,epm,1,,,,,,,,,,,,,7,answers-20111108104724AAuBUR7_ans-0001
27183,opportunity,opportunity,4,the,the,,,,,,,,,,,16,answers-20111108104724AAuBUR7_ans-0003
27184,year,year,12,,,6,6,,,,,,,,,16,answers-20111108104724AAuBUR7_ans-0003
27185,old,old,13,a,a,,,nice,1,,,,,,,16,answers-20111108104724AAuBUR7_ans-0003
27186,issues,issue,11,,,,,,,,,,,,,12,answers-20111108104724AAuBUR7_ans-0004
27187,owner,owner,5,the,the,,,,,,,,,,,8,answers-20111108104724AAuBUR7_ans-0005
27188,year,year,5,,,5,5,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0006
27189,old,old,6,a,a,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0006
27190,cheek,cheek,12,,,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0006
27191,muscle,muscle,13,,,,,,,cheek,cheek,1,,,,24,answers-20111108104724AAuBUR7_ans-0006
27192,side,side,17,the,the,,,right,1,,,,,,,24,answers-20111108104724AAuBUR7_ans-0006
27193,months,month,22,,,3,3,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0006
27194,damage,damage,8,,,,,"possible, nerve",2,,,,,,,30,answers-20111108104724AAuBUR7_ans-0007
27195,vet,vet,15,the,the,,,,,,,,,,,30,answers-20111108104724AAuBUR7_ans-0007
27196,cheek,cheek,20,,,,,,,,,,,,,30,answers-20111108104724AAuBUR7_ans-0007
27197,muscle,muscle,21,the,the,,,other,1,cheek,cheek,1,,,,30,answers-20111108104724AAuBUR7_ans-0007
27198,theeth,theeth,28,,,,,,,,,,,,,30,answers-20111108104724AAuBUR7_ans-0007
27199,problems,problem,29,no,no,,,,,theeth,theeth,1,,,,30,answers-20111108104724AAuBUR7_ans-0007
27200,trainers,trainer,7,the,the,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0008
27201,first,first,9,the,the,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0008
27202,barrels,barrel,17,the,the,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0008
27203,first,first,6,the,the,,,,,,,,month,month,1,31,answers-20111108104724AAuBUR7_ans-0009
27204,month,month,9,the,the,,,,,,,,,,,31,answers-20111108104724AAuBUR7_ans-0009
27205,weight,weight,15,some,some,,,,,,,,,,,31,answers-20111108104724AAuBUR7_ans-0009
27206,everyday,everyday,22,,,,,,,,,,,,,31,answers-20111108104724AAuBUR7_ans-0009
27207,cheek,cheek,6,,,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0010
27208,muscle,muscle,7,the,the,,,,,cheek,cheek,1,,,,24,answers-20111108104724AAuBUR7_ans-0010
27209,side,side,11,the,the,,,left,1,,,,face,face,1,24,answers-20111108104724AAuBUR7_ans-0010
27210,face,face,14,,,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0010
27211,weight,weight,20,,,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0010
27212,day,day,23,the,the,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0010
27213,dentist,dentist,5,a,a,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0011
27214,yesterday,yesterday,6,,,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0011
27215,teeth,tooth,11,,,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0011
27216,problems,problem,12,no,no,,,,,teeth,tooth,1,,,,13,answers-20111108104724AAuBUR7_ans-0011
27217,feed,feed,6,all,all,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0012
27218,hay,hay,17,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0012
27219,lack,lack,19,,,,,,,,,,muscle,muscle,1,25,answers-20111108104724AAuBUR7_ans-0012
27220,muscle,muscle,21,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0012
27221,flank,flank,7,,,,,,,,,,,,,14,answers-20111108104724AAuBUR7_ans-0013
27222,area,area,8,,,,,,,flank,flank,1,,,,14,answers-20111108104724AAuBUR7_ans-0013
27223,topline,topline,12,,,,,,,,,,,,,14,answers-20111108104724AAuBUR7_ans-0013
27224,muscle,muscle,13,,,,,,,topline,topline,1,,,,14,answers-20111108104724AAuBUR7_ans-0013
27225,sign,sign,4,The,The,,,"only, neurological",2,,,,,,,23,answers-20111108104724AAuBUR7_ans-0014
27226,toes,toe,14,,,,,,,,,,,,,23,answers-20111108104724AAuBUR7_ans-0014
27227,lead,lead,22,,,,,right,1,,,,,,,23,answers-20111108104724AAuBUR7_ans-0014
27228,horse,horse,2,The,The,,,,,,,,muscles,muscle,1,24,answers-20111108104724AAuBUR7_ans-0015
27229,couple,couple,8,a,a,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0015
27230,weeks,week,9,,,,,,,,,,couple,couple,1,24,answers-20111108104724AAuBUR7_ans-0015
27231,cheek,cheek,14,,,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0015
27232,muscles,muscle,15,the,the,,,,,cheek,cheek,1,,,,24,answers-20111108104724AAuBUR7_ans-0015
27233,resort,resort,21,,,,,last,1,,,,life,life,1,24,answers-20111108104724AAuBUR7_ans-0015
27234,life,life,23,,,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0015
27235,EPM,epm,8,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0017
27236,test,test,9,an,an,,,,,EPM,epm,1,,,,25,answers-20111108104724AAuBUR7_ans-0017
27237,blood,blood,15,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0017
27238,panel,panel,16,an,an,,,extensive,1,blood,blood,1,,,,25,answers-20111108104724AAuBUR7_ans-0017
27239,vet,vet,19,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0017
27240,exam,exam,24,a,a,,,"neurological, physical",2,,,,,,,25,answers-20111108104724AAuBUR7_ans-0017
27241,EPM,epm,7,,,,,,,,,,,,,15,answers-20111108104724AAuBUR7_ans-0018
27242,test,test,8,the,the,,,,,EPM,epm,1,,,,15,answers-20111108104724AAuBUR7_ans-0018
27243,signs,sign,14,NO,NO,,,neurological,1,,,,,,,15,answers-20111108104724AAuBUR7_ans-0018
27244,signs,sign,6,no,no,,,other,1,,,,,,,17,answers-20111108104724AAuBUR7_ans-0019
27245,weight,weight,10,,,,,,,,,,,,,17,answers-20111108104724AAuBUR7_ans-0019
27246,loss,loss,11,the,the,,,,,weight,weight,1,,,,17,answers-20111108104724AAuBUR7_ans-0019
27247,muscle,muscle,15,,,,,,,,,,,,,17,answers-20111108104724AAuBUR7_ans-0019
27248,atrophy,atrophy,16,some,some,,,,,muscle,muscle,1,,,,17,answers-20111108104724AAuBUR7_ans-0019
27249,grain,grain,6,,,,,,,,,,,,,27,answers-20111108104724AAuBUR7_ans-0020
27250,while,while,13,a,a,,,,,,,,,,,27,answers-20111108104724AAuBUR7_ans-0020
27251,lack,lack,21,the,the,,,,,,,,muscle,muscle,1,27,answers-20111108104724AAuBUR7_ans-0020
27252,muscle,muscle,23,,,,,,,,,,jaws,jaw,1,27,answers-20111108104724AAuBUR7_ans-0020
27253,jaws,jaw,26,,,,,,,,,,,,,27,answers-20111108104724AAuBUR7_ans-0020
27254,horse,horse,6,the,the,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0021
27255,vet,vet,7,,,,,,,,,,,,,28,answers-20111108104724AAuBUR7_ans-0022
27256,fluid,fluid,19,,,,,spinal,1,,,,,,,28,answers-20111108104724AAuBUR7_ans-0022
27257,test,test,20,the,the,,,,,fluid,fluid,1,,,,28,answers-20111108104724AAuBUR7_ans-0022
27258,EPM,epm,23,,,,,,,,,,,,,28,answers-20111108104724AAuBUR7_ans-0022
27259,titer,titer,26,,,,,,,,,,,,,28,answers-20111108104724AAuBUR7_ans-0022
27260,test,test,27,a,a,,,,,titer,titer,1,,,,28,answers-20111108104724AAuBUR7_ans-0022
27261,copy,copy,5,a,a,,,,,,,,results,result,1,17,answers-20111108104724AAuBUR7_ans-0023
27262,blood,blood,8,,,,,,,,,,,,,17,answers-20111108104724AAuBUR7_ans-0023
27263,results,result,9,the,the,,,,,blood,blood,1,,,,17,answers-20111108104724AAuBUR7_ans-0023
27264,owner,owner,11,the,the,,,,,,,,,,,17,answers-20111108104724AAuBUR7_ans-0023
27265,theory,theory,3,,,,,other,1,,,,,,,7,answers-20111108104724AAuBUR7_ans-0024
27266,wobblers,wobbler,6,,,,,,,,,,,,,7,answers-20111108104724AAuBUR7_ans-0024
27267,chiro,chiro,7,,,,,,,,,,,,,22,answers-20111108104724AAuBUR7_ans-0025
27268,acupuncturist,acupuncturist,9,,,,,equine,1,chiro,chiro,1,,,,22,answers-20111108104724AAuBUR7_ans-0025
27269,work,work,14,some,some,,,,,,,,,,,22,answers-20111108104724AAuBUR7_ans-0025
27270,ideas,idea,3,any,any,,,,,,,,,,,4,answers-20111108104724AAuBUR7_ans-0026
27271,Horse,horse,1,,,,,,,,,,,,,9,answers-20111108104724AAuBUR7_ans-0029
27272,state,state,5,,,,,local,1,,,,,,,9,answers-20111108104724AAuBUR7_ans-0029
27273,Owner,owner,1,,,,,,,,,,,,,11,answers-20111108104724AAuBUR7_ans-0030
27274,vet,vet,6,,,,,,,,,,,,,11,answers-20111108104724AAuBUR7_ans-0031
27275,chiro,chiro,8,,,,,,,,,,,,,11,answers-20111108104724AAuBUR7_ans-0031
27276,pasture,pasture,24,,,,,,,,,,,,,26,answers-20111108104724AAuBUR7_ans-0032
27277,ornament,ornament,25,a,a,,,pretty,1,pasture,pasture,1,,,,26,answers-20111108104724AAuBUR7_ans-0032
27278,issues,issue,10,,,,,many,1,,,,,,,13,answers-20111108104724AAuBUR7_ans-0033
27279,saddle,saddle,12,,,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0033
27280,horse,horse,4,a,a,,,able,1,,,,,,,31,answers-20111108104724AAuBUR7_ans-0034
27281,treatment,treatment,22,,,,,,,,,,,,,31,answers-20111108104724AAuBUR7_ans-0034
27282,purchase,purchase,29,,,,,,,,,,,,,31,answers-20111108104724AAuBUR7_ans-0034
27283,price,price,30,,,,,,,purchase,purchase,1,,,,31,answers-20111108104724AAuBUR7_ans-0034
27284,owner,owner,5,the,the,,,,,,,,,,,20,answers-20111108104724AAuBUR7_ans-0035
27285,paragraph,paragraph,9,,,3,3,,,,,,,,,20,answers-20111108104724AAuBUR7_ans-0035
27286,one,one,4,the,the,,,,,,,,,,,22,answers-20111108104724AAuBUR7_ans-0036
27287,case,case,16,,,,,,,,,,,,,22,answers-20111108104724AAuBUR7_ans-0036
27288,grain,grain,4,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0037
27289,feed,feed,10,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0037
27290,regimen,regimen,11,a,a,,,,,feed,feed,1,,,,25,answers-20111108104724AAuBUR7_ans-0037
27291,head,head,14,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0037
27292,guy,guy,17,the,the,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0037
27293,hay,hay,24,,,,,regular,1,,,,,,,25,answers-20111108104724AAuBUR7_ans-0037
27294,weight,weight,12,,,,,,,,,,,,,22,answers-20111108104724AAuBUR7_ans-0038
27295,grain,grain,21,the,the,,,,,,,,,,,22,answers-20111108104724AAuBUR7_ans-0038
27296,horse,horse,10,a,a,,,,,,,,,,,15,answers-20111108104724AAuBUR7_ans-0039
27297,EPM,epm,7,,,,,,,,,,,,,11,answers-20111108104724AAuBUR7_ans-0040
27298,test,test,8,the,the,,,,,EPM,epm,1,,,,11,answers-20111108104724AAuBUR7_ans-0040
27299,owner,owner,2,The,The,,,,,,,,,,,9,answers-20111108104724AAuBUR7_ans-0041
27300,one,one,5,the,the,,,unable,1,,,,,,,9,answers-20111108104724AAuBUR7_ans-0041
27301,vet,vet,8,,,,,other,1,,,,,,,21,answers-20111108104724AAuBUR7_ans-0042
27302,chiro,chiro,13,a,a,,,,,,,,,,,21,answers-20111108104724AAuBUR7_ans-0042
27303,acupuncturist,acupuncturist,15,,,,,,,,,,,,,21,answers-20111108104724AAuBUR7_ans-0042
27304,wobblers,wobbler,20,,,,,,,,,,,,,21,answers-20111108104724AAuBUR7_ans-0042
27305,symptoms,symptom,9,,,,,slight,1,,,,,,,32,answers-20111108104724AAuBUR7_ans-0043
27306,owner,owner,12,the,the,,,,,,,,,,,32,answers-20111108104724AAuBUR7_ans-0043
27307,vet,vet,14,,,,,,,,,,,,,32,answers-20111108104724AAuBUR7_ans-0043
27308,nerve,nerve,21,,,,,,,,,,,,,32,answers-20111108104724AAuBUR7_ans-0043
27309,damage,damage,22,some,some,,,,,nerve,nerve,1,,,,32,answers-20111108104724AAuBUR7_ans-0043
27310,pasture,pasture,27,the,the,,,,,,,,,,,32,answers-20111108104724AAuBUR7_ans-0043
27311,injury,injury,31,no,no,,,visible,1,,,,,,,32,answers-20111108104724AAuBUR7_ans-0043
27312,weight,weight,5,,,,,,,,,,,,,35,answers-20111108104724AAuBUR7_ans-0044
27313,loss,loss,6,,,,,,,weight,weight,1,,,,35,answers-20111108104724AAuBUR7_ans-0044
27314,muscle,muscle,9,,,,,,,,,,,,,35,answers-20111108104724AAuBUR7_ans-0044
27315,atrophy,atrophy,10,some,some,,,,,muscle,muscle,1,,,,35,answers-20111108104724AAuBUR7_ans-0044
27316,toe,toe,15,,,,,,,,,,,,,35,answers-20111108104724AAuBUR7_ans-0044
27317,drag,drag,16,the,the,,,slight,1,toe,toe,1,,,,35,answers-20111108104724AAuBUR7_ans-0044
27318,bit,bit,19,a,a,,,,,,,,trouble,trouble,1,35,answers-20111108104724AAuBUR7_ans-0044
27319,trouble,trouble,21,,,,,,,,,,lead,lead,1,35,answers-20111108104724AAuBUR7_ans-0044
27320,lead,lead,25,the,the,,,right,1,,,,,,,35,answers-20111108104724AAuBUR7_ans-0044
27321,horse,horse,2,The,The,,,,,,,,,,,7,answers-20111108104724AAuBUR7_ans-0045
27322,pain,pain,6,,,,,,,,,,,,,7,answers-20111108104724AAuBUR7_ans-0045
27323,we,we,4,,,,,,,,,,,,,4,answers-20111108104724AAuBUR7_ans-0047
27324,horse,horse,2,The,The,,,,,,,,,,,7,answers-20111108104724AAuBUR7_ans-0048
27325,pain,pain,6,,,,,,,,,,,,,7,answers-20111108104724AAuBUR7_ans-0048
27326,weight,weight,4,,,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0050
27327,trainer,trainer,15,the,the,,,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0050
27328,days,day,23,,,60,60,,,,,,,,,24,answers-20111108104724AAuBUR7_ans-0050
27329,possibility,possibility,7,the,the,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0052
27330,time,time,4,the,the,,,same,1,,,,,,,18,answers-20111108104724AAuBUR7_ans-0053
27331,people,people,8,,,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0053
27332,horses,horse,12,,,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0053
27333,EPM,epm,17,,,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0053
27334,shot,shot,8,a,a,,,,,,,,,,,9,answers-20111108104724AAuBUR7_ans-0055
27335,site,site,9,that,that,,,whole,1,,,,,,,22,answers-20111108104724AAuBUR7_ans-0056
27336,research,research,14,,,,,,,,,,,,,22,answers-20111108104724AAuBUR7_ans-0056
27337,articles,article,15,,,,,,,research,research,1,colleges,college,1,22,answers-20111108104724AAuBUR7_ans-0056
27338,research,research,18,,,,,,,,,,,,,22,answers-20111108104724AAuBUR7_ans-0056
27339,colleges,college,19,the,the,,,,,research,research,1,,,,22,answers-20111108104724AAuBUR7_ans-0056
27340,studies,study,3,,,,,such,1,,,,,,,9,answers-20111108104724AAuBUR7_ans-0057
27341,treatment,treatment,5,,,,,,,,,,,,,9,answers-20111108104724AAuBUR7_ans-0057
27342,options,option,6,,,,,,,treatment,treatment,1,,,,9,answers-20111108104724AAuBUR7_ans-0057
27343,EPM,epm,5,,,,,,,,,,,,,10,answers-20111108104724AAuBUR7_ans-0058
27344,test,test,6,the,the,,,,,EPM,epm,1,,,,10,answers-20111108104724AAuBUR7_ans-0058
27345,chiro,chiro,2,,,,,,,,,,,,,27,answers-20111108104724AAuBUR7_ans-0059
27346,acupuncturist,acupuncturist,4,The,The,,,,,chiro,chiro,1,,,,27,answers-20111108104724AAuBUR7_ans-0059
27347,horse,horse,11,the,the,,,,,,,,,,,27,answers-20111108104724AAuBUR7_ans-0059
27348,wobblers,wobbler,13,,,,,,,,,,,,,27,answers-20111108104724AAuBUR7_ans-0059
27349,compression,compression,20,,,,,spinal,1,,,,,,,27,answers-20111108104724AAuBUR7_ans-0059
27350,EPM,epm,26,,,,,,,,,,,,,27,answers-20111108104724AAuBUR7_ans-0059
27351,case,case,5,the,the,,,,,,,,,,,14,answers-20111108104724AAuBUR7_ans-0060
27352,acupuncture,acupuncture,7,,,,,,,,,,,,,14,answers-20111108104724AAuBUR7_ans-0060
27353,therapies,therapy,8,the,the,,,alternative,1,,,,EPM,epm,1,10,answers-20111108104724AAuBUR7_ans-0061
27354,EPM,epm,10,,,,,,,,,,,,,10,answers-20111108104724AAuBUR7_ans-0061
27355,rescue,rescue,13,this,this,,,,,,,,,,,39,answers-20111108104724AAuBUR7_ans-0062
27356,eyes,eye,14,,,,,,,,,,,,,39,answers-20111108104724AAuBUR7_ans-0062
27357,opinions,opinion,20,the,the,,,,,,,,professionals,professional,1,39,answers-20111108104724AAuBUR7_ans-0062
27358,professionals,professional,23,,,,,qualified,1,,,,,,,39,answers-20111108104724AAuBUR7_ans-0062
27359,bunch,bunch,27,a,a,,,,,,,,Yahoos,yahoo,1,39,answers-20111108104724AAuBUR7_ans-0062
27360,Yahoos,yahoo,29,,,,,,,,,,,,,39,answers-20111108104724AAuBUR7_ans-0062
27361,horse,horse,37,this,this,,,,,,,,,,,39,answers-20111108104724AAuBUR7_ans-0062
27362,users,user,6,some,some,,,,,,,,,,,35,answers-20111108104724AAuBUR7_ans-0063
27363,reading,reading,12,,,,,,,,,,,,,35,answers-20111108104724AAuBUR7_ans-0063
27364,comprehension,comprehension,13,,,,,,,reading,reading,1,,,,35,answers-20111108104724AAuBUR7_ans-0063
27365,horse,horse,22,a,a,,,,,,,,,,,35,answers-20111108104724AAuBUR7_ans-0063
27366,rescue,rescue,26,a,a,,,,,,,,,,,35,answers-20111108104724AAuBUR7_ans-0063
27367,treatment,treatment,32,,,,,"qualified, medical",2,,,,,,,35,answers-20111108104724AAuBUR7_ans-0063
27368,abuse,abuse,34,,,,,,,,,,,,,35,answers-20111108104724AAuBUR7_ans-0063
27369,case,case,2,,,,,,,,,,,,,21,answers-20111108104724AAuBUR7_ans-0064
27370,scenario,scenario,3,,,,,Worst,1,case,case,1,,,,21,answers-20111108104724AAuBUR7_ans-0064
27371,love,love,7,,,,,,,,,,,,,21,answers-20111108104724AAuBUR7_ans-0064
27372,thousands,thousand,11,,,,,,,,,,dollars,dollar,1,21,answers-20111108104724AAuBUR7_ans-0064
27373,dollars,dollar,13,,,,,,,,,,,,,21,answers-20111108104724AAuBUR7_ans-0064
27374,horse,horse,19,the,the,,,,,,,,,,,21,answers-20111108104724AAuBUR7_ans-0064
27375,support,support,14,the,the,,,moral,1,,,,,,,24,answers-20111108104724AAuBUR7_ans-0066
27376,horse,horse,9,a,a,,,,,,,,,,,26,answers-20111108104724AAuBUR7_ans-0067
27377,horses,horse,21,some,some,,,,,,,,,,,26,answers-20111108104724AAuBUR7_ans-0067
27378,risk,risk,25,the,the,,,,,,,,,,,26,answers-20111108104724AAuBUR7_ans-0067
27379,guy,guy,5,this,this,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0068
27380,vet,vet,13,,,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0068
27381,things,thing,16,,,,,,,,,,,,,18,answers-20111108104724AAuBUR7_ans-0068
27382,EPM,epm,3,,,,,,,,,,,,,17,answers-20111108104724AAuBUR7_ans-0069
27383,stable,stable,5,every,every,,,large,1,,,,,,,8,answers-20111108104724AAuBUR7_ans-0070
27384,EPM,epm,4,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0071
27385,horse,horse,5,,,,,first,1,EPM,epm,1,,,,25,answers-20111108104724AAuBUR7_ans-0071
27386,treatment,treatment,12,no,no,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0071
27387,chicken,chicken,20,,,,,,,,,,,,,25,answers-20111108104724AAuBUR7_ans-0071
27388,feed,feed,21,,,,,,,chicken,chicken,1,,,,25,answers-20111108104724AAuBUR7_ans-0071
27389,additive,additive,22,an,an,,,experimental,1,feed,feed,1,,,,25,answers-20111108104724AAuBUR7_ans-0071
27390,horse,horse,4,the,the,,,,,,,,,,,12,answers-20111108104724AAuBUR7_ans-0072
27391,horse,horse,2,That,That,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0073
27392,racing,racing,5,,,,,,,,,,,,,13,answers-20111108104724AAuBUR7_ans-0073
27393,difference,difference,12,,,,,much,1,,,,,,,13,answers-20111108104724AAuBUR7_ans-0073
27394,none,none,10,,,,,,,,,,,,,19,answers-20111108104724AAuBUR7_ans-0074
27395,race,race,13,,,,,,,,,,,,,19,answers-20111108104724AAuBUR7_ans-0074
27396,horses,horse,14,,,,,,,race,race,1,,,,19,answers-20111108104724AAuBUR7_ans-0074
27397,idea,idea,4,no,no,,,,,,,,,,,41,answers-20111108104724AAuBUR7_ans-0075
27398,farmers,farmer,10,,,,,,,,,,,,,41,answers-20111108104724AAuBUR7_ans-0075
27399,job,job,15,a,a,,,better,1,,,,,,,41,answers-20111108104724AAuBUR7_ans-0075
27400,opossums,opossum,19,,,,,,,,,,,,,41,answers-20111108104724AAuBUR7_ans-0075
27401,opossums,opossum,24,,,,,,,,,,,,,41,answers-20111108104724AAuBUR7_ans-0075
27402,carriers,carrier,26,,,,,,,,,,,,,41,answers-20111108104724AAuBUR7_ans-0075
27403,EPM,epm,34,,,,,,,,,,,,,41,answers-20111108104724AAuBUR7_ans-0075
27404,horse,horse,35,an,an,,,,,EPM,epm,1,,,,41,answers-20111108104724AAuBUR7_ans-0075
27405,years,year,40,,,10,10,,,,,,,,,41,answers-20111108104724AAuBUR7_ans-0075
27406,EPM,epm,7,,,,,,,,,,,,,26,answers-20111108104724AAuBUR7_ans-0076
