,adj_word,adj_lemma,adj_id,adj_type,adj_comb,num_adj,n_word,n_lemma,n_id,sen_len,sen_id
7944,regular,regular,9,amod,regular,1,cabin,cabin,10,22,answers-20111108083754AAEw5Xc_ans-0004
7945,much,much,12,ccomp,much,1,,,,22,answers-20111108083754AAEw5Xc_ans-0004
7946,high,high,22,amod,high,1,costs,cost,27,30,answers-20111108083754AAEw5Xc_ans-0010
7947,single,single,24,amod,single,1,supplement,supplement,25,30,answers-20111108083754AAEw5Xc_ans-0010
7948,more,more,9,obj,more,1,,,,21,answers-20111108083754AAEw5Xc_ans-0011
7949,more,more,17,obj,more,1,,,,21,answers-20111108083754AAEw5Xc_ans-0011
7950,able,able,4,root,able,1,,,,19,answers-20111108083754AAEw5Xc_ans-0012
7951,competitive,competitive,14,amod,competitive,1,quotes,quote,15,19,answers-20111108083754AAEw5Xc_ans-0012
7952,Short,short,3,advmod,Short,1,,,,24,answers-20111108083754AAEw5Xc_ans-0013
7953,own,own,7,amod,own,1,ship,ship,8,24,answers-20111108083754AAEw5Xc_ans-0013
7954,own,own,22,amod,own,1,itinerary,itinerary,23,24,answers-20111108083754AAEw5Xc_ans-0013
7955,Good,good,1,amod,Good,1,luck,luck,2,3,answers-20111108083754AAEw5Xc_ans-0014
7956,Various,various,1,amod,"Various, most",2,cruises,cruise,3,17,answers-20111108083754AAEw5Xc_ans-0015
7957,most,most,5,nmod,"Various, most",2,cruises,cruise,3,17,answers-20111108083754AAEw5Xc_ans-0015
7958,major,major,8,amod,major,1,lines,line,10,17,answers-20111108083754AAEw5Xc_ans-0015
7959,own,own,4,obl,own,1,,,,21,answers-20111108083754AAEw5Xc_ans-0016
7960,double,double,10,obj,double,1,,,,21,answers-20111108083754AAEw5Xc_ans-0016
7961,double,double,19,amod,double,1,occupancy,occupancy,20,21,answers-20111108083754AAEw5Xc_ans-0016
7962,multiple,multiple,4,amod,multiple,1,cruises,cruise,8,17,answers-20111108083754AAEw5Xc_ans-0019
7963,upscale,upscale,15,amod,upscale,1,lines,line,16,17,answers-20111108083754AAEw5Xc_ans-0019
7964,itinerary,itinerary,8,obj,itinerary,1,,,,62,answers-20111108083754AAEw5Xc_ans-0022
7965,several,several,12,amod,"several, different",2,legs,leg,14,62,answers-20111108083754AAEw5Xc_ans-0022
7966,different,different,13,amod,"several, different",2,legs,leg,14,62,answers-20111108083754AAEw5Xc_ans-0022
7967,Transatlantic,transatlantic,60,amod,Transatlantic,1,corssing,corssing,61,62,answers-20111108083754AAEw5Xc_ans-0022
7968,Caucasian,caucasian,8,root,Caucasian,1,,,,14,answers-20111104175256AAL21Ha_ans-0001
7969,early,early,12,amod,early,1,1970s,1970,13,14,answers-20111104175256AAL21Ha_ans-0001
7970,large,large,5,amod,"large, Asian",2,presence,presence,7,42,answers-20111104175256AAL21Ha_ans-0003
7971,Asian,asian,6,amod,"large, Asian",2,presence,presence,7,42,answers-20111104175256AAL21Ha_ans-0003
7972,long,long,15,amod,long,1,time,time,16,42,answers-20111104175256AAL21Ha_ans-0003
7973,largest,largest,23,amod,largest,1,population,population,24,42,answers-20111104175256AAL21Ha_ans-0003
7974,Japanese,japanese,35,nmod,Japanese,1,lots,lot,33,42,answers-20111104175256AAL21Ha_ans-0003
7975,whole,whole,2,amod,whole,1,,,,14,answers-20111104175256AAL21Ha_ans-0004
7976,large,large,7,amod,large,1,portion,portion,8,14,answers-20111104175256AAL21Ha_ans-0004
7977,black,black,13,root,black,1,,,,14,answers-20111104175256AAL21Ha_ans-0004
7978,latin,latin,5,amod,latin,1,,,,8,answers-20111104175256AAL21Ha_ans-0005
7979,american,american,7,root,american,1,,,,8,answers-20111104175256AAL21Ha_ans-0005
7980,mixed,mixed,9,root,mixed,1,,,,51,answers-20111104175256AAL21Ha_ans-0007
7981,long,long,13,amod,long,1,time,time,14,51,answers-20111104175256AAL21Ha_ans-0007
7982,large,large,23,amod,large,1,populous,populous,24,51,answers-20111104175256AAL21Ha_ans-0007
7983,most,most,29,amod,most,1,tourists,tourist,30,51,answers-20111104175256AAL21Ha_ans-0007
7984,caucasian,caucasian,34,advcl,caucasian,1,,,,51,answers-20111104175256AAL21Ha_ans-0007
7985,many,many,36,nsubj,many,1,,,,51,answers-20111104175256AAL21Ha_ans-0007
7986,other,other,2,amod,other,1,ethicities,ethicity,3,35,answers-20111104175256AAL21Ha_ans-0008
7987,open,open,30,amod,open,1,,,,35,answers-20111104175256AAL21Ha_ans-0008
7988,minded,minded,32,amod,minded,1,generation,generation,34,35,answers-20111104175256AAL21Ha_ans-0008
7989,caucasian,caucasian,5,root,caucasian,1,,,,20,answers-20111104175256AAL21Ha_ans-0009
7990,many,many,7,nsubj,many,1,,,,20,answers-20111104175256AAL21Ha_ans-0009
7991,outer,outer,11,amod,outer,1,,,,20,answers-20111104175256AAL21Ha_ans-0009
7992,white,white,18,amod,white,1,suburbs,suburb,19,20,answers-20111104175256AAL21Ha_ans-0009
7993,Civil,civil,7,amod,Civil,1,Rights,rights,8,17,answers-20111104175256AAL21Ha_ans-0010
7994,black,black,4,amod,black,1,drivers,driver,6,15,answers-20111104175256AAL21Ha_ans-0011
7995,Asian,asian,8,amod,Asian,1,police,police,9,15,answers-20111104175256AAL21Ha_ans-0011
7996,Latino,latino,11,amod,Latino,1,politicians,politician,12,15,answers-20111104175256AAL21Ha_ans-0011
7997,Many,many,1,amod,Many,1,illegals,illegal,2,12,answers-20111104175256AAL21Ha_ans-0013
7998,big,big,5,amod,big,1,percent,percent,6,14,answers-20111104175256AAL21Ha_ans-0014
7999,Chinese,chinese,8,amod,Chinese,1,migration,migration,9,14,answers-20111104175256AAL21Ha_ans-0014
8000,mid,mid,12,amod,mid,1,90s,90,13,14,answers-20111104175256AAL21Ha_ans-0014
8001,fewer,fewer,3,amod,fewer,1,people,people,4,11,answers-20111104175256AAL21Ha_ans-0015
8002,Mexican,mexican,8,amod,Mexican,1,border,border,9,11,answers-20111104175256AAL21Ha_ans-0015
8003,fewer,fewer,3,amod,"fewer, social",2,benefits,benefit,5,17,answers-20111104175256AAL21Ha_ans-0016
8004,social,social,4,amod,"fewer, social",2,benefits,benefit,5,17,answers-20111104175256AAL21Ha_ans-0016
8005,many,many,12,amod,many,1,immigrants,immigrant,13,17,answers-20111104175256AAL21Ha_ans-0016
8006,political,political,5,amod,political,1,power,power,6,22,answers-20111104175256AAL21Ha_ans-0017
8007,corporate,corporate,8,amod,corporate,1,presence,presence,9,22,answers-20111104175256AAL21Ha_ans-0017
8008,19th,19th,7,amod,19th,1,century,century,10,24,answers-20111104175256AAL21Ha_ans-0018
8009,20th,20th,9,conj,20th,1,,,,24,answers-20111104175256AAL21Ha_ans-0018
8010,European,european,13,amod,European,1,immigrants,immigrant,14,24,answers-20111104175256AAL21Ha_ans-0018
8011,Asian,asian,18,amod,Asian,1,workers,worker,19,24,answers-20111104175256AAL21Ha_ans-0018
8012,manual,manual,22,amod,manual,1,laborers,laborer,23,24,answers-20111104175256AAL21Ha_ans-0018
8013,Mexican,mexican,6,amod,Mexican,1,,,,17,answers-20111104175256AAL21Ha_ans-0019
8014,American,american,8,amod,"American, cultural",2,influence,influence,10,17,answers-20111104175256AAL21Ha_ans-0019
8015,cultural,cultural,9,amod,"American, cultural",2,influence,influence,10,17,answers-20111104175256AAL21Ha_ans-0019
8016,larger,larger,4,amod,"larger, black",2,population,population,6,26,answers-20111104175256AAL21Ha_ans-0020
8017,black,black,5,amod,"larger, black",2,population,population,6,26,answers-20111104175256AAL21Ha_ans-0020
8018,progressive,progressive,5,root,progressive,1,,,,16,answers-20111104175256AAL21Ha_ans-0021
8019,welcoming,welcoming,7,conj,"welcoming, tolerant",2,,,,16,answers-20111104175256AAL21Ha_ans-0021
8020,tolerant,tolerant,9,conj,"welcoming, tolerant",2,,,,16,answers-20111104175256AAL21Ha_ans-0021
8021,white,white,8,root,white,1,,,,15,answers-20111104175256AAL21Ha_ans-0022
8022,good,good,8,appos,good,1,EDIT,edit,1,24,answers-20111104175256AAL21Ha_ans-0023
8023,accurate,accurate,15,amod,accurate,1,answer,answer,16,24,answers-20111104175256AAL21Ha_ans-0023
8024,else,else,19,amod,else,1,,,,24,answers-20111104175256AAL21Ha_ans-0023
8025,little,little,5,amod,little,1,house,house,7,51,answers-20111108101850AAhNuvz_ans-0004
8026,little,little,14,amod,little,1,hutch,hutch,16,51,answers-20111108101850AAhNuvz_ans-0004
8027,okay,okay,10,root,okay,1,,,,21,answers-20111108101850AAhNuvz_ans-0005
8028,able,able,24,acl:relcl,able,1,,,,29,answers-20111108101850AAhNuvz_ans-0006
8029,separate,separate,14,amod,separate,1,places,place,15,21,answers-20111108101850AAhNuvz_ans-0007
8030,big,big,10,amod,big,1,opening,opening,8,45,answers-20111108101850AAhNuvz_ans-0008
8031,enough,enough,11,advmod,enough,1,,,,45,answers-20111108101850AAhNuvz_ans-0008
8032,able,able,21,parataxis,able,1,,,,45,answers-20111108101850AAhNuvz_ans-0008
8033,okay,okay,33,root,okay,1,,,,45,answers-20111108101850AAhNuvz_ans-0008
8034,few,few,40,amod,few,1,bites,bite,41,45,answers-20111108101850AAhNuvz_ans-0008
8035,last,last,2,amod,last,1,rabbit,rabbit,3,14,answers-20111108101850AAhNuvz_ans-0009
8036,few,few,7,amod,few,1,times,time,8,14,answers-20111108101850AAhNuvz_ans-0009
8037,fine,fine,13,conj,fine,1,,,,14,answers-20111108101850AAhNuvz_ans-0009
8038,sure,sure,6,xcomp,sure,1,,,,9,answers-20111108101850AAhNuvz_ans-0010
8039,sure,sure,5,root,sure,1,,,,44,answers-20111108101850AAhNuvz_ans-0011
8040,aware,aware,31,parataxis,"aware, friendly",2,,,,44,answers-20111108101850AAhNuvz_ans-0011
8041,friendly,friendly,37,parataxis,"aware, friendly",2,,,,44,answers-20111108101850AAhNuvz_ans-0011
8042,friendly,friendly,11,root,friendly,1,,,,25,answers-20111108101850AAhNuvz_ans-0012
8043,sure,sure,2,root,sure,1,,,,10,answers-20111108101850AAhNuvz_ans-0013
8044,non-veg,non-veg,8,amod,non-veg,1,items,item,9,10,answers-20111108101850AAhNuvz_ans-0013
8045,different,different,6,amod,different,1,cages,cage,7,45,answers-20111108101850AAhNuvz_ans-0014
8046,free,free,11,conj,free,1,,,,45,answers-20111108101850AAhNuvz_ans-0014
8047,different,different,32,advcl,different,1,,,,45,answers-20111108101850AAhNuvz_ans-0014
8048,wet,wet,38,amod,wet,1,bedding,bedding,39,45,answers-20111108101850AAhNuvz_ans-0014
8049,Good,good,1,amod,Good,1,luck,luck,2,3,answers-20111108101850AAhNuvz_ans-0016
8050,opposite,opposite,24,amod,opposite,1,gender,gender,25,26,answers-20111108101850AAhNuvz_ans-0017
8051,careful,careful,4,root,careful,1,,,,17,answers-20111108101850AAhNuvz_ans-0018
8052,toxic,toxic,10,conj,toxic,1,,,,17,answers-20111108101850AAhNuvz_ans-0018
8053,safe,safe,14,conj,safe,1,,,,17,answers-20111108101850AAhNuvz_ans-0018
8054,surprised,surprised,9,parataxis,surprised,1,,,,16,answers-20111108101850AAhNuvz_ans-0019
8055,delicate,delicate,3,root,delicate,1,,,,13,answers-20111108101850AAhNuvz_ans-0020
8056,little,little,13,amod,little,1,figures,figure,14,15,answers-20111108051456AAQJaXR_ans-0002
8057,such,such,7,obl,"such, hot",2,,,,72,answers-20111108051456AAQJaXR_ans-0003
8058,hot,hot,67,ccomp,"such, hot",2,,,,72,answers-20111108051456AAQJaXR_ans-0003
8059,simple,simple,9,amod,simple,1,,,,28,answers-20111108051456AAQJaXR_ans-0005
8060,reasonable,reasonable,25,amod,reasonable,1,point,point,27,28,answers-20111108051456AAQJaXR_ans-0005
8061,other,other,6,amod,other,1,answers,answer,7,8,answers-20111108051456AAQJaXR_ans-0006
8062,Molten,molten,1,amod,Molten,1,brass,brass,2,17,answers-20111108051456AAQJaXR_ans-0007
8063,hot,hot,5,root,hot,1,,,,17,answers-20111108051456AAQJaXR_ans-0007
8064,advanced,advanced,5,root,advanced,1,,,,15,answers-20111108051456AAQJaXR_ans-0009
8065,perfect,perfect,3,root,perfect,1,,,,17,answers-20111108051456AAQJaXR_ans-0011
8066,simple,simple,9,amod,simple,1,,,,28,answers-20111108051456AAQJaXR_ans-0012
8067,reasonable,reasonable,25,amod,reasonable,1,point,point,27,28,answers-20111108051456AAQJaXR_ans-0012
8068,higher,higher,5,amod,higher,1,point,point,7,22,answers-20111108051456AAQJaXR_ans-0013
8069,hot,hot,20,amod,hot,1,,,,22,answers-20111108051456AAQJaXR_ans-0013
8070,enough,enough,21,xcomp,enough,1,,,,22,answers-20111108051456AAQJaXR_ans-0013
8071,hot,hot,19,xcomp,hot,1,,,,35,answers-20111108051456AAQJaXR_ans-0014
8072,real,real,21,amod,real,1,coal,coal,22,35,answers-20111108051456AAQJaXR_ans-0014
8073,fair,fair,5,amod,fair,1,amount,amount,6,35,answers-20111108051456AAQJaXR_ans-0015
8074,own,own,17,amod,own,1,furnace,furnace,18,35,answers-20111108051456AAQJaXR_ans-0015
8075,small,small,28,ccomp,small,1,,,,35,answers-20111108051456AAQJaXR_ans-0015
8076,hot,hot,33,amod,hot,1,,,,35,answers-20111108051456AAQJaXR_ans-0015
8077,enough,enough,34,xcomp,enough,1,,,,35,answers-20111108051456AAQJaXR_ans-0015
8078,small,small,4,amod,small,1,amounts,amount,5,41,answers-20111108051456AAQJaXR_ans-0016
8079,large,large,13,amod,"large, larger",2,torch,torch,15,41,answers-20111108051456AAQJaXR_ans-0016
8080,larger,larger,18,amod,"large, larger",2,torch,torch,15,41,answers-20111108051456AAQJaXR_ans-0016
8081,bright,bright,11,amod,bright,1,,,,18,answers-20111108051456AAQJaXR_ans-0018
8082,yellow,yellow,12,amod,"yellow, hot",2,heat,heat,13,18,answers-20111108051456AAQJaXR_ans-0018
8083,hot,hot,17,amod,"yellow, hot",2,heat,heat,13,18,answers-20111108051456AAQJaXR_ans-0018
8084,able,able,4,root,able,1,,,,29,answers-20111108051456AAQJaXR_ans-0020
8085,Halal,halal,11,amod,Halal,1,food,food,12,13,answers-20111108104206AAygiaE_ans-0001
8086,last,last,12,amod,last,1,summer,summer,13,14,answers-20111108104206AAygiaE_ans-0002
8087,Halal,halal,12,amod,Halal,1,foods,food,14,15,answers-20111108104206AAygiaE_ans-0003
8088,important,important,3,root,important,1,,,,13,answers-20111108104206AAygiaE_ans-0004
8089,Halal,halal,11,amod,Halal,1,food,food,12,13,answers-20111108104206AAygiaE_ans-0004
8090,halal,halal,19,amod,halal,1,meat,meat,21,37,answers-20111108104206AAygiaE_ans-0006
8091,fair,fair,4,root,fair,1,,,,23,answers-20111108104206AAygiaE_ans-0010
8092,suitable,suitable,19,amod,suitable,1,food,food,20,23,answers-20111108104206AAygiaE_ans-0010
8093,fair,fair,6,ccomp,"fair, halal",2,,,,31,answers-20111108104206AAygiaE_ans-0011
8094,halal,halal,16,amod,halal,1,cafe,cafe,17,31,answers-20111108104206AAygiaE_ans-0011
8095,British,british,25,amod,British,1,establishment,establishment,27,31,answers-20111108104206AAygiaE_ans-0011
8096,halal,halal,30,conj,"fair, halal",2,,,,31,answers-20111108104206AAygiaE_ans-0011
8097,Halal,halal,11,root,Halal,1,,,,12,answers-20111108104206AAygiaE_ans-0012
8098,halal,halal,5,amod,halal,1,meat,meat,6,29,answers-20111108104206AAygiaE_ans-0013
8099,other,other,27,amod,other,1,options,option,28,29,answers-20111108104206AAygiaE_ans-0013
8100,much,much,44,ccomp,much,1,,,,51,answers-20111108104206AAygiaE_ans-0015
8101,same,same,7,amod,same,1,cutlery,cutlery,8,44,answers-20111108104206AAygiaE_ans-0016
8102,different,different,10,amod,different,1,groups,group,12,44,answers-20111108104206AAygiaE_ans-0016
8103,blue,blue,18,obj,"blue, red, brown",3,,,,44,answers-20111108104206AAygiaE_ans-0016
8104,red,red,23,conj,"blue, red, brown",3,,,,44,answers-20111108104206AAygiaE_ans-0016
8105,brown,brown,28,conj,"blue, red, brown",3,,,,44,answers-20111108104206AAygiaE_ans-0016
8106,raw,raw,30,amod,raw,1,meat,meat,31,44,answers-20111108104206AAygiaE_ans-0016
8107,many,many,6,amod,many,1,countries,country,7,13,answers-20111108104206AAygiaE_ans-0018
8108,Halal,halal,9,amod,Halal,1,meat,meat,12,13,answers-20111108104206AAygiaE_ans-0018
8109,Kosher,kosher,11,conj,Kosher,1,,,,13,answers-20111108104206AAygiaE_ans-0018
8110,same,same,11,amod,same,1,law,law,12,13,answers-20111108104206AAygiaE_ans-0019
8111,halal,halal,14,amod,halal,1,,,,17,answers-20111108104206AAygiaE_ans-0022
8112,only,only,15,amod,only,1,places,place,16,17,answers-20111108104206AAygiaE_ans-0022
8113,much,much,6,amod,much,1,time,time,7,20,answers-20111108104350AAp4hGP_ans-0007
8114,much,much,14,advcl,much,1,,,,20,answers-20111108104350AAp4hGP_ans-0008
8115,fed,fed,19,xcomp,fed,1,,,,20,answers-20111108104350AAp4hGP_ans-0008
8116,helpful,helpful,2,root,helpful,1,,,,26,answers-20111108104350AAp4hGP_ans-0009
8117,willing,willing,21,ccomp,willing,1,,,,26,answers-20111108104350AAp4hGP_ans-0009
8118,gentle,gentle,31,ccomp,gentle,1,,,,37,answers-20111108104350AAp4hGP_ans-0010
8119,harmless,harmless,33,conj,harmless,1,,,,37,answers-20111108104350AAp4hGP_ans-0010
8120,TERRIFIED,terrified,4,root,TERRIFIED,1,,,,29,answers-20111108104350AAp4hGP_ans-0012
8121,persistent,persistent,2,root,persistent,1,,,,18,answers-20111108104350AAp4hGP_ans-0013
8122,Good,good,1,amod,Good,1,luck,luck,2,3,answers-20111108104350AAp4hGP_ans-0014
8123,general,general,2,amod,general,1,advice,advice,12,13,answers-20111108104350AAp4hGP_ans-0015
8124,responsible,responsible,4,root,responsible,1,,,,5,answers-20111108104350AAp4hGP_ans-0016
8125,clean,clean,19,xcomp,clean,1,,,,24,answers-20111108104350AAp4hGP_ans-0017
8126,new,new,24,amod,new,1,pet,pet,25,26,answers-20111108104350AAp4hGP_ans-0018
8127,ready,ready,13,advcl,ready,1,,,,18,answers-20111108104350AAp4hGP_ans-0019
8128,new,new,16,amod,new,1,pet,pet,17,18,answers-20111108104350AAp4hGP_ans-0019
8129,extra,extra,4,amod,extra,1,chores,chore,5,21,answers-20111108104350AAp4hGP_ans-0021
8130,good,good,15,amod,good,1,grades,grade,16,21,answers-20111108104350AAp4hGP_ans-0021
8131,rid,rid,18,obj,rid,1,,,,57,answers-20111108104350AAp4hGP_ans-0023
8132,able,able,30,root,able,1,,,,57,answers-20111108104350AAp4hGP_ans-0023
8133,good,good,40,amod,good,1,home,home,41,57,answers-20111108104350AAp4hGP_ans-0023
8134,able,able,48,advcl,able,1,,,,57,answers-20111108104350AAp4hGP_ans-0023
8135,new,new,55,amod,new,1,pet,pet,56,57,answers-20111108104350AAp4hGP_ans-0023
8136,big,big,7,root,big,1,,,,13,answers-20111108100419AAKZvMH_ans-0001
8137,beloved,beloved,10,amod,beloved,1,Python,python,12,20,answers-20111108100419AAKZvMH_ans-0002
8138,Last,last,1,amod,Last,1,time,time,2,18,answers-20111108100419AAKZvMH_ans-0003
8139,HUGE,huge,13,ccomp,HUGE,1,,,,14,answers-20111108100419AAKZvMH_ans-0004
8140,affectionate,affectionate,12,amod,affectionate,1,creature,creature,16,17,answers-20111108100419AAKZvMH_ans-0005
8141,cold,cold,13,compound,cold,1,,,,17,answers-20111108100419AAKZvMH_ans-0005
8142,true,true,3,amod,true,1,question,question,4,16,answers-20111108100419AAKZvMH_ans-0006
8143,conscious,conscious,10,parataxis,conscious,1,,,,31,answers-20111108100419AAKZvMH_ans-0007
8144,INSULTING,insulting,11,amod,INSULTING,1,ANSWERS,answer,12,13,answers-20111108100419AAKZvMH_ans-0008
8145,Best,best,1,amod,Best,1,answer,answer,2,6,answers-20111108100419AAKZvMH_ans-0010
8146,nice,nice,15,amod,nice,1,hunt,hunt,16,72,answers-20111108100419AAKZvMH_ans-0011
8147,good,good,36,amod,good,1,hunt,hunt,37,72,answers-20111108100419AAKZvMH_ans-0011
8148,pre-killed,pre-killed,8,obj,pre-killed,1,,,,16,answers-20111108100419AAKZvMH_ans-0012
8149,pre-killed,pre-killed,6,obj,pre-killed,1,,,,34,answers-20111108100419AAKZvMH_ans-0014
8150,live,live,11,obj,live,1,,,,34,answers-20111108100419AAKZvMH_ans-0014
8151,hard,hard,26,amod,hard,1,surface,surface,27,34,answers-20111108100419AAKZvMH_ans-0014
8152,cruel,cruel,14,ccomp,cruel,1,,,,40,answers-20111108100419AAKZvMH_ans-0015
8153,possible,possible,35,amod,possible,1,injury,injury,36,40,answers-20111108100419AAKZvMH_ans-0015
8154,easiest,easiest,9,parataxis,easiest,1,,,,13,answers-20111108100419AAKZvMH_ans-0016
8155,humane,humane,12,conj,humane,1,,,,13,answers-20111108100419AAKZvMH_ans-0016
8156,alive,alive,38,conj,alive,1,,,,39,answers-20111108100419AAKZvMH_ans-0017
8157,good,good,17,amod,good,1,hold,hold,18,24,answers-20111108100419AAKZvMH_ans-0018
8158,Good,good,1,amod,Good,1,luck,luck,2,3,answers-20111108100419AAKZvMH_ans-0019
8159,easier,easier,21,xcomp,easier,1,,,,33,answers-20111108100419AAKZvMH_ans-0020
8160,safer,safer,25,conj,safer,1,,,,33,answers-20111108100419AAKZvMH_ans-0020
8161,long,long,31,amod,long,1,run,run,32,33,answers-20111108100419AAKZvMH_ans-0020
8162,worth,worth,10,advcl,worth,1,,,,12,answers-20111108100419AAKZvMH_ans-0021
8163,gay,gay,6,amod,"gay, black",2,male,male,8,23,answers-20111108091938AAmE8Tv_ans-0002
8164,black,black,7,amod,"gay, black",2,male,male,8,23,answers-20111108091938AAmE8Tv_ans-0002
8165,close,close,17,amod,close,1,neighborhoods,neighborhood,16,23,answers-20111108091938AAmE8Tv_ans-0002
8166,huge,huge,12,amod,huge,1,shock,shock,14,15,answers-20111108091938AAmE8Tv_ans-0003
8167,gay,gay,2,csubj,gay,1,,,,10,answers-20111108091938AAmE8Tv_ans-0005
8168,fine,fine,9,root,fine,1,,,,10,answers-20111108091938AAmE8Tv_ans-0005
8169,full,full,3,root,full,1,,,,10,answers-20111108091938AAmE8Tv_ans-0007
8170,friendly,friendly,6,amod,friendly,1,,,,10,answers-20111108091938AAmE8Tv_ans-0007
8171,obvious,obvious,2,amod,obvious,1,reasons,reason,3,29,answers-20111108091938AAmE8Tv_ans-0009
8172,difficult,difficult,8,ccomp,difficult,1,,,,29,answers-20111108091938AAmE8Tv_ans-0009
8173,American,american,3,csubj,American,1,,,,15,answers-20111108091938AAmE8Tv_ans-0011
8174,enough,enough,7,root,enough,1,,,,19,answers-20111108091938AAmE8Tv_ans-0013
8175,normal,normal,2,amod,normal,1,time,time,4,24,answers-20111108091938AAmE8Tv_ans-0015
8176,advanced,advanced,10,amod,advanced,1,degree,degree,11,24,answers-20111108091938AAmE8Tv_ans-0015
8177,immediate,immediate,14,amod,immediate,1,expulsion,expulsion,15,27,answers-20111108091938AAmE8Tv_ans-0016
8178,GOOD,good,26,parataxis,GOOD,1,,,,27,answers-20111108091938AAmE8Tv_ans-0016
8179,clear,clear,4,xcomp,clear,1,,,,7,answers-20111108091938AAmE8Tv_ans-0017
8180,enough,enough,11,root,enough,1,,,,12,answers-20111108091938AAmE8Tv_ans-0018
8181,Canadian,canadian,18,amod,Canadian,1,Government,government,19,20,answers-20111108091938AAmE8Tv_ans-0019
8182,more,more,5,advcl,more,1,,,,46,answers-20111108091938AAmE8Tv_ans-0020
8183,better,better,7,parataxis,better,1,education,education,2,46,answers-20111108091938AAmE8Tv_ans-0020
8184,past,past,11,amod,past,1,history,history,13,46,answers-20111108091938AAmE8Tv_ans-0020
8185,CLEAN,clean,18,amod,CLEAN,1,record,record,23,46,answers-20111108091938AAmE8Tv_ans-0020
8186,satisfactory,satisfactory,27,amod,"satisfactory, financial",2,history,history,29,46,answers-20111108091938AAmE8Tv_ans-0020
8187,financial,financial,28,amod,"satisfactory, financial",2,history,history,29,46,answers-20111108091938AAmE8Tv_ans-0020
8188,large,large,34,amod,"large, outstanding",2,debts,debt,36,46,answers-20111108091938AAmE8Tv_ans-0020
8189,outstanding,outstanding,35,amod,"large, outstanding",2,debts,debt,36,46,answers-20111108091938AAmE8Tv_ans-0020
8190,legal,legal,13,amod,legal,1,permission,permission,14,15,answers-20111108091938AAmE8Tv_ans-0024
8191,able,able,5,root,able,1,,,,35,answers-20111108091938AAmE8Tv_ans-0025
8192,Canadian,canadian,26,amod,Canadian,1,card,card,30,35,answers-20111108091938AAmE8Tv_ans-0025
8193,potential,potential,33,amod,potential,1,employer,employer,34,35,answers-20111108091938AAmE8Tv_ans-0025
8194,OK,ok,12,conj,OK,1,,,,13,answers-20111108091938AAmE8Tv_ans-0027
8195,excited,excited,4,root,excited,1,,,,9,answers-20111108111107AAlrzok_ans-0009
8196,Last,last,1,amod,Last,1,thing,thing,2,48,answers-20111108111107AAlrzok_ans-0011
8197,higher,higher,13,amod,higher,1,,,,48,answers-20111108111107AAlrzok_ans-0011
8198,small,small,24,amod,small,1,tug,tug,25,30,answers-20111108111107AAlrzok_ans-0018
8199,young,young,4,amod,young,1,pup,pup,5,16,answers-20111108111107AAlrzok_ans-0021
8200,positive,positive,9,amod,positive,1,methods,method,10,17,answers-20111108111107AAlrzok_ans-0022
8201,Good,good,1,amod,Good,1,luck,luck,2,6,answers-20111108111107AAlrzok_ans-0025
8202,best,best,3,root,best,1,,,,4,answers-20111108111107AAlrzok_ans-0026
8203,professional,professional,10,amod,professional,1,trainer,trainer,12,14,answers-20111108111107AAlrzok_ans-0027
8204,embarrassing,embarrassing,7,amod,embarrassing,1,pets,pet,8,21,answers-20111108111107AAlrzok_ans-0029
8205,next,next,15,amod,next,1,year,year,16,35,answers-20111108064026AA86V9T_ans-0003
8206,good,good,23,xcomp,good,1,,,,40,answers-20111108064026AA86V9T_ans-0005
8207,cheaper,cheaper,11,parataxis,cheaper,1,,,,23,answers-20111108064026AA86V9T_ans-0007
8208,small,small,5,root,small,1,,,,6,answers-20111108064026AA86V9T_ans-0011
8209,hard,hard,8,ccomp,hard,1,,,,16,answers-20111108064026AA86V9T_ans-0012
8210,good,good,11,amod,good,1,price,price,12,16,answers-20111108064026AA86V9T_ans-0012
8211,many,many,11,amod,many,1,hotels,hotel,13,21,answers-20111108064026AA86V9T_ans-0014
8212,nice,nice,20,conj,nice,1,area,area,5,21,answers-20111108064026AA86V9T_ans-0014
8213,general,general,3,obl,"general, hardest",2,place,place,9,19,answers-20111108064026AA86V9T_ans-0015
8214,hardest,hardest,8,amod,"general, hardest",2,place,place,9,19,answers-20111108064026AA86V9T_ans-0015
8215,nice,nice,13,amod,"nice, clean",2,hotel,hotel,15,19,answers-20111108064026AA86V9T_ans-0015
8216,clean,clean,14,amod,"nice, clean",2,hotel,hotel,15,19,answers-20111108064026AA86V9T_ans-0015
8217,expensive,expensive,7,amod,expensive,1,hotel,hotel,8,19,answers-20111108064026AA86V9T_ans-0017
8218,fellow,fellow,9,amod,fellow,1,travellers,traveller,10,20,answers-20111108064026AA86V9T_ans-0019
8219,nice,nice,3,root,nice,1,,,,9,answers-20111108064026AA86V9T_ans-0020
8220,close,close,5,conj,close,1,,,,9,answers-20111108064026AA86V9T_ans-0020
8221,easy,easy,4,root,easy,1,,,,8,answers-20111108064026AA86V9T_ans-0021
8222,enough,enough,4,root,enough,1,,,,6,answers-20111108064026AA86V9T_ans-0023
8223,many,many,3,amod,many,1,hotels,hotel,4,6,answers-20111108064026AA86V9T_ans-0024
8224,double,double,7,amod,double,1,room,room,8,16,answers-20111108064026AA86V9T_ans-0025
